,name,sector,year,quarter,비유동부채변화율,비유동자산변화율,영업이익변화율,자산총계변화율,자본총계변화율,Relative Return,전체 주식 수변화율,주주 수변화율,보유 주식 수변화율,전체 주주 수변화율,Label,Code
26,Hite_Jinro,Consumer_Goods_&_Retail,2018,Q1,-0.43119421570573335,0.006427551945900167,0.2696023580050375,0.06132191908435625,0.04017936805941125,-0.09438815270238425,0.06095292139525721,-1.909722835972103,0.05841574538689065,0.09110856858215932,-0.036254670906736695,000080
26,Daesang,Consumer_Goods_&_Retail,2018,Q1,0.19748671965179532,0.0025025979558674916,-1.3692278059325873,0.02053370093670004,0.00015303284369039272,0.23586837225331314,0.06582295032446062,0.07973748430628824,0.3128246659205163,0.060296322807180225,-0.02586129616553586,001680
26,AmoreG,Consumer_Goods_&_Retail,2018,Q1,0.000744620215749503,-0.012505046940913589,-95.10360086119121,-0.02914784716293428,-0.00915845066838461,0.14027907254562516,-0.018846170468290513,-1.2620923687447134,0.1593939533107659,-0.018598223160919858,0.023689514414966896,002790
26,Shinsegae,Consumer_Goods_&_Retail,2018,Q1,-0.2718172032765931,-0.01805235717273712,0.35544524361101115,-0.011652918016022973,-0.0029312835415247207,0.523788891631633,0.004889988308868332,-1.2094378516680542,0.3313596948091191,0.008646772483770326,0.22979087774750762,004170
26,Chokwang_Leather,Consumer_Goods_&_Retail,2018,Q1,-0.06665328931877235,-0.05269399741888536,-0.23068686524405968,-0.008665958253379458,-0.01997573878880088,0.09168791342246585,-0.022569759288388225,0.28450343940013934,0.3027122198257379,-0.021238496523262818,-0.011427798628590051,004700
26,Lotte_Chilsung_Beverage,Consumer_Goods_&_Retail,2018,Q1,-0.24066308542314796,0.006659311599715334,1.6969483060895239,-0.05103020044182616,0.01947470889380487,0.0,-0.05140019612020574,-0.0609150605174964,-0.06405054608799055,-0.07076134058329542,0.18838735443090426,005300
26,SL_Corp,Consumer_Goods_&_Retail,2018,Q1,-0.23194569633837814,-0.013974289011026375,29.776622886020995,-0.02524480847181021,0.014296371512456219,0.3064750415935269,-0.030229821212239827,-0.16871926697035855,0.6567708520976334,-0.003306687175793188,-0.12060373279677053,005850
26,GS_Retail,Consumer_Goods_&_Retail,2018,Q1,-0.015416196218032141,-0.003284533097656972,0.49488184696933335,-0.011501682273968195,0.017653804031516063,0.1523854767043885,-0.006734098992536852,0.004978524117845495,0.0021734070014002294,-9.853555794459012e-05,-0.15264600160250258,007070
26,Hanssem,Consumer_Goods_&_Retail,2018,Q1,-0.07653796708469351,0.015844799586029024,0.5634292702479181,-0.05873391829945418,0.011669235562566382,0.18527532644822903,-0.04686876405025031,-1.0356165644657218,0.1676510722405753,-0.023412659730401852,-0.10990561749517577,009240
26,UNID,Consumer_Goods_&_Retail,2018,Q1,-0.021462472170614255,-0.030393006743513418,0.5469291496609332,-0.007029011774845495,0.0004561271823273483,-0.0750476507784972,-0.013595445409599893,-1.2856463215905958,-0.013264638973718768,-0.004345813216076966,0.12233131351704515,014830
