,name,sector,year,quarter,비유동부채변화율,비유동자산변화율,영업이익변화율,자산총계변화율,자본총계변화율,Relative Return,전체 주식 수변화율,주주 수변화율,보유 주식 수변화율,전체 주주 수변화율,Label,Code
15,Hite_Jinro,Consumer_Goods_&_Retail,2020,Q4,0.05936497526718176,0.029046319094423012,0.608974075483051,0.18361702173337302,0.030624713227711653,-0.2673010092459902,-0.01758503861999805,0.013889581706903908,0.02688075370552967,0.2743406855418028,-0.3857845769560666,000080
15,Daesang,Consumer_Goods_&_Retail,2020,Q4,0.017742954018179602,0.07037721716410617,1.0222525147859056,0.013711273499563359,0.023887300624633845,-0.1006749159388557,-1.1869507038088822,-0.3731204335854543,-0.29005534084790363,-0.5915674139664453,-0.26669930910589,001680
15,AmoreG,Consumer_Goods_&_Retail,2020,Q4,-0.011850582515684716,0.03888027979852082,-0.434781299262347,0.021879671214122487,0.023125240237849676,-0.12472449646942785,-0.27818916906783775,0.023827064957844146,-0.02440551436966998,0.21394139599660067,-0.1205476429509175,002790
15,Shinsegae,Consumer_Goods_&_Retail,2020,Q4,0.06086199619253363,0.018379053976537274,-1.1898609668170055,0.006470644131662984,-0.010627534638731007,-0.14012652994631813,-0.9691847154646369,-0.3777924873008407,-0.28164782462141225,-0.373694384597715,-0.130134782154425,004170
15,Chokwang_Leather,Consumer_Goods_&_Retail,2020,Q4,-0.1646425886383538,-0.042672100177429506,-0.1476556058329508,-0.038702537830976214,-0.032626384904517414,-0.17530823857307148,-0.04538371164408961,0.18971996384525347,0.1764703421046312,-0.23145453828914708,-0.06403465196150276,004700
15,Lotte_Chilsung_Beverage,Consumer_Goods_&_Retail,2020,Q4,0.013446238288995493,-0.024761963256968667,0.8813809025208629,0.0014293204395965375,-0.06185155531640851,-0.21499254766479128,-0.2538313614457184,-0.6970836642813165,-0.5639344870464409,-0.4660893962295034,-0.06488591337614444,005300
15,SL_Corp,Consumer_Goods_&_Retail,2020,Q4,0.2810687321915687,-0.012552197605741,0.3363964033169706,0.03025968763949094,-0.017946999009432307,0.0,-0.8626789514279569,-0.2513278144749105,-0.6450562479545858,-0.2584111257849282,-0.12478942449916777,005850
15,GS_Retail,Consumer_Goods_&_Retail,2020,Q4,-0.0005104477749833247,-0.002754084371635379,0.6073811337704382,0.08264391616895483,-0.008794453851313166,-0.17770045536491486,-0.14516621420627684,-0.20824507527128855,-0.0280855865752212,0.017098906026227545,-0.219546132537156,007070
15,Hanssem,Consumer_Goods_&_Retail,2020,Q4,0.12034763018408146,0.05911086324248804,-0.3173558960566125,0.020864903165990878,0.013717148960349368,0.1038266807959497,-0.48490551808093296,0.03380900594609937,0.029994171937736902,0.02582646826065149,-0.28055809166514517,009240
15,UNID,Consumer_Goods_&_Retail,2020,Q4,0.11570309814764568,0.007360011363233165,0.778617891583447,0.00474219633776829,0.011641991969464027,-0.04245402688842256,-0.48753546683700266,0.3334127429586641,-0.2107472706252438,0.526631978005464,-0.18384514763569404,014830
15,Coway,Consumer_Goods_&_Retail,2020,Q4,0.26169171409475445,-0.019061376482165437,0.36838650637457604,0.030947534178136893,-0.01888877275405787,0.0037774823591604084,-0.4948083699291521,-0.6979704940640761,-0.12225262830334227,-0.5168891102921871,-0.3618734086395018,021240
