,name,sector,year,quarter,비유동부채변화율,비유동자산변화율,영업이익변화율,자산총계변화율,자본총계변화율,Relative Return,전체 주식 수변화율,주주 수변화율,보유 주식 수변화율,전체 주주 수변화율,Label,Code
16,Hite_Jinro,Consumer_Goods_&_Retail,2020,Q3,-0.019741914986538545,0.011292835037684745,-0.3061280701562139,0.08268250036712188,-0.027445532109191983,0.43549445383506685,0.08170284040715314,0.169960176002119,0.07316604394586357,0.10860252597910824,-0.2673010092459902,000080
16,Daesang,Consumer_Goods_&_Retail,2020,Q3,-0.007438310348415689,0.007716380345206386,0.06218007691560101,0.042983732348468306,-0.01899954103768864,0.3159054440666981,0.08283909286306146,0.047940783309359025,-0.004581927494354376,0.08095579265798913,-0.1006749159388557,001680
16,AmoreG,Consumer_Goods_&_Retail,2020,Q3,0.018397838409001332,-0.0015592182792318887,0.44757550391070555,0.00027442830476742675,-9.957359865775395e-05,-0.24200118325329625,-0.00017714544525104792,-0.00037647612911051453,-0.0002516572516313431,-0.00019556263536957275,-0.12472449646942785,002790
16,Shinsegae,Consumer_Goods_&_Retail,2020,Q3,0.07168802978120814,-0.02862129903459465,-0.9696565362705825,-0.02342441982603205,-0.023774099575635033,-0.17258860621755853,-0.043803826150017544,-0.046310897977715815,-0.027387688750327044,-0.04715616864928118,-0.14012652994631813,004170
16,Chokwang_Leather,Consumer_Goods_&_Retail,2020,Q3,-0.7537414453089659,-0.12449516886445289,-0.7569655545361111,-0.1295730903000316,-0.11528640871213391,0.15165661110842032,-0.12400019668840412,-0.10922500122929857,-0.09389730287221587,-0.11606705870985534,-0.17530823857307148,004700
16,Lotte_Chilsung_Beverage,Consumer_Goods_&_Retail,2020,Q3,-0.03911992960028532,-0.0028243540137835588,-1.0455425595531853,-0.014754503186382939,-0.02570266758048878,0.01705139256855126,-0.01403203699256994,-0.0064148325887396496,-0.004683984168123656,-0.014329390610755777,-0.21499254766479128,005300
16,SL_Corp,Consumer_Goods_&_Retail,2020,Q3,-0.011310171905202004,-0.02732956837101197,-1.2432106064667066,-0.05791491569922691,-0.02541876724530434,-0.11757050549484868,-0.14600432900488203,-0.12732370523500247,-0.11453484213752474,-0.14619013054036545,0.0,005850
16,GS_Retail,Consumer_Goods_&_Retail,2020,Q3,-0.05370708849263339,0.008462947187674263,-0.04464779457532586,-0.06783574634249079,-0.027356576121869702,-0.01612572554386099,-0.03365834953450486,-0.000808965388543248,-0.03599775378259684,-0.015297350865129289,-0.17770045536491486,007070
16,Hanssem,Consumer_Goods_&_Retail,2020,Q3,0.002817737952386601,0.004258906880782565,0.12597599618708488,-0.03286801167360642,-0.034237960426493075,0.5179272314709278,-0.015445310525707967,0.004154441180497792,-0.024904182008820053,0.002249961538513978,0.1038266807959497,009240
16,UNID,Consumer_Goods_&_Retail,2020,Q3,0.11664134226333656,0.015103118219253475,0.3696840527621299,0.005167137962606594,-0.04402121938216852,0.038063677793754164,-0.01592869943718478,-0.08828205200366757,-0.0004886415468561278,-0.02740416114530242,-0.04245402688842256,014830
