,name,sector,year,quarter,비유동부채변화율,비유동자산변화율,영업이익변화율,자산총계변화율,자본총계변화율,Relative Return,전체 주식 수변화율,주주 수변화율,보유 주식 수변화율,전체 주주 수변화율,Label,Code
27,Hite_Jinro,Consumer_Goods_&_Retail,2017,Q4,0.08452672996428379,0.0030302297680568913,0.5259286216095589,-0.05465656229504834,0.013233501701021555,0.1289338308026031,-0.05238840964236524,0.6521753876091543,-0.058288350890669305,-0.0823238074082433,-0.09438815270238425,000080
27,Daesang,Consumer_Goods_&_Retail,2017,Q4,0.03258289644425971,-0.006247545486386175,0.6762672890457226,0.050134037034016976,0.0170793153509059,-0.17274452930056705,0.09160911830662755,0.037959499445871625,-0.4399446102855551,0.09834325863877347,0.23586837225331314,001680
27,AmoreG,Consumer_Goods_&_Retail,2017,Q4,-0.08302487517460944,-0.008014574683023357,1.9782001220304695,-0.005925899803680634,-0.004155625487458403,-0.06931047661020055,-0.006003675408129183,0.5480299484453391,-0.2181722117380651,-0.006015452831555246,0.14027907254562516,002790
27,Shinsegae,Consumer_Goods_&_Retail,2017,Q4,0.0035230687503451374,-0.00916166567068144,-1.3160088780298285,-0.01885542776255389,-0.02395984507793858,-0.16790815584415578,-0.01481374879395947,0.5440292685982453,-0.5333662343293368,-0.01518789020170308,0.523788891631633,004170
27,Chokwang_Leather,Consumer_Goods_&_Retail,2017,Q4,0.062358461055114334,-0.06494207026467014,0.5196489799188833,0.004542896752990577,-0.00013255435580661334,-0.057109045045044986,-0.013050746821468229,-0.2709273321882899,-0.28868644760626294,-0.013270901515910927,0.09168791342246585,004700
27,Lotte_Chilsung_Beverage,Consumer_Goods_&_Retail,2017,Q4,-0.10632506453339707,-0.02053853853605281,1.3451299656681173,0.2471287928794873,-0.03877999663676235,-0.22439567553732942,0.15045964302707282,0.21691871857258538,0.2870734325265569,0.14885876479808968,0.0,005300
27,SL_Corp,Consumer_Goods_&_Retail,2017,Q4,0.17296632408773738,-0.0016094187005062377,0.9885466711938582,0.013635960212737053,0.00563592826391035,-0.15093836835685653,0.058142648489696414,0.18129812388507138,-1.782128121801314,0.050969469046728944,0.3064750415935269,005850
27,GS_Retail,Consumer_Goods_&_Retail,2017,Q4,0.07616408635835425,-0.008742354985624257,0.791039922141652,0.04196114669584172,-0.01800528588917505,-0.3463585324292054,0.010462720241462442,-0.053999155642091345,0.01714760261316861,-0.010663831441921845,0.1523854767043885,007070
27,Hanssem,Consumer_Goods_&_Retail,2017,Q4,0.209894516003181,0.004260483345329802,0.1975795695654743,0.03258197191775647,-0.0491991984428628,-0.18419514754098354,0.035530816451671665,0.5138760558987548,-0.2078907823261178,0.018004299761974818,0.18527532644822903,009240
27,UNID,Consumer_Goods_&_Retail,2017,Q4,-0.3396776155445731,-0.027119087926755547,0.17192380439882138,0.025537964554250725,5.6671911299543964e-05,0.023134022462249507,-0.0073098751338553924,0.587693318265224,-0.00792038951231544,0.03145563551075026,-0.0750476507784972,014830
27,Coway,Consumer_Goods_&_Retail,2017,Q4,0.22124883638192527,-0.09824356784001487,0.1867732687807946,-0.01254982747539346,-0.0035604408974405644,-0.11254246889952146,-0.049984762213335365,0.3034645530173453,-0.34436710510746416,-0.04435546940249502,0.010160678999980945,021240
27,Lotte_Shopping,Consumer_Goods_&_Retail,2017,Q4,-0.03472755266433891,0.006507769601740598,-1.3745355292533383,0.11779137684175978,-0.12977757211536334,-0.19312550373051843,0.19656313593407715,0.035796558657737676,-0.08284953525794747,0.18709493872136673,0.0,023530
28,Sindoh,Consumer_Goods_&_Retail,2017,Q4,0.2630465230717103,0.00978361150783369,0.19679396087878354,0.0011465832756106797,-0.011007790689969044,0.11315645855379194,-0.004249120865926992,0.20617424353728808,-0.016343771703135834,-0.004181868858681437,-0.0075734056262905,029530
28,Cheil_Worldwide,Consumer_Goods_&_Retail,2017,Q4,0.5619326942757024,0.017580467437628755,-0.22682460129969795,-0.0723292179156485,-0.03357778067484363,-0.022933565217391247,-0.11094406624660524,0.2573390353010888,-0.15315450016791887,-0.13225388900232238,0.16053275564372838,030000
27,KT&G,Consumer_Goods_&_Retail,2017,Q4,0.477990578473227,-0.010367853652527792,0.2424178199158824,0.012439339231569035,-0.027110475989346572,-0.11035459829059822,-0.008845031993864438,0.32682622423432506,-0.22959709903515813,-0.018867962743049915,0.10520406639719143,033780
27,LG_Household & Health Care,Consumer_Goods_&_Retail,2017,Q4,0.06326564157921188,-0.04038251728136344,0.272684521767244,-0.041885047821436316,-0.03440491136510038,-0.07136048241206024,-0.05747558506986539,0.6022928146249429,-0.1760598660657009,-0.09853660767912542,0.2316862798359266,051900
27,Hyundai_Department_Store,Consumer_Goods_&_Retail,2017,Q4,0.48269857462410526,-0.011604896653023555,-0.7923421222008185,0.0062709183630738075,-0.016782586614251027,-0.2192388878923766,0.0014833313154450911,0.02949541914371656,-0.01344746483677528,0.0016381930110589416,0.16210154358452367,069960
27,Able_C&C,Consumer_Goods_&_Retail,2017,Q4,0.7693876716376595,-0.06645305789800937,2.3309604655959246,-0.5751804729221106,-0.5816149431594149,-0.3791778001034908,-0.6212982859755347,-0.43176558338461124,-0.532059523706581,-0.6452689709203678,0.0499649128110452,078520
27,Hyundai_Livart,Consumer_Goods_&_Retail,2017,Q4,-0.24247522022837864,-0.2718577490751499,0.12720569590693032,-0.44711542727249265,-0.3584524478559725,-0.06237846540880498,-0.39714649533357327,0.17506356045366278,-0.45411006605627935,-0.397339043836328,0.41465179242282,079430
