,name,sector,year,quarter,비유동부채변화율,비유동자산변화율,영업이익변화율,자산총계변화율,자본총계변화율,Relative Return,전체 주식 수변화율,주주 수변화율,보유 주식 수변화율,전체 주주 수변화율,Label,Code
25,Hite_Jinro,Consumer_Goods_&_Retail,2018,Q2,0.28229728721539105,0.0007248461255195959,-0.30770681300134783,0.026597560409864385,-0.007179471377986468,-0.036254670906736695,0.020505704509918843,0.061427343962145664,0.024615214155558673,0.02055801377670008,-0.07041875485447845,000080
25,Daesang,Consumer_Goods_&_Retail,2018,Q2,-0.00925595266782775,-0.006311173347896881,-0.14756225587192406,-0.0480780826991829,-0.05005585474943608,-0.02586129616553586,-0.11205091903020281,-0.06947824390394142,-0.002124728143268362,-0.11279306598407435,0.07746591794808669,001680
25,AmoreG,Consumer_Goods_&_Retail,2018,Q2,0.01866239219022714,-0.0002774410165147234,1.0322251144208183,0.019533534144150932,-0.0005452304896425009,0.023689514414966896,0.008081011227443424,0.0048614264660507,0.006877821680025598,0.007783653059565077,-0.10947183480340325,002790
25,Shinsegae,Consumer_Goods_&_Retail,2018,Q2,0.022404015949596512,-0.006300942996849024,0.29116602909308187,0.009773694572517089,0.008798516088058705,0.22979087774750762,0.0018890514565998995,0.0009295759085030664,0.005989988922880607,0.0020266251792890877,0.1399388530790085,004170
25,Chokwang_Leather,Consumer_Goods_&_Retail,2018,Q2,-0.07405506750362156,-0.018561927483388585,0.0227501540327415,-0.016212973381391826,-0.02116812220107267,-0.011427798628590051,-0.0178603288034187,-0.016305722264609246,-0.016921113810081767,-0.018350250790818423,-0.060434767734784345,004700
25,Lotte_Chilsung_Beverage,Consumer_Goods_&_Retail,2018,Q2,-0.005472391123079623,0.009115468227461787,-1.656095121459793,0.038284937898863225,0.00020103364914259014,0.18838735443090426,0.030191848471246452,0.05125841673666642,0.07005604705592927,0.029062613738093712,0.052344286918953244,005300
25,SL_Corp,Consumer_Goods_&_Retail,2018,Q2,0.0994194497999773,-0.01572872767748401,1.352559640993467,-0.0006778538757090669,-0.015700673525881337,-0.12060373279677053,-0.01610988110719691,-0.030984994137528643,-0.03441413205570942,-0.03184687361783767,-0.07489302778512721,005850
25,GS_Retail,Consumer_Goods_&_Retail,2018,Q2,0.03176534518170371,-0.004883532718229278,-6.021417074947158,-0.001624550344350384,-0.0206220077937862,-0.15264600160250258,0.001317454152719888,0.009924154069593016,-0.015070557903759996,-0.0017049675006099996,0.3924073211634346,007070
25,Hanssem,Consumer_Goods_&_Retail,2018,Q2,-0.07119942309756766,-0.001411047636694196,-0.5911012866047753,0.07444191639753561,-0.04296549388593651,-0.10990561749517577,0.07422901854328601,0.04481348865276902,0.05891855577222982,0.05056233506944907,-0.2610887955630272,009240
25,UNID,Consumer_Goods_&_Retail,2018,Q2,0.09829974670159913,0.0011697991726941082,-2.3760432941856675,-0.013769313295747487,0.01000097453605453,0.12233131351704515,0.004486916565947685,-0.0013864968496104524,-0.0003449830987665159,-0.009160752328257082,0.08625170225539017,014830
25,Coway,Consumer_Goods_&_Retail,2018,Q2,-0.20648224519974945,-0.01959447090661315,0.026076760134336685,0.012357871146191246,-0.02351472196185722,-0.04766088716758086,-0.004233307659212926,-0.024167207122560708,0.00425282123545867,-0.00634123223420624,0.023420322138206877,021240
25,Lotte_Shopping,Consumer_Goods_&_Retail,2018,Q2,-0.244589388467378,-0.004663861882218789,0.9760214458510963,-0.008406552083096042,0.022992399747342573,0.2125306636334591,-0.041117307656489244,-0.03216380771207561,-0.01095103056104274,-0.04243966798420118,-0.10961338572696167,023530
26,Sindoh,Consumer_Goods_&_Retail,2018,Q2,-0.20281669081614906,0.06334733643603252,0.24184523715996975,0.011442066239207405,-0.010688795544218754,0.08627140525626509,-0.0016353281962122601,-0.0015047893780306687,-0.0003643892064637555,-0.0010267089376116978,-0.14628509525797528,029530
26,Cheil_Worldwide,Consumer_Goods_&_Retail,2018,Q2,-0.1397698100584206,0.0025096289699270136,-3.9585017986757265,0.02907691553433056,-0.05055692012147861,-0.11479746637830182,0.10592408754966143,0.11614325726920272,0.02901777758393842,0.12492930631924903,0.20080444157108848,030000
25,KT&G,Consumer_Goods_&_Retail,2018,Q2,-0.0256390845484209,-0.039089205062428745,-0.29251266251329455,0.0035345944165702248,-0.03594175015608614,-0.09629607877423152,-0.02083547234799865,-0.03191868053934077,-0.021319891860297258,-0.030126407692343316,0.1214576853441094,033780
25,LG_Household & Health Care,Consumer_Goods_&_Retail,2018,Q2,0.49579821110310895,-0.006834662717815965,0.14546665575845674,0.012369629988696729,-0.05123467989499342,0.045017364922330244,-0.09068485012052996,-0.16339642954971945,0.04650738817161559,-0.1685534688255197,0.19558759868649198,051900
25,Hyundai_Department_Store,Consumer_Goods_&_Retail,2018,Q2,-1.4784276959234028,0.001266070659100671,0.22288446102991166,-0.07502909997906326,-0.011813084992484013,-0.07973689425166028,-0.05899867380185819,-0.14091671679701534,-0.01589946686221322,-0.058178860166408386,0.2883287364595335,069960
25,Able_C&C,Consumer_Goods_&_Retail,2018,Q2,-0.3560949134197915,-0.11878755027933252,-0.6865926249607255,-0.013652356540065913,0.007788798649358775,0.14264310266144362,-0.08067634021133019,-0.04672285815134525,-0.04755026771564941,-0.0791293235208248,-0.17688611299968893,078520
25,Hyundai_Livart,Consumer_Goods_&_Retail,2018,Q2,0.12389083800610967,-0.013620400576671354,-0.6341256816893752,0.024689587824627823,-0.03438036354547558,-0.16523335268044953,0.03188962860973199,0.08050229007002774,0.012818180458090689,0.032140553928904914,-0.05724547966042545,079430
25,Basic_House,Consumer_Goods_&_Retail,2018,Q2,-0.1860248150213566,0.07994367777718592,1.5479378213294095,0.04258448117257929,0.13961403330807676,-0.0700544346661712,-0.02939524899191559,-0.04110640924863884,-0.015768087754757687,-0.03145744243625814,-0.00423523446645746,084870
25,Amorepacific,Consumer_Goods_&_Retail,2018,Q2,0.04953856979930482,0.00420926355388096,0.4435220553473751,0.01603911311238715,-0.021116022365855747,0.05016434486010516,-0.021686681309817102,-0.05164659782254777,0.011405571911453194,-0.02294712060986326,0.03511943870051926,090430
25,LF_Corp,Consumer_Goods_&_Retail,2018,Q2,-0.11682178104087626,-0.006553216299983511,-0.2931145867223597,-0.01960483078883235,-0.02150680335425248,-0.07466129616553585,-0.017703001170207067,-0.023021597719929954,-0.026019206829021035,-0.018516432915340886,0.06666147864916853,093050
25,CJ_CheilJedang,Consumer_Goods_&_Retail,2018,Q2,0.001783827569359353,-0.028557713205959567,0.3623183511161737,-0.06546370233794785,-0.1954238776670172,-0.09103136419274677,-0.05046502314434753,-0.05799493553757196,-0.031132230168978925,-0.05073462616160307,0.14340987008699183,097950
25,Hansea,Consumer_Goods_&_Retail,2018,Q2,-0.006224416082676765,-0.013390972652119748,1.7676392136978145,-0.0672522784658729,0.02275309436578421,-0.1346924649967047,-0.06340807833190665,-0.08287016089929256,-0.10375708779456794,-0.08878531133774858,-0.21970267144124736,105630
25,Youngone_Corporation,Consumer_Goods_&_Retail,2018,Q2,-0.16638785426219838,-0.10243593292951858,-0.8261110029741883,-0.14772256923922256,-0.10050006727583916,-0.0753851056893454,-0.10464505766767918,-0.17154958681796018,-0.14887831325967382,-0.10889152689558745,0.24468251445129147,111770
25,Lock_&_Lock,Consumer_Goods_&_Retail,2018,Q2,-0.024610104322658533,0.007857268426639918,-2.3176947270962183,0.010117815951664944,-0.0063828391524942685,-0.06692817286609437,0.008378455842934951,0.01761224597043387,0.007708937551183848,0.007968477688831466,-0.06514084522913471,115390
25,Emart,Consumer_Goods_&_Retail,2018,Q2,-0.02680737456412796,0.011662283724104938,0.6618500565059057,0.01092655594176628,0.006719386235201186,0.03965340971681708,0.009463788247300986,-0.008078433814754371,0.016495713358251618,0.007241089073823037,-0.0156684315985213,139480
25,Dong-A_ST,Consumer_Goods_&_Retail,2018,Q2,-0.0233355978211085,-0.014145238442131447,-0.9085825639307015,-0.004656816485674398,-0.04040673236034653,0.16285768659237532,-0.028384654991832514,-0.006398342663584966,-0.023270118265778406,-0.02217288867207734,-0.18119521136611766,170900
25,Jongkundang,Consumer_Goods_&_Retail,2018,Q2,-0.11384256825590144,-0.009999448488471119,0.032567619452499974,-0.013132638225516802,-0.040205037419074996,0.001447328120690143,-0.033886424524734116,-0.014679464175643808,-0.01144068020260769,-0.02490189948112964,-0.16134182785263287,185750
