,name,sector,year,quarter,비유동부채변화율,비유동자산변화율,영업이익변화율,자산총계변화율,자본총계변화율,Relative Return,전체 주식 수변화율,주주 수변화율,보유 주식 수변화율,전체 주주 수변화율,Label,Code
11,Hite_Jinro,Consumer_Goods_&_Retail,2021,Q4,0.10778592211798232,0.017496724090179328,0.21041849634010934,-0.06810515482504886,0.0045021121627238925,-0.03245324829027793,-0.20169103483646444,-1.4685506797432182,-0.07303612716978503,-0.5885933381170569,-0.060367014190983226,000080
11,Daesang,Consumer_Goods_&_Retail,2021,Q4,0.01806669354966317,-0.04067889098868993,0.44789828906794027,-0.03476921513521458,-0.04475631043247885,-0.03842650878481503,-0.8828134554769427,-1.0488749833668778,-0.3391223104665544,-1.2854653398835914,-0.017819326482005193,001680
11,AmoreG,Consumer_Goods_&_Retail,2021,Q4,-0.002873976094922792,0.0016863648177930513,-0.5511813540535162,0.00532180059958498,0.017668486032112907,-0.14889157603615372,-0.23694888630367417,-0.7610098267814487,0.03774828902312477,-0.41032261581778395,-0.08153225448064748,002790
11,Shinsegae,Consumer_Goods_&_Retail,2021,Q4,-0.11031198864558878,0.016291819960941423,-0.7698469952477791,-0.004982286500174515,0.008524967369750946,0.012084107279403858,-0.9239153401394244,-1.3626136714139987,-0.28659079436058965,-1.3447067165812059,-0.015314983633494081,004170
11,Chokwang_Leather,Consumer_Goods_&_Retail,2021,Q4,-1.116059438864799,-0.18088755771274823,0.9480652105384209,-0.12032627089161996,-0.05803494341638116,0.10547076927616411,0.14373680167601754,-0.06237086865432118,0.15379569418382866,-0.3766615107254019,-0.02367133233401104,004700
11,Lotte_Chilsung_Beverage,Consumer_Goods_&_Retail,2021,Q4,0.001153379318375003,-0.015682285433983756,0.7417037878173642,0.03799081189539588,0.011863514202512082,0.10313919484985412,-0.2672391194880688,-0.7211708667516219,-0.4793658816534019,-0.4906903187475544,-0.06910852210109772,005300
11,SL_Corp,Consumer_Goods_&_Retail,2021,Q4,0.014250311003598859,0.012289089706554734,-0.23813131861982262,-0.01604592430036811,0.012478626938147053,-0.1536565020092372,-0.9372525724125564,-0.6860941894383965,-0.35249887430372273,-0.7410532692232827,0.1667852980486822,005850
11,GS_Retail,Consumer_Goods_&_Retail,2021,Q4,0.0070852265727024966,-0.07598959000169447,0.7246901337512839,-0.006852925662251819,-0.020188106980063125,-0.06934918207067915,-0.21094530071917394,-0.5160057565836225,-0.17721369873274062,-0.38266282088675396,-0.045457824708738714,007070
11,Hanssem,Consumer_Goods_&_Retail,2021,Q4,-0.2091407031363275,-0.05634255634341012,1.2427010645844383,-0.0587993983735251,0.0380044381084621,0.22875495839665216,-0.537605257600603,-0.6377771520243056,-0.15541117102018442,-0.6422701818203824,-0.20519969614085584,009240
11,UNID,Consumer_Goods_&_Retail,2021,Q4,0.17658039762488476,0.010022587492391488,0.6711963804636953,0.00521219276914664,0.017469357162232524,0.7805005158617194,-0.3316544360270468,-1.536857980246833,-0.2707076227340077,-0.934074825554011,-0.21355581081351543,014830
11,Coway,Consumer_Goods_&_Retail,2021,Q4,0.04085069936940999,-0.09283657156931158,-0.07814084791547904,-0.050221828804141166,-0.054468638943588,0.019231148872842635,-0.30862808469823233,-0.2192049581880906,-0.1073624659184953,-0.17700010212465012,0.025610602662209665,021240
11,Lotte_Shopping,Consumer_Goods_&_Retail,2021,Q4,0.059326980898378734,0.027802510958650717,2.7756389011890326,0.04092544056043357,0.03782790417271609,-0.02665629701460326,-0.26708536911546066,-0.5129160199057676,-0.15197800975624354,-0.4953659829009318,-0.13590258797990082,023530
12,Sindoh,Consumer_Goods_&_Retail,2021,Q4,0.32036727892796024,-0.008417855113865835,0.8157789403679803,0.015122189768805638,-0.00614599682972905,0.02775828065578837,-0.18105512338018048,-0.262249411728263,-0.23379203782888225,-0.2710137098872514,0.033427433098087725,029530
12,Cheil_Worldwide,Consumer_Goods_&_Retail,2021,Q4,0.16489745294566327,0.059907613707981144,0.39869773904664585,-0.09219154680740549,-0.0026574838961159752,-0.02173427839395449,-0.7397610960332097,-1.2285629404313685,-0.29478632665636084,-1.0281354151146491,0.006843965572591212,030000
11,KT&G,Consumer_Goods_&_Retail,2021,Q4,0.4523208600093468,-0.04057366960659792,0.43015143779312404,0.027866771997997697,0.031182599268850142,0.047983123596381336,-0.14774550996844704,-0.8778149799717907,-0.09671102799869713,-0.5952657998797117,-0.008911523019746282,033780
11,LG_Household & Health Care,Consumer_Goods_&_Retail,2021,Q4,0.08189103463898573,0.002336902199855273,0.5539086255220108,-0.002969751176878921,-0.0039405151043754305,-0.15873495282207262,-0.3034779550593243,-0.41100815575425,0.06896162241243242,-0.3274831983821449,-0.16614065281380272,051900
