,Feature,Importance
0,M_소비자물가지수 변화율,0.19893004796572206
1,F_유동부채 변화율,0.18330025670173963
2,F_이익잉여금 변화율,0.1633480067277364
3,F_법인세차감전 순이익 변화율,0.16200316120960537
4,F_영업이익 변화율,0.14773820776086904
5,P_보유 주식 수 변화율,0.1446803196343275
