,0
K_전체 주식 수 변화율,0.14374227620609598
K_전체 주주 수 변화율,0.13183619369327282
K_특정 증권 등 소유 증감 수 변화율,0.1251595954755344
K_특정 증권 등 소유 증감 비율 변화율,0.11268390584871237
K_특정 증권 등 소유 비율 변화율,0.1101542173734363
