,code,name,sector,year,quarter,F_유동자산 변화율,F_비유동자산 변화율,F_자산총계 변화율,F_유동부채 변화율,F_비유동부채 변화율,F_부채총계 변화율,F_자본금 변화율,F_이익잉여금 변화율,F_자본총계 변화율,F_매출액 변화율,F_영업이익 변화율,F_법인세차감전 순이익 변화율,F_당기순이익 변화율,F_당기순이익(손실) 변화율,F_총포괄손익 변화율,M_소비자물가지수 변화율,M_환율 변화율,M_GDP 변화율,M_금리 변화율,M_수출액 변화율,M_실업률 변화율,M_국제유가 변화율,K_전체 주주 수 변화율,K_보유 주식 수 변화율,K_전체 주식 수 변화율,K_접수일자 변화율,K_특정 증권 등 소유 수 변화율,K_특정 증권 등 소유 증감 수 변화율,K_1인평균급여 변화율,K_기초 소유 주식 수 변화율,K_기초 소유주식 지분율 변화율,K_기말 소유주식 수 변화율,K_기말 소유주식 지분율 변화율,K_발행할 주식 총수 변화율,K_현재까지 발행한 주식 총수 변화율,K_현재까지 감소한 주식의 총수 변화율,K_주식 수 감소 변화율,K_이익 소각 변화율,K_상환주식의 상환 변화율,K_기타 변화율,K_발행주식의 총수 변화율,K_자기주식수 변화율,K_유통주식수 변화율,K_증자주식수 변화율,K_주식액면가액 변화율,K_발행금액 변화율,Relative Return,Label,Code,F_영업비용 변화율,F_이자비용 변화율
10,150,Doosan_Corp,기타금융,2022,Q1,0.2834552656330327,-0.07040648845748398,0.0007861059317445518,0.21842267981194363,-0.5215653575029571,-0.0031236306445372453,-0.0,0.0020258474522785175,0.003688978534823195,-0.03859581506041465,1.544819098530279,1.3358006671509133,1.5582608564032046,1.5582608564032046,-0.03859581506041487,-0.09364288108448604,-0.018637728474920623,-0.004832000385876389,-0.14767324592997877,-0.03864674909181387,0.09183673469387776,-0.2602194672474454,-0.0,-0.0,-0.0,0.0,-0.03859581506041487,-0.03859581506041487,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.21133524785023414,-0.06810196658570933,000150,,
11,150,Doosan_Corp,기타금융,2021,Q4,0.16491247187269353,-0.052358933107452765,-1.3633517968791864e-05,-0.15522967752900718,0.19401880024717888,-0.022569041970839532,-0.0,0.017168454771196107,0.016099854476457676,-0.08208579214588463,2.3179010128955255,24.46237662764102,1.16302908317621,1.16302908317621,-0.08208579214588463,-0.4025512712822732,-0.020007078311950588,-0.015938933266124167,-0.16812521036687933,-0.08222487497304898,-0.02083333333333348,-0.08325393584683072,0.3998107758191415,0.27560847958510304,-0.0,0.0,-0.08208579214588485,-0.08208579214588463,-0.12240184757505768,-0.0,-0.0,0.00011370817419509294,0.00012029351617937056,-0.0,-0.9771709090955392,-3.069233726377483,-0.014698032668327476,-0.0,0.0,-0.19779540497685244,-0.0,-0.0,-0.0,-0.6655420734320394,-0.0,-0.0,0.1299229727722137,0.21133524785023414,000150,,
12,150,Doosan_Corp,기타금융,2021,Q3,0.0587472742270333,-0.0017528624222209466,0.01352322346139656,0.2335675341952379,-0.031189862762240672,0.15074360174762014,-0.0,-0.11155693254477828,-0.1152048594875581,-0.06923519990099969,0.32463265320774515,0.9637660586555196,-4.033434259855221,-4.033434259855221,-0.06923519990099969,-0.01761921683046319,-0.034507991437758845,-0.0003381422427111147,0.05306772908366497,-0.06937716438105035,0.1504424778761062,-0.06736077481840197,-0.0,-0.0,-0.0,0.0,-0.06923519990099947,-0.06923519990099969,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.06923519990099969,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.8616006618863763,0.1299229727722137,000150,,
13,150,Doosan_Corp,기타금융,2021,Q2,0.1638168141804085,-0.1022416584173571,-0.0202730059888252,-0.0882597871018378,0.11454169344969112,-0.015500116132637354,-0.0,-0.021929194028994514,-0.024791478345567608,-0.06496294171224526,0.05585747679005093,0.19861287301858555,0.18875791634018746,0.18875791634018746,-0.06496294171224526,-0.7421096287815034,-0.007129469356493168,-0.013438380398341998,-0.11734330484330613,-0.06502616415047213,0.11023622047244086,-0.131754905184698,-0.0,-0.0,-0.0,0.0,-0.06496294171224526,-0.06496294171224504,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.06496294171224526,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.11414267375756469,0.8616006618863763,000150,,
14,150,Doosan_Corp,기타금융,2021,Q1,-0.29038587055612974,0.12165294205743815,0.025816667109242797,0.0025713012430566007,0.1722301268323353,0.07089205063491222,-0.0,-0.020602580306436247,-0.021080142930058443,-0.07206215449028774,2.104767661041598,2.2679009479525,-0.5822305814699043,-0.5822305814699043,0.8163806966853389,-2.0127382750040668,0.003980375432345529,-0.015428372481669506,-0.17195325542571194,-0.07231825865355468,-0.016000000000000014,-0.3732219462632649,-0.0,-0.0,-0.0,0.0,-0.07206215449028774,-0.07206215449028797,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.07206215449028774,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.16438860047007242,-0.11414267375756469,000150,,
15,150,Doosan_Corp,기타금융,2020,Q4,0.18956462383047068,-0.11529604355786427,-0.025565897458742937,0.07105855919620174,-0.2617170587736162,-0.039328602839048266,-0.0,-0.2021213468017835,-0.011628684352144925,-0.015464695505913895,2.2312531841638217,2.0986680176456884,-0.14708866418916489,-0.14708866418916489,-4.928795336987705,0.3780443147289393,0.058580425595368135,-0.015741758304966824,-0.13205764233403983,-0.015372275387599998,-0.04166666666666674,-0.030879044146171264,-0.24106375132626656,0.3358448507519176,-0.41090046892146836,0.0,-0.015464695505913673,-0.015464695505913895,0.02099483204134367,0.11946797103631535,0.009281174207577236,-0.036363636363636376,-0.036363636363636376,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.015464695505913895,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.13661746449832246,-0.16438860047007242,000150,,
16,150,Doosan_Corp,기타금융,2020,Q3,-0.5457366516505857,0.13354666956976202,0.004824925548749359,-0.02599555772525952,0.20765384512709362,0.06542252327565212,-0.0,-0.06081238992559723,-0.06511216650817397,-0.12091632637425942,0.4866299303994749,-1.5311096020742974,-1.0389287543286758,-1.0389287543286758,-0.12091632637425964,-29.267844017171594,0.026207921096291442,-0.022088428967425466,0.01328671328671327,-0.12128584005311471,0.032258064516129115,-0.464159945473134,-0.12091632637425964,-0.0,-0.12091632637425964,0.0,-0.12091632637425964,-0.12091632637425964,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.12091632637425942,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.04948578664960998,0.13661746449832246,000150,,
17,150,Doosan_Corp,기타금융,2020,Q2,0.09068780024392131,-0.11331607352334805,-0.06791530834539694,-0.004379442743850603,-0.009566007528012399,-0.006402388191918185,-0.0,-0.009598327464179768,-0.1489654579975337,0.14257219610317362,0.09587299210177502,0.7001319443964601,0.6785238333045829,0.6785238333045829,0.14257219610317373,0.9744470971009336,-0.021563322371475513,0.027401632238014395,0.0835291604358025,0.1430043137913488,-0.15887850467289732,0.41825270948982285,0.14257219610317373,-0.0,0.14257219610317362,0.0,0.14257219610317373,0.14257219610317362,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.1425721961031735,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3278471153239161,-0.04948578664960998,000150,,
18,150,Doosan_Corp,기타금융,2020,Q1,-0.19999063175562282,-0.007964542966585553,-0.045186653488663575,-0.009912178427312401,-0.2209012925595808,-0.08290393073411173,-0.0,-0.019698556927926658,0.00067448751846233,-0.01800875212944142,-0.24103008673221038,-1.4934938736337502,0.8867271703184844,0.8867271703184844,0.8637860279961669,-2.326416414584117,-0.015754379708652122,0.012864053928269836,0.060040160642572116,-0.01797680704196325,-0.00943396226415083,0.20454187036744997,-0.01800875212944142,-0.0,-0.01800875212944142,0.0,-0.01800875212944142,-0.01800875212944142,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.01800875212944142,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.3278471153239161,000150,,
19,150,Doosan_Corp,기타금융,2019,Q4,0.3813839802174259,-0.06250076830124329,0.06723561175317128,0.3419222505014201,0.16069174133907593,0.2887948656774587,0.08237286852268633,-0.34032451465756464,-0.501530454116482,0.02439372897457681,-1.2884476764833308,-11.14600615604987,-93.94929690373291,-93.94929690373291,-6.291291105645906,-5.380260221408914,0.015711916865137066,-0.010051895543270017,-0.191387559808615,0.024390380515078802,0.05357142857142849,-0.023897949297593923,0.02439372897457648,0.16696017157063991,0.0243937289745767,0.0,0.0243937289745767,0.0243937289745767,-0.07318341349278579,-0.03014034551412559,-0.06333405871441755,0.1205520363228203,0.010500895753643547,-0.0,-0.0,-0.28553148013596896,-0.4996647573241133,-0.0,0.0,0.0243937289745767,0.09399361392478678,0.09204133570800144,0.0943888465996372,-5.834524758081252,-0.0,0.0017908869096984192,0.06081948000079192,0.0,000150,,
20,150,Doosan_Corp,기타금융,2019,Q3,-0.14101242322071417,0.04211369137168541,-0.005030786026422485,-0.5133626724167435,-0.014476265042263403,-0.32268365880658156,-0.0,0.011851886092780872,0.378271472160737,0.013842666225382327,0.6071450406144832,0.9090418737892,0.7877042216848311,0.7877042216848311,0.013842666225382216,0.9303677156060576,-0.023671710515372757,-0.0021492760114003584,0.21649484536082508,0.013886289168915433,0.05084745762711873,0.10146539633409102,0.013842666225382438,-0.0,0.013842666225382438,0.0,0.013842666225382438,0.013842666225382438,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.013842666225382438,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.09328769911642998,0.06081948000079192,000150,,
21,150,Doosan_Corp,기타금융,2019,Q2,0.02312048707961556,-0.04994652471968197,-0.03011094529235292,-0.04841019773017918,-0.06544280133980429,-0.05485552698764762,-0.0,-0.0029833352975170424,-0.001755437267149329,-0.058741944994810336,-0.449655751518945,-0.6160751755546987,-0.8430852141472858,-0.8430852141472858,-0.058741944994810336,-0.17798441463015324,-0.03709163042178587,-0.013293335100796,0.10064059339177356,-0.05879535921869561,-0.017241379310344973,-0.09107698802174014,-0.058741944994810336,-0.0,-0.058741944994810336,0.0,-0.058741944994810336,-0.058741944994810336,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.058741944994810336,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.21936302338622432,0.09328769911642998,000150,,
22,150,Doosan_Corp,기타금융,2019,Q1,-0.1359050999635807,-0.007640216997817362,-0.039505369529618584,-0.16338070523897774,0.02944075989614714,-0.08203428945572822,-0.0,0.006115634982417073,0.005296317867071965,0.0985898330919337,-0.49706804449368036,-2.084872554096066,-2.280032720716882,-2.280032720716882,0.3859801039862407,0.6874179652905958,0.0016632023276192953,-0.0005796429835080996,0.09282764948769218,0.09882153156977846,-0.01754385964912264,0.06709658363690052,0.09858983309193381,-0.0,0.09858983309193381,0.0,0.0985898330919337,0.0985898330919337,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0985898330919337,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.048920234849536226,-0.21936302338622432,000150,,
23,150,Doosan_Corp,기타금융,2018,Q4,0.06316977632991494,-0.006149277662536257,0.012012215080817845,0.015164931628106393,0.005006379117792004,0.010904704895908779,-0.0,0.05249173545011787,0.013176231783023962,0.008263451158080026,0.42375896149490544,0.7059000436048124,0.7452382319602966,0.7452382319602966,-0.4559160278421861,-0.1528942253920036,-0.005036357567736793,-0.005684653689703056,0.10693799508331026,0.008256951594797224,0.08800000000000008,0.09983604378074207,0.008263451158080026,-0.0,0.008263451158080026,0.0,0.008263451158080026,0.008263451158080026,0.023111111111111082,0.03389830508474578,0.005103303228999101,0.03851594869997299,0.007534514000821058,-0.0,-0.0,-0.14073932125567667,-0.0,-0.40427352767137603,0.0,0.008263451158080137,0.03902867610591232,0.194346406366797,-0.0,-0.5729696357140037,-0.0,0.11934593714044384,0.30786219039743284,-0.048920234849536226,000150,,
24,150,Doosan_Corp,기타금융,2018,Q3,-0.08793206846990986,-0.0062391754067658844,-0.026432688802418003,-0.08436681832551973,-0.016608332920113877,-0.05488092123132082,-0.0,0.0038799256558410544,0.0018587691539526663,-0.04857311512040274,0.2819633680692615,0.383974126496601,0.36482769135354354,0.36482769135354354,-0.048573115120402965,-0.0442397512820667,-0.03809438658420561,-0.005201307569219216,0.09246405552800974,-0.04862249558492171,-0.11607142857142883,-0.009709172259507959,-0.04857311512040274,-0.0,-0.048573115120402965,0.0,-0.04857311512040274,-0.04857311512040274,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.048573115120402965,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.03152433882393654,0.30786219039743284,000150,,
25,150,Doosan_Corp,기타금융,2018,Q2,-0.024664436837790626,-0.13069409956515554,-0.10249406837918706,0.01899233858627325,-0.8615286363347552,-0.23527036652939137,-0.0,-0.002312005922072702,0.003976187043333468,0.30931825513144395,0.5140133115134898,0.6706256021567352,0.7196836965314679,0.7196836965314679,-0.022755191384156603,-0.3971853095173552,-0.007779076758894776,-0.007847684343889938,0.0044422507403751865,-0.0226310282981268,-0.009009009009008917,-0.11515816784752042,-0.022755191384156603,-0.0,-0.022755191384156603,0.0,-0.022755191384156603,-0.022755191384156603,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.022755191384156603,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.035721044488613636,0.03152433882393654,000150,,
26,150,Doosan_Corp,기타금융,2018,Q1,-0.14803475047462333,-0.04686271464919223,-0.0719883900893401,-0.01602075752076848,-0.26207924513309333,-0.07663329847444311,-0.0,-0.002914351983692276,-0.06829259993120917,0.05879759354376146,-0.8428240164239913,-1.3006880197360275,-1.7557361674077554,-1.7557361674077554,0.5566057751248916,0.2528409114579355,0.030034823661886145,-0.014530287258507357,-0.08530869157626775,-0.024297858795447214,-0.01834862385321112,-0.08575762500677153,-0.024355507064874216,-0.0,-0.024355507064874438,0.0,-0.024355507064874216,-0.024355507064874438,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.024355507064874438,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.2064624195618241,-0.035721044488613636,000150,,
27,150,Doosan_Corp,기타금융,2017,Q4,0.041893979808870774,0.006196657855485177,0.015307945489514196,0.07231870895419612,0.020822373418038498,0.06014281518780962,-2.5956259179560348e-05,0.01332018595875295,-0.023541949106684612,-0.1620321001701599,-0.39321891349362703,-0.0385166517163702,-0.17398975601018263,-0.17398975601018263,-1.1235185638030742,0.3500195788744318,0.023583906836809665,0.002275605061653474,-0.094065934065934,0.08093468978807206,0.0267857142857143,-0.18077144502014986,0.08083096043165328,0.027868032113965047,0.08083096043165328,0.0,0.08083096043165305,0.08083096043165328,-0.023140662894098663,-0.0,-0.028914757791963952,-0.0,-0.02980535279805352,-0.0,-4.7749897496895954e-05,-0.1739034872951668,-0.0,-0.7407514662756598,0.0,0.08083096043165328,0.03940395678787478,0.1698266193058957,-7.631980603783894e-05,0.8842171717171717,-0.0,0.049469477006198526,0.18121528312353324,-0.2064624195618241,000150,,
28,150,Doosan_Corp,기타금융,2017,Q3,-0.20005463064015605,-0.005625689946810786,-0.04900488870085118,-0.34914865834034625,0.32357146294936834,-0.09229920848051765,-0.0,-0.0189279154565114,-0.014173135317234298,-0.0022188286749562636,0.07940616562686553,0.23374673128761003,0.3174895350237211,0.3174895350237211,-0.03425713054123847,-0.15372330132051748,-0.0010197755396517127,-0.013797360660917635,-0.03346456692913535,-0.03424542911228312,-0.018181818181818077,-0.04912421985101645,-0.034257130541238245,-0.0,-0.034257130541238245,0.0,-0.034257130541238245,-0.034257130541238245,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.03425713054123847,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.1504914192636927,0.18121528312353324,000150,,
29,150,Doosan_Corp,기타금융,2017,Q2,0.002468751909598388,-0.033209887626210355,-0.025030156366888212,0.000765260384225086,-0.08522753485624879,-0.030408923660862452,-2.9665176201731924e-05,-0.028523829431936765,-0.020743347516379185,-0.039511687599190104,0.5130205440367384,0.31979944888726464,0.44741627287140917,0.44741627287140917,-0.040674148070488414,0.1259798444991046,0.018329085656645816,-0.007378041034466598,-0.01678214010777368,-0.04069603451398307,0.00900900900900925,0.07470193740685538,-0.040674148070488636,-0.0,-0.040674148070488636,0.0,-0.040674148070488636,-0.040674148070488636,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.040674148070488636,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.18416110369502764,0.1504914192636927,000150,,
30,150,Doosan_Corp,기타금융,2017,Q1,-0.05509006292780061,0.01999659204887483,0.003742010586897604,-0.011323084629867086,-0.01810080977536299,-0.013769698904853467,-0.0,0.008276196289094595,0.017271277056570833,-0.07933478314659692,8.32303852676121,4.740894960172952,5.413275809993983,5.413275809993983,-0.05738305445591174,-0.5158067335463936,0.005897475606975844,-0.011192800453106333,-0.13548951048950886,-0.057487026215818915,-0.0277777777777779,-0.09135267010029824,-0.057383054455911964,-0.0,-0.05738305445591174,0.0,-0.057383054455911964,-0.05738305445591174,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.05738305445591174,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.037678123486261546,-0.18416110369502764,000150,,
