,name,year,quarter,sector,Relative Return,매출액 변화율,특정 증권 등 소유 증감 수 변화율,영업이익 변화율,비유동자산 변화율,비유동부채 변화율,영업비용 변화율,부채총계 변화율,유동자산 변화율,총포괄손익 변화율,Label,Code
0,Doosan_Corp,2024,Q3,기타금융,0.3950007047817071,-0.06337635632972272,-0.0,-0.5109359954514094,0.0026689140665191458,-0.03356570808673642,-4.214496134152615e-05,0.011266936457822174,0.012902987735249338,0.9928061009339583,0.3950007047817071,000150
0,Hankook_Tire_Worldwide,2024,Q3,기타금융,-0.07387712221035195,-0.04195710126022112,-0.0,0.21149369319003053,-0.0008067636862647554,0.00025560231474741624,-3.1660494601822204e-05,0.1632169400550625,0.1260274054651933,0.32385650595172444,-0.07387712221035195,000240
0,Dong-A_Socio_Holdings,2024,Q3,기타금융,-0.13934054440502028,-6.852186274755377,1.0406817546800782,4.805455803231825,-0.00404058227454418,0.00378197968592342,-0.00025355513324841803,0.05862320315979075,0.13010479838845324,3.6988494823568825,-0.13934054440502028,000640
0,CJ_Corp,2024,Q3,기타금융,-0.06984132382824709,0.3776004133233004,1.0838605804795265,0.704023394002781,6.314511009308799e-05,0.02617929554325016,0.14890683377856595,0.014810714145760628,0.06085528801679385,0.9795840492899875,-0.06984132382824709,001040
0,Dongkuk_Steel,2024,Q3,기타금융,0.01620719121309478,-0.7741807447281785,-0.0,11.529929846780561,-0.015084311815485751,-0.2683876302388881,0.030584699175403185,0.07563439497147251,0.025036303762131285,43.86171776205927,0.01620719121309478,001230
0,Orion_Corp,2024,Q3,기타금융,0.06111834999611367,-0.04884833417063006,0.0,-0.8849493396922199,-0.0009271792326763784,-0.003328223742850245,0.2531956410653283,-0.03103512203275849,-0.33955521166578295,6.476107688679191,0.06111834999611367,001800
0,SeAH_Steel,2024,Q3,기타금융,-0.1510747786392545,0.64666403753243,0.7933052742338551,1.3759256157654205,0.050368744572667934,0.24538437173501393,0.09376934701392703,-0.040440504942627964,-3.4348587977732077,2.281969446364208,-0.1510747786392545,003030
0,LG_Corp,2024,Q3,기타금융,-0.10507583852266733,-0.5793899877543407,0.0,-1.6321918670527507,0.0045883768820113024,0.06365281280842194,0.08384555392526205,0.00012675460055822096,-0.08813425885247339,0.2210877003421574,-0.10507583852266733,003550
0,Hansol_Holdings,2024,Q3,기타금융,-0.11948955102753683,-0.3884674149208589,-0.0,-0.7481310902264278,0.002928194391581096,0.08058597674307533,-0.1739483158717059,0.049513485688123304,-0.07485941292992737,-0.6448440839220839,-0.11948955102753683,004150
0,Hyosung,2024,Q3,기타금융,-0.10773145131384934,-0.16787877141961283,0.0,-3.543180483346549,-0.042502933192337666,-0.005276949889101212,0.013089600806204749,0.6663176664721311,0.8722932868178792,-17.088870106485068,-0.10773145131384934,004800
0,Hyundai_Green_Food,2024,Q3,기타금융,0.03199666489730531,0.005190318830448404,-0.0,1.6794013178693412,0.029147838681844784,0.094421526820062,-0.00011505083318752108,0.0760069885797886,0.2655917429099769,1.784791081171345,0.03199666489730531,005440
0,Crown_Confectionery,2024,Q3,기타금융,0.11352249189861008,-0.168136255518198,0.0,-6.432489082727595,0.00046282003680131467,-0.014296401444082285,2.088338794722322e-05,-0.018160014326479068,-0.2600280734430602,-0.196384769287957,0.11352249189861008,005740
0,SK_Chemicals,2024,Q3,기타금융,-0.15237585192210457,0.4855725964224076,0.0,4.5573884241208615,-0.0014245585343759526,0.13852483399595428,-0.00012504880493182613,0.07018981102688793,0.16954673173173884,1.6154414544503783,-0.15237585192210457,006120
0,LS_Corp,2024,Q3,기타금융,0.2532388907229586,0.6599505404100614,-5.866562191653608,0.7030805849065527,-0.005982618939186057,0.195411003520775,0.012230726741892184,0.023010222992059903,0.4811455255491043,0.5520299890546756,0.2532388907229586,006260
0,Seoyon,2024,Q3,기타금융,-0.11478830559905012,-0.2202479808568909,0.0,6.21171963463879,3.505923955282597e-05,-0.04919197109948237,0.04044228805034189,-0.0931644106885916,-0.057687743917512524,9.97708907889463,-0.11478830559905012,007860
0,Daeduck_Electronics,2024,Q3,기타금융,0.01155062278740875,0.02105291815362409,-0.0,-0.22391107573660074,0.017394865784618796,0.0358695691612394,0.05833343256407397,0.03673133360454761,-0.11048855201210417,-0.15582933550311906,0.01155062278740875,008060
0,Hyundai_Heavy_Industries,2024,Q3,기타금융,0.31091865291939447,-0.06407610006808961,-0.0,-0.72867492269697,-0.02000007820722871,0.03656555533047812,-6.962929741654482e-05,-0.20561219238949713,0.06761723557931898,0.9383025113789255,0.31091865291939447,009540
0,OCI,2024,Q3,기타금융,-0.07834637685464912,-0.030571646540446196,0.955789576592218,0.2567304679699115,-0.0011104228814364792,0.03071776033602891,-8.17805733271577e-05,0.1028296631611948,0.03903000922270228,1.1848891796340428,-0.07834637685464912,010060
0,Hyundai_Development_Company,2024,Q3,기타금융,-0.005562348916298469,-0.05293257422075359,0.0,-1.8664545859615558,0.014883777619899341,-0.13005721862598096,4.99446147481294e-05,0.20337601452606358,0.08604865202532508,-0.65585819950622,-0.005562348916298469,012630
0,SK_Holdings,2024,Q3,기타금융,-0.13690724812931154,0.07513835327269691,437.5079365079365,0.049874012973983084,0.006009727154304589,-0.026272594697892115,0.08009318645401808,-0.0013387229566874659,-0.05545087609880084,0.2120439700493867,-0.13690724812931154,034730
0,Halla_Holdings,2024,Q3,기타금융,-0.016840544405020273,0.09530339033262925,-0.0,0.9457965288707891,0.0194801790289576,-0.06504434224780953,-9.181514815077481e-05,-0.07095390188938278,-0.21624048776747729,1.4485452786972028,-0.016840544405020273,060980
0,GS_Holdings,2024,Q3,기타금융,-0.05380153003130364,-0.00246849113479386,-0.0,-0.6329479768786128,-0.0020275508196048175,0.0023026494013111964,4.2080842061562734e-05,0.029210974814723123,0.03445109331783658,-0.5641228939544103,-0.05380153003130364,078930
