접수번호,법인구분,회사코드,회사명,변동일,최대주주명,보유 주식 수,보유 지분율,변동원인,비고,결제일시,연도,분기
20160330002670,Y,00124197,세아제강지주,-,-,-,-,-,-,2015-12-31,2015,Q4
20170331003936,Y,00124197,세아제강지주,-,-,-,-,-,-,2016-12-31,2016,Q4
20180402003334,Y,00124197,세아제강지주,2017년 09월 22일,이순형,"2,904,433",48.41%,-,"변경전 최대주주(이태성)의 지분 장내매도
(변경 전 : 이태성 → 변경 후 : 이순형(기존2대주주))",2017-12-31,2017,Q4
20190628000104,Y,00124197,세아제강지주,2017년 09월 22일,이순형,"2,501,266",60.39%,"변경전 최대주주(이태성)의 지분 장내매도
(변경 전 : 이태성 → 변경 후 : 이순형)",-,2018-12-31,2018,Q4
20200330002197,Y,00124197,세아제강지주,2017년 09월 22일,이순형,"2,589,987",62.54%,"변경전 최대주주(이태성)의 지분 장내매도
(변경 전 : 이태성 → 변경 후 : 이순형)",-,2019-12-31,2019,Q4
20210318000358,Y,00124197,세아제강지주,2017년 09월 22일,이순형,"2,664,110",64.32%,"변경전 최대주주(이태성)의 지분 장내매도
(변경 전 : 이태성 → 변경 후 : 이순형)",-,2020-12-31,2020,Q4
20220314001220,Y,00124197,세아제강지주,2017년 09월 22일,이순형,"2,687,249",64.88 %,"변경전 최대주주(이태성)의 지분 장내매도
(변경 전 : 이태성 → 변경 후 : 이순형)",-,2021-12-31,2021,Q4
20230315000645,Y,00124197,세아제강지주,-,-,-,-,-,-,2022-12-31,2022,Q4
20240318000595,Y,00124197,세아제강지주,-,-,-,-,-,-,2023-12-31,2023,Q4
20250317000708,Y,00124197,세아제강지주,-,-,-,-,-,-,2024-12-31,2024,Q4
