접수번호,법인구분,회사코드,회사명,변동일,최대주주명,보유 주식 수,보유 지분율,변동원인,비고,결제일시,연도,분기
20171019000325,Y,00111704,한화오션,-,-,-,-,-,-,2015-12-31,2015,Q4
20171019000329,Y,00111704,한화오션,-,-,-,-,-,-,2016-12-31,2016,Q4
20180523000409,Y,00111704,한화오션,-,-,-,-,-,-,2017-12-31,2017,Q4
20190329004102,Y,00111704,한화오션,-,-,-,-,-,-,2018-12-31,2018,Q4
20200330003583,Y,00111704,한화오션,-,-,-,-,-,-,2019-12-31,2019,Q4
20210317001184,Y,00111704,한화오션,-,-,-,-,-,-,2020-12-31,2020,Q4
20220314001167,Y,00111704,한화오션,-,-,-,-,-,-,2021-12-31,2021,Q4
20230313000849,Y,00111704,한화오션,-,-,-,-,-,-,2022-12-31,2022,Q4
20240328000773,Y,00111704,한화오션,2023년 05월 24일,"한화에어로
스페이스(주) 외 4인","104,438,643",48.16%,"제3자배정
유상증자 참여",-,2023-12-31,2023,Q4
20250314001630,Y,00111704,한화오션,2023년 05월 24일,"한화에어로
스페이스(주) 외 4인","104,438,643",48.16%,"제3자배정
유상증자 참여",-,2024-12-31,2024,Q4
