접수번호,법인구분,회사코드,회사명,변동일,최대주주명,보유 주식 수,보유 지분율,변동원인,비고,결제일시,연도,분기
20160330000555,Y,00146083,일동홀딩스,2013년 05월 29일,씨엠제이씨(주),"8,563,185",34.16%,-,최대주주 및 특수관계인,2015-12-31,2015,Q4
20170331003243,Y,00146083,일동홀딩스,2013년 05월 29일,씨엠제이씨(주),"8,563,185",34.16%,-,최대주주 및 특수관계인,2016-12-31,2016,Q4
20180402001967,Y,00146083,일동홀딩스,2013년 05월 29일,씨엠제이씨(주),"8,563,185",34.16%,-,최대주주 및 특수관계인,2017-12-31,2017,Q4
20190401003491,Y,00146083,일동홀딩스,-,-,-,-,-,-,2018-12-31,2018,Q4
20200330004764,Y,00146083,일동홀딩스,-,-,-,-,-,-,2019-12-31,2019,Q4
20210319000013,Y,00146083,일동홀딩스,-,-,-,-,-,-,2020-12-31,2020,Q4
20220317001050,Y,00146083,일동홀딩스,-,-,-,-,-,-,2021-12-31,2021,Q4
20230316001183,Y,00146083,일동홀딩스,-,-,-,-,-,-,2022-12-31,2022,Q4
20240314001097,Y,00146083,일동홀딩스,-,-,-,-,-,-,2023-12-31,2023,Q4
20250318001009,Y,00146083,일동홀딩스,-,-,-,-,-,-,2024-12-31,2024,Q4
