code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익
33780,KT&G,Food,2018,Q3,4731439095836.0,4293994065590.0,9029680083431.0,1666053335712.0,81779952785.0,1747833288497.0,954959485000.0,687683006462.0,7281846794934.0,663865225134.0,275320931872.0,289107545749.0,211140515134.0,211140515134.0,
