,code,name,sector,year,quarter,F_유동자산 변화율,F_비유동자산 변화율,F_자산총계 변화율,F_유동부채 변화율,F_비유동부채 변화율,F_부채총계 변화율,F_이익잉여금 변화율,F_자본총계 변화율,F_매출액 변화율,F_영업이익 변화율,F_법인세차감전 순이익 변화율,F_당기순이익 변화율,F_당기순이익(손실) 변화율,F_자본금 변화율,F_총포괄손익 변화율,M_소비자물가지수 변화율,M_환율 변화율,M_GDP 변화율,M_금리 변화율,M_수출액 변화율,M_실업률 변화율,M_국제유가 변화율,K_전체 주주 수 변화율,K_보유 주식 수 변화율,K_전체 주식 수 변화율,K_접수일자 변화율,K_특정 증권 등 소유 수 변화율,K_특정 증권 등 소유 증감 수 변화율,K_1인평균급여 변화율,K_기초 소유 주식 수 변화율,K_기초 소유주식 지분율 변화율,K_기말 소유주식 수 변화율,K_기말 소유주식 지분율 변화율,K_발행할 주식 총수 변화율,K_현재까지 발행한 주식 총수 변화율,K_현재까지 감소한 주식의 총수 변화율,K_주식 수 감소 변화율,K_이익 소각 변화율,K_상환주식의 상환 변화율,K_기타 변화율,K_발행주식의 총수 변화율,K_자기주식수 변화율,K_유통주식수 변화율,K_증자주식수 변화율,K_주식액면가액 변화율,K_발행금액 변화율,Relative Return,Label,Code
0,9540,Hyundai_Heavy_Industries,중공업,2024,Q3,0.06761723557931898,-0.02000007820722871,-0.004429123798919132,-0.2677627203512538,0.03656555533047812,-0.20561219238949713,-0.00039739250171177964,-0.0005746134870763253,-0.06407610006808961,-0.72867492269697,0.9400716797154202,0.9403056724226487,0.9403056724226487,-0.0,0.9383025113789255,0.2377021247854798,0.011538677997511404,-0.0009958598205548341,0.11983510689291532,0.0051857654838392,0.09523809523809512,0.05674568795778523,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.31091865291939447,0.31091865291939447,009540
1,9540,Hyundai_Heavy_Industries,중공업,2024,Q2,-0.23215455055714518,0.028585628597791235,-0.009373839458230337,-0.021468038123478417,0.041431927696905846,-0.007960583534209587,-0.006765231313940134,-0.009400955029616576,-0.018316737534410432,5.504277458036454,-7.986273568156797,-7.144350519567418,-7.144350519567418,-0.0,-10.24500422102585,0.110334699467731,-0.030762850791552276,0.0022763832415567675,-0.02546205269366908,-0.05808429975732232,3.3306690738754696e-16,-0.01979840167061564,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.06439525292483794,0.31091865291939447,009540
2,9540,Hyundai_Heavy_Industries,중공업,2024,Q1,-0.03484656090514071,0.007041631426913719,0.0011555580225812712,0.1135285498602604,0.0203491791087278,0.09504442762360965,0.012569675250712398,-0.0008367111944997951,-0.04997080331812431,1.1696424870923974,-0.5977885985642453,4.238779696186967,4.238779696186967,-0.0,0.833627971220421,0.11265192787422551,-0.006272868624748851,-0.013001130867663191,0.12136131985833976,-0.023680694141577696,0.011764705882352788,0.008599753155233536,-0.0,-0.0,-0.0,0.0,0.9029957203994294,0.597930524759793,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.030203734495875142,-0.06439525292483794,009540
3,9540,Hyundai_Heavy_Industries,중공업,2023,Q4,0.013459895959256896,-0.006446121475520261,-0.003600582130225183,-0.2809316578926562,0.007968749428295951,-0.210973784231816,0.0005822213671847765,3.3020788475779383e-05,-0.6338177580049535,0.05539257371888473,0.2615833473072151,1.0161642312632413,1.0161642312632413,-0.0,0.770860187716898,-0.10965773361610065,-0.0065457565880464585,-0.004550077278224318,-0.00757180156657955,-0.05902989272759007,-0.0625,0.03388722209400741,0.2405779996491172,-0.02666849807339311,-0.0,0.0,-3.524226031377548,-1.5947982724815741,-0.08707872928176785,-0.17741709469034417,-0.17732091230324443,-0.09095114338959842,-0.09120674686841124,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.01949954521318191,-0.030203734495875142,009540
4,9540,Hyundai_Heavy_Industries,중공업,2023,Q3,-0.002935395515934802,-0.027674842798745214,-0.02406386937083882,-0.19919384702206,0.04941497562298036,-0.1277713432966494,-0.015803688779565173,-0.022416459494093655,-0.07304580725177989,-1.6441175272707524,-0.6209145737865374,-31.959215423593065,-31.959215423593065,-0.0,-2.949278597662142,0.028955398190522508,0.0021566395604083466,-0.007533279773421997,-0.11207897793263655,-0.001535787938867772,-0.03896103896103886,-0.106533304958502,-0.0,-0.0,-0.0,0.0,0.00020330140674673647,0.00031829879120448545,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.4478876580646493,-0.01949954521318191,009540
5,9540,Hyundai_Heavy_Industries,중공업,2023,Q2,0.03222313014017886,-0.00413737488575916,0.00133917417795959,0.20217069645952068,-0.03890108945110393,0.1451854230173376,0.0007401333133137955,-0.0013375197903771063,-0.0568649130916552,1.8145930480298396,0.698792250579031,0.7621546250154649,0.7621546250154649,-0.0,-0.03841339582723746,0.3075171004307199,-0.031973087460080984,-0.005514657406169521,-0.0022310602386272915,-0.03581912791841346,0.04938271604938271,0.03519218134034163,-0.0,-0.0,-0.0,0.0,-0.03881934332358683,-0.03902202239341768,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.01705150384042449,0.4478876580646493,009540
6,9540,Hyundai_Heavy_Industries,중공업,2023,Q1,0.18439085555699442,-0.04640868505652773,-0.0036322547318090592,0.38199903315987294,-0.05993985503723698,0.3144297673602432,-0.0021118736831537976,-0.012372028274898472,-0.014835298929448015,1.2724308984561166,0.8284515645261324,0.8584808152712291,0.8584808152712291,-0.0,0.0684361137133821,0.11353477832962133,0.06294645789640896,-0.004395562960080701,0.12061758935426237,0.06497623491867566,0.05813953488372092,0.08337411073888668,-0.0,-0.0,-0.0,0.0,0.06901730803254602,0.06930721196099021,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.05634540535409159,-0.01705150384042449,009540
7,9540,Hyundai_Heavy_Industries,중공업,2022,Q4,-0.014992180472158445,-0.02198987767158589,-0.020685648055835948,-0.17994070307932652,0.49605553423757076,0.020870798152143655,-0.014546631314012792,-0.0218773991396799,-0.23041988229370003,-0.7123490384942468,-20.618854462441764,-9.648496937553638,-9.648496937553638,-0.0,0.08984524027600849,0.11456608043309557,-0.01431559495807777,0.004520310424048435,-0.11445954938682568,0.08414558489005308,-0.023809523809523725,0.12070563315019511,0.07014785922970823,-0.04510714055384479,-0.0,0.0,0.09073868739743363,0.0911836899084858,-0.25528816145363753,-0.4165627624992092,-0.4170839469808545,-0.5290069215770439,-0.5288820180604632,0.19999999999999996,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.14157663772587725,-0.05634540535409159,009540
8,9540,Hyundai_Heavy_Industries,중공업,2022,Q3,-0.01780091616721302,0.00526644232100415,0.001046766412879152,-0.01696335638887536,0.1887018035176905,0.054256010884516814,-0.0015206871131836497,-0.0005676185401279898,-0.1027747628925233,0.12733628506458783,0.8960404789947645,0.6131322787809677,0.6131322787809677,-0.0,-0.029429003479806815,-0.09093510066157107,-0.06411636151380273,-0.003895125891120621,-0.0359464250541639,-0.02779144307122383,0.023255813953488302,0.11299650647329962,-0.0,-0.0,-0.0,0.0,-0.029684889720197782,-0.02981238739151726,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.21939455204436575,-0.14157663772587725,009540
9,9540,Hyundai_Heavy_Industries,중공업,2022,Q2,-0.10473231253885706,0.01585060226922652,-0.004200129398762353,-0.035471423242526834,0.016600901179955718,-0.016826466356864245,-0.003485127552436129,-0.0038219418497640323,0.15613554629789494,2.2586787936591475,-0.02579800077981309,-0.007338499533037446,-0.007338499533037446,-0.0,-0.05949063717713088,-0.38636857995042173,-0.045732630383092276,-0.007975770342554478,-0.2746673361787626,-0.056550678111290775,0.033707865168539186,-0.13207484462760455,-0.0,-0.0,-0.0,0.0,-0.059965654321073814,-0.06020249500257946,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0181929768941321,0.21939455204436575,009540
