,name,year,quarter,sector,Relative Return,자본총계 변화율,소비자물가지수 변화율,전체 주식 수 변화율,특정 증권 등 소유 증감 수 변화율,이익잉여금 변화율,특정 증권 등 소유 수 변화율,영업이익 변화율,부채총계 변화율,주식 수 감소 변화율,Label,Code
32,Hyundai_Heavy_Industries,2016,Q3,중공업,-0.008108196487269941,-0.01216677870341254,0.1224419591674838,0.050486185287186514,0.051654634571358216,-0.014306277647091692,0.05147949378173189,0.17651813569297492,0.08032855680056172,0.04898669286151869,0.2507461652257678,009540
32,Samsung_Heavy Industries,2016,Q3,중공업,-0.16499856772324445,-0.02444451643638179,0.1224419591674838,0.050714000963342554,0.05019464583355604,-0.035464384360327283,0.05024293320678053,1.4651882138628143,0.09057814003450726,0.0,0.12288609609191824,010140
32,Hyundai_Mipo_Dockyard,2016,Q3,중공업,0.08224405908765664,-0.08876328126661726,0.1224419591674838,0.05060011543442222,0.05060011543442233,-0.026146615707874687,0.05060011543442233,0.2807769076220856,0.12019482146897342,0.0,0.02580081966411768,010620
32,Hanwha_Aerospace,2016,Q3,중공업,0.2103842641893466,-0.020154552732937203,0.1224419591674838,0.05085813796919392,0.048929045941159544,-0.025778140064302013,0.04894938522467562,0.25157450570313866,0.018809695990951836,-0.0,0.25615898298803164,012450
32,Hyundai_Elevator,2016,Q3,중공업,0.1052049228604208,0.05379753519874919,0.1224419591674838,0.050618411074260794,0.050618411074260905,0.48510432808355175,0.050618411074260905,-0.2726142781881915,0.006680141244411297,0.0,0.04401663530782707,017800
32,Doosan_Heavy_Industries,2016,Q3,중공업,-0.012553851292401871,0.008418290920834903,0.1224419591674838,0.05002897097814074,0.05002897097814074,-0.0032676736547874174,0.05002897097814074,0.2550105892043567,0.007024162038766879,0.05002897097814063,0.16545906540137073,034020
32,Daewoo_Shipbuilding_&_Marine_Engineering,2016,Q3,중공업,-0.16267992160471778,-0.08956354949246492,0.1224419591674838,0.053438999685646804,0.05521414245180012,-0.03619069308672618,0.04862095742508654,0.7264689991320938,0.10351017045648248,-0.0,0.024524467315127016,042660
32,Doosan_Infracore,2016,Q3,중공업,0.056971083351873716,-0.0006142231362473716,0.1224419591674838,0.0505557944333892,0.05055579443338931,0.02269143813014518,0.0505557944333892,1.2525019885224404,0.03723184629119558,0.0505557944333892,0.0859400722934023,042670
32,Hyundai_Rotem,2016,Q3,중공업,0.028826785294894266,0.01309216391259893,0.1224419591674838,0.05065810080328148,0.05065810080328159,0.03338674060545077,0.05065810080328159,0.9585069909898623,0.09299478863219102,-0.0,0.0964811036171672,064350
32,Doosan_Engine,2016,Q3,중공업,0.05256374622249532,0.3285334935979234,0.1224419591674838,0.05063313005799386,0.05063313005799386,0.79488083128639,0.05063313005799375,-0.5965917313138742,-0.007171655576469149,0.05063313005799375,0.09135372260592077,082740
32,HHI_Heavy_Industries,2016,Q3,중공업,0.1007896322294555,0.0895797503154131,0.1224419591674838,0.05061404179384432,0.05061404179384432,-1.2425043946836651,0.05061404179384432,1.0625067060885323,0.027521486445842624,0.05061404179384432,0.019496925186050715,097230
