,name,year,quarter,sector,Relative Return,자본총계 변화율,소비자물가지수 변화율,전체 주식 수 변화율,특정 증권 등 소유 증감 수 변화율,이익잉여금 변화율,특정 증권 등 소유 수 변화율,영업이익 변화율,부채총계 변화율,주식 수 감소 변화율,Label,Code
31,Hyundai_Heavy_Industries,2016,Q4,중공업,0.2507461652257678,0.0258889123028615,-0.9720054193181309,-0.10602603669785693,-0.13099958380097054,0.027361048621087458,-0.12725233757033894,0.1568910265527801,-0.045938784946182754,-0.07406693429772382,0.03366809260954343,009540
31,Samsung_Heavy Industries,2016,Q4,중공업,0.12288609609191824,-0.2055970750900551,-0.9720054193181309,-0.0886939091777883,-0.1001160570707631,0.031140143580390633,-0.09905460234169339,1.5360993576262798,0.030857584888819622,0.0,-0.02784326934145704,010140
31,Hyundai_Mipo_Dockyard,2016,Q4,중공업,0.02580081966411768,0.04829487613201888,-0.9720054193181309,-0.08855598603289772,-0.08855598603289772,0.10220713854894159,-0.08855598603289772,0.3196666559461526,-0.09727549960254644,0.0,-0.09989452510342807,010620
31,Hanwha_Aerospace,2016,Q4,중공업,0.25615898298803164,0.027371275902229097,-0.9720054193181309,-0.08872689557981639,-0.08822687002377783,0.01677121469148468,-0.08823213143689346,1.5438344967221047,-0.16358182077681183,-0.0,-0.3219575689558216,012450
31,Hyundai_Elevator,2016,Q4,중공업,0.04401663530782707,-0.21286591578013003,-0.9720054193181309,-0.08866017458275599,-0.08866017458275599,-3.4730052442963295,-0.08866017458275599,-0.13982344698181137,0.061746690545355754,0.0,-0.15780666127811552,017800
31,Doosan_Heavy_Industries,2016,Q4,중공업,0.16545906540137073,0.04975664814280489,-0.9720054193181309,-0.08760458119651982,-0.08760458119651982,0.14302437623355102,-0.08760458119651982,-0.5835876498818984,-0.03864238875039305,-0.38997436160366283,0.04233262557429783,034020
31,Daewoo_Shipbuilding_&_Marine_Engineering,2016,Q4,중공업,0.024524467315127016,1.1785057994171158,-0.9720054193181309,-0.08087584576799767,-0.07541921636408233,-0.38500435311906545,-0.09492417571614009,-10.24701321627597,0.12179683431465704,-42.015925,0.0,042660
31,Doosan_Infracore,2016,Q4,중공업,0.0859400722934023,0.13226170213055644,-0.9720054193181309,-0.08823326258132846,-0.08823326258132846,1.5157397969593922,-0.08823326258132846,4.844099640971059,0.06737145960432445,-0.08823326258132846,0.10662690052694292,042670
31,Hyundai_Rotem,2016,Q4,중공업,0.0964811036171672,-0.0059296856076827,-0.9720054193181309,-0.08860127576322685,-0.08860127576322663,-0.015438962263180978,-0.08860127576322663,-16.03404626832956,-0.058194785299451546,-0.0,-0.13764099374095135,064350
31,Doosan_Engine,2016,Q4,중공업,0.09135372260592077,0.00967273890345044,-0.9720054193181309,-0.08864912539859748,-0.08864912539859748,0.7634485395322239,-0.08864912539859726,0.7536107665439788,0.028860381068344765,-0.08864912539859748,-0.22611677282148204,082740
31,HHI_Heavy_Industries,2016,Q4,중공업,0.019496925186050715,0.19887258250730777,-0.9720054193181309,-0.08858636813762244,-0.08858636813762266,-2.2529688862189468,-0.08858636813762266,-1.6297921037573908,-0.0473783009443518,-0.08858636813762266,-0.21013729636098094,097230
