,name,year,quarter,sector,Relative Return,자본총계 변화율,소비자물가지수 변화율,전체 주식 수 변화율,특정 증권 등 소유 증감 수 변화율,이익잉여금 변화율,특정 증권 등 소유 수 변화율,영업이익 변화율,부채총계 변화율,주식 수 감소 변화율,Label,Code
15,Hyundai_Heavy_Industries,2020,Q4,중공업,-0.15433531226156325,0.03292630765971638,0.3780443147289393,-0.4470005411347535,-0.018946927179269935,0.024855373689161242,-0.018703227152190083,0.6470215160997186,-0.3101116786933784,-0.0,0.042207591920953635,009540
15,Samsung_Heavy Industries,2020,Q4,중공업,-0.2133420800322954,0.15915120766780888,0.3780443147289393,-0.08039260018927852,-0.024410010535051985,1.3831974608535176,-0.02363699273155606,-69.68661041230406,-0.001585646219355752,0.0,0.06387995296427457,010140
15,Hyundai_Mipo_Dockyard,2020,Q4,중공업,-0.1501841852954533,0.011917799637408799,0.3780443147289393,-0.4137962306095917,-0.015355848429207342,0.04439021564193946,-0.015355848429207342,4.816427859737656,-0.04032861640825258,0.0,0.3348461953111881,010620
15,Hanwha_Aerospace,2020,Q4,중공업,-0.06470584226163299,-0.017391306481808977,0.3780443147289393,-0.4049345401070441,-0.014828336981281609,-0.019333717757846758,-0.014835051207902294,6.725578716452479,0.002992639014246179,-0.0,-0.14609086957167877,012450
15,Hyundai_Elevator,2020,Q4,중공업,-0.2100510789651639,-0.01941067705757149,0.3780443147289393,-0.4282991077325844,-0.015373040288590323,0.01828498866400996,-0.015373040288590323,-0.2249335855327501,-0.008476310962886258,0.0,-0.2671686680279764,017800
15,Doosan_Heavy_Industries,2020,Q4,중공업,1.63028430695133,-0.3642322174860946,0.3780443147289393,-0.014876614778704278,-0.014876614778704278,-0.5584287126207501,-0.014876614778704056,-8.76518480383775,0.12062131891273364,-0.0,-0.16854793770823312,034020
15,Daewoo_Shipbuilding_&_Marine_Engineering,2020,Q4,중공업,-0.18979898546388668,0.03220020084621822,0.3780443147289393,0.06517455296538666,-0.016137368371818006,0.17603220657068086,-0.014909820111820515,7.961921181766261,0.004895654694737073,-0.0,-0.10833576162115977,042660
15,Doosan_Infracore,2020,Q4,중공업,0.1339383379079097,0.020019334491156893,0.3780443147289393,-0.5079002866805418,-0.015415412831306874,0.3047475907927446,-0.015415412831306874,1.351711138508752,-0.061239704264770545,-0.015415412831306874,-0.3620280073932385,042670
15,Hyundai_Rotem,2020,Q4,중공업,-0.06400907008808003,0.035827189841924456,0.3780443147289393,-0.01542501047426903,-0.01542501047426903,-0.35747699790544796,-0.01542501047426903,1.9312304013723998,-0.08454703325591595,-0.0,-0.1616522044099514,064350
15,Doosan_Engine,2020,Q4,중공업,-0.11369932356193052,-0.008627420259814444,0.3780443147289393,0.18227769072011424,-0.01536669176908112,0.04985239697227606,-0.015366691769080898,-0.695528170419569,0.0804128847577753,-0.0,0.4527181742850268,082740
15,HHI_Heavy_Industries,2020,Q4,중공업,0.3468212148027303,0.08648015258687791,0.3780443147289393,-0.4274691021095529,-0.01535764427297015,-0.024762346199224572,-0.015357644272970372,1.2343964527673366,-0.03153776770918548,-0.0,-0.37099505846834036,097230
