,name,year,quarter,sector,Relative Return,자본총계 변화율,소비자물가지수 변화율,전체 주식 수 변화율,특정 증권 등 소유 증감 수 변화율,이익잉여금 변화율,특정 증권 등 소유 수 변화율,영업이익 변화율,부채총계 변화율,주식 수 감소 변화율,Label,Code
30,Hyundai_Heavy_Industries,2017,Q1,중공업,0.03366809260954343,0.5154649014764064,-0.5158067335463936,-0.05879329537868938,-0.06696605054804827,-0.017114385973987067,-0.06576283150977869,0.1793833481594811,-0.43778858851336766,-0.04778008516010024,0.048348115435518715,009540
30,Samsung_Heavy Industries,2017,Q1,중공업,-0.02784326934145704,-0.006098335923743425,-0.5158067335463936,-0.05760008868589872,-0.08654532689594574,-0.010850807312644983,-0.0838808169283285,1.3082841365270643,0.16972791260803188,0.0,0.12928873288301812,010140
30,Hyundai_Mipo_Dockyard,2017,Q1,중공업,-0.09989452510342807,-0.05387685727768132,-0.5158067335463936,-0.05727838845227562,-0.05727838845227562,-0.02125188087975416,-0.05727838845227562,-0.4930590931502674,0.1536711370713406,0.0,0.22885425300951118,010620
30,Hanwha_Aerospace,2017,Q1,중공업,-0.3219575689558216,0.014541699368837091,-0.5158067335463936,-0.057461440774271955,-0.05732760870997278,-0.019982425786235325,-0.05732901756979869,1.625825067856864,-0.07587270762126663,-0.0,-0.007659279565520885,012450
30,Hyundai_Elevator,2017,Q1,중공업,-0.15780666127811552,-0.008844541253542282,-0.5158067335463936,-0.05746360592969135,-0.05746360592969135,-0.10164630212053449,-0.057463605929691575,0.3490294227676447,0.11221483011261868,0.0,0.01927319862401848,017800
30,Doosan_Heavy_Industries,2017,Q1,중공업,0.04233262557429783,0.02002474627090689,-0.5158067335463936,-0.05660457648163719,-0.05660457648163719,0.02263535409759343,-0.05660457648163719,-0.03202988926158956,0.00896074570088179,-0.0,-0.20287043314726996,034020
30,Daewoo_Shipbuilding_&_Marine_Engineering,2017,Q1,중공업,0.0,-0.899660833476905,-0.5158067335463936,-0.05067402363345397,-0.045890154826186746,0.7020742277812018,-0.06264411459551078,1.195591645929027,0.11157745762419369,-0.0,0.0,042660
30,Doosan_Infracore,2017,Q1,중공업,0.10662690052694292,-0.02970172859612563,-0.5158067335463936,-0.0574967933294086,-0.0574967933294086,1.5893170905129557,-0.0574967933294086,-0.2960315807442755,-0.07512551999880124,-0.0574967933294086,-0.011012094500833708,042670
30,Hyundai_Rotem,2017,Q1,중공업,-0.13764099374095135,-0.005626918192550567,-0.5158067335463936,-0.05723680197201397,-0.057236801972014195,-0.014513455999920044,-0.057236801972014195,-0.10700471525072897,0.1437291396252347,-0.0,0.06301088641201717,064350
30,Doosan_Engine,2017,Q1,중공업,-0.22611677282148204,-0.01793870011701504,-0.5158067335463936,-0.05747906082429832,-0.05747906082429832,-0.20810935365675376,-0.057479060824298545,-3.499959159434513,0.017338256511825856,-0.057479060824298545,-0.026087550350696494,082740
30,HHI_Heavy_Industries,2017,Q1,중공업,-0.21013729636098094,0.1431211635237516,-0.5158067335463936,-0.05738592920725738,-0.05738592920725738,-0.17303902690602158,-0.05738592920725716,0.9955033362344067,0.020675009138629075,-0.0573859292072576,0.08173123951507737,097230
