,name,year,quarter,sector,Relative Return,자본총계 변화율,소비자물가지수 변화율,전체 주식 수 변화율,특정 증권 등 소유 증감 수 변화율,이익잉여금 변화율,특정 증권 등 소유 수 변화율,영업이익 변화율,부채총계 변화율,주식 수 감소 변화율,Label,Code
2,Hyundai_Heavy_Industries,2024,Q1,중공업,-0.030203734495875142,-0.0008367111944997951,0.11265192787422551,-0.0,0.597930524759793,0.012569675250712398,0.9029957203994294,1.1696424870923974,0.09504442762360965,-0.0,-0.06439525292483794,009540
2,Samsung_Heavy Industries,2024,Q1,중공업,-0.10966802021016085,-0.054192600176639516,0.11265192787422551,-0.0,-7.85809906291834,-0.02915731946049349,-11.280701754385966,0.03710356474004528,-0.021068355928944626,0.0,0.05345420944075346,010140
2,Hyundai_Mipo_Dockyard,2024,Q1,중공업,-0.07807628266459585,-0.0009882901482525241,0.11265192787422551,-0.0,-2.04,-0.0013911207121737323,-2.04,0.7890701444075392,0.06052072245418916,0.0,-0.3211090894028254,010620
2,Hanwha_Aerospace,2024,Q1,중공업,0.0840092245440469,0.02311899414044094,0.11265192787422551,-0.0,0.4805401111993646,0.019699093600085482,0.5417800233190828,0.9927971638116223,-0.03851818832904885,-0.0,0.5888810257026449,012450
2,Hyundai_Elevator,2024,Q1,중공업,-0.10513800888513254,0.09398674788531036,0.11265192787422551,-0.0,0.9234257650011336,0.20781573629289374,-0.14424850463813144,-0.15243814129847189,-0.14152196935217298,0.0,-0.12022291732393092,017800
2,Doosan_Heavy_Industries,2024,Q1,중공업,-0.13659580478788425,-0.010052286265138655,0.11265192787422551,-0.0,-0.2740030464204559,8.39729507889501,-0.7926451540237653,0.6904866379888601,-0.01976386264409924,-0.0,0.031956948333023684,034020
2,Daewoo_Shipbuilding_&_Marine_Engineering,2024,Q1,중공업,-0.29737028558232914,-0.010014709971771119,0.11265192787422551,-0.0,-0.0,0.8885749855916554,-0.0,1.6983468938911805,-0.09418096370958962,-0.0,0.04635358736674588,042660
2,Doosan_Infracore,2024,Q1,중공업,-0.34290692483716745,-0.057915877399692395,0.11265192787422551,-0.0,1.4538651413678823,-0.10988748877876242,0.9982066770562913,-13.586600308045796,0.0013958374658489259,-0.0,-0.014161550587814577,042670
2,Hyundai_Rotem,2024,Q1,중공업,-0.1441507788308505,-0.026769084806766097,0.11265192787422551,-0.0,-9.907692307692308,-0.14718065056531549,-9.907692307692308,0.2416833943123483,0.06575301958334823,-0.0,0.3195153616003017,064350
2,Doosan_Engine,2024,Q1,중공업,0.0028319797898391508,-0.46695631862521747,0.11265192787422551,-0.0,-0.03241037914916367,0.09831187806722841,-0.47651255739808107,-199.80925409898668,-0.009477121474384287,-0.0,-0.06412724622467045,082740
2,HHI_Heavy_Industries,2024,Q1,중공업,0.11118245989957852,-0.04086594085100281,0.11265192787422551,-0.0,-0.0,0.009107739520087366,-0.0,0.34419069669543256,0.020233801638859683,-0.0,-0.2856728371292514,097230
