,0
F_자본총계 변화율,0.08731763786358568
M_소비자물가지수 변화율,0.0680057808214595
K_전체 주식 수 변화율,0.04903290366469187
K_특정 증권 등 소유 증감 수 변화율,0.04792946641031696
F_이익잉여금 변화율,0.04382427867300272
K_특정 증권 등 소유 수 변화율,0.042716761203371846
F_영업이익 변화율,0.04163412388020307
F_부채총계 변화율,0.04082139017762204
K_주식 수 감소 변화율,0.03844598461815553
