,name,year,quarter,sector,Relative Return,자본총계 변화율,소비자물가지수 변화율,전체 주식 수 변화율,특정 증권 등 소유 증감 수 변화율,이익잉여금 변화율,특정 증권 등 소유 수 변화율,영업이익 변화율,부채총계 변화율,주식 수 감소 변화율,Label,Code
14,Hyundai_Heavy_Industries,2021,Q1,중공업,0.042207591920953635,-0.0026460640652365974,-2.0127382750040668,-0.0,-0.07917413154437636,0.0006079874917795935,-0.0787231966378612,1.4127748997223415,-0.019099626808766423,-0.0,0.15919939701569874,009540
14,Samsung_Heavy Industries,2021,Q1,중공업,0.06387995296427457,0.1066081750304898,-2.0127382750040668,-0.0,-0.09101228359445335,-3.645024726220785,-0.08939184323319815,-0.8158793579521804,0.051873526989263175,0.0,0.03036420012169412,010140
14,Hyundai_Mipo_Dockyard,2021,Q1,중공업,0.3348461953111881,-0.011278373949034748,-2.0127382750040668,-0.0,-0.07222243402732742,-0.01484695222117427,-0.07222243402732764,1.2759731587031946,0.03629134523557398,0.0,0.326728442639046,010620
14,Hanwha_Aerospace,2021,Q1,중공업,-0.14609086957167877,-0.03843617101419361,-2.0127382750040668,-0.0,-0.07275334936268951,-0.05572026705194788,-0.07274782007131453,1.9387776376590944,-0.09834078221630649,-0.0,0.3497155920776204,012450
14,Hyundai_Elevator,2021,Q1,중공업,-0.2671686680279764,0.01194001390924182,-2.0127382750040668,-0.0,-0.07230277093731341,0.05342071549456273,-0.07230277093731341,0.36723528967449437,-0.06318698700621783,0.0,0.08373866698450379,017800
14,Doosan_Heavy_Industries,2021,Q1,중공업,-0.16854793770823312,-0.03162883599248523,-2.0127382750040668,-0.07206066881524276,-0.07206066881524276,1.1160859857687895,-0.07206066881524298,1.2466719999452502,-0.0667175440648029,-0.0,-0.10960598539640581,034020
14,Daewoo_Shipbuilding_&_Marine_Engineering,2021,Q1,중공업,-0.10833576162115977,0.06054029009108708,-2.0127382750040668,-0.0,-0.06884415087722728,0.3824000341489494,-0.07366716338098822,0.0937928549253636,0.01190254269743829,-0.0,-0.02891598604293734,042660
14,Doosan_Infracore,2021,Q1,중공업,-0.3620280073932385,-0.04141894722693329,-2.0127382750040668,-0.0,-0.07231170174060408,-0.3127344068884308,-0.07231170174060408,15.26788165229721,-0.08223205426631464,-0.07231170174060408,0.3626178716738104,042670
14,Hyundai_Rotem,2021,Q1,중공업,-0.1616522044099514,-0.014278783007643625,-2.0127382750040668,-0.07226448782115913,-0.07226448782115913,0.1014981334314875,-0.07226448782115913,1.8547738466185175,-0.04241273651476707,-0.0,0.09397291435802342,064350
14,Doosan_Engine,2021,Q1,중공업,0.4527181742850268,-0.10616166878540967,-2.0127382750040668,-0.0,-0.0723139835547233,-0.20173632035092837,-0.0723139835547233,3.842828465565262,0.004881359561915932,-0.0,0.025513450207623162,082740
14,HHI_Heavy_Industries,2021,Q1,중공업,-0.37099505846834036,0.1279453713586628,-2.0127382750040668,-0.0,-0.07227463828707448,-0.03384340077122783,-0.07227463828707426,-1.4173228346456694,-0.015605442693798377,-0.0,-0.06422896330694149,097230
