,name,sector,year,quarter,비유동자산변화율,유동자산변화율,비유동부채변화율,부채총계변화율,영업이익변화율,Relative Return,전체 주식 수변화율,전체 주주 수변화율,1인평균급여변화율,주주 수변화율,Label,Code
12,Hankook_Tire_Worldwide,Automotive_&_Parts,2021,Q3,0.007497527513126601,-0.05013983684102752,-0.03697285723286203,0.0219399925043674,-0.018463786548466254,0.03583595600402332,0.00028725153289876904,0.0007999719609513845,0.00045564274679854577,-0.0003917311208083696,-0.1327754031337094,000240
13,Kia_Corp,Automotive_&_Parts,2021,Q3,-0.00542031561485512,0.07507985477470569,-0.02419915513577764,0.06916369151467194,0.5870921424398033,0.01937099681460592,0.036767849724383406,0.04802175876913706,0.02928824748320491,0.06035097398644074,-0.0048076715825511734,000270
12,Nexen_Tire,Automotive_&_Parts,2021,Q3,0.0011451644619034917,-0.015070838265641928,-0.009978238154288555,-0.01652008119110482,3.921294513114895,0.3460175484299119,0.010142530613193146,-0.003979850863245815,-0.0017323995417919402,-0.01022595940819615,-0.17760929346523002,002350
12,Korean_Air,Automotive_&_Parts,2021,Q3,0.01445696632066984,-0.012868846077018103,0.05556790196250727,0.00926185279469105,-1.2274086087857614,0.1056888971804939,-0.0014576028476549485,1.4202267088037068e-05,0.008504110002519716,-0.010154929754466302,0.14564624321246528,003490
12,SsangYong_Motor,Automotive_&_Parts,2021,Q3,0.020043528861781956,0.10545716663562166,-0.004543396608551964,0.008758320514614337,0.3396259155620748,0.0,-0.0009249133226620909,0.011364775531174542,0.1576706417903645,0.008816815580938386,0.0,003620
12,SEBANG_Global_Battery,Automotive_&_Parts,2021,Q3,-0.020613914889676233,0.00809392697358402,0.017708649042048608,0.0482637325083628,0.3799464371313851,0.18326945169529346,-0.008675244183682818,-0.012484401408519474,0.0016718882994529727,-0.026352001511891432,-0.033936895204292356,004490
12,Hyundai_Motor,Automotive_&_Parts,2021,Q3,-0.00448511118368744,0.09433989858096514,0.013870111142487374,0.06900952190532039,1.7529748425083378,0.033768462339890996,0.04006444741771742,0.04475146461815982,0.024139431506009834,0.049251778898776744,-0.07552776098040685,005380
12,Dong-A_Tire,Automotive_&_Parts,2021,Q3,-0.4995485257144807,-0.8191410567750002,0.17305126990085573,0.36133314709656095,0.6008284379239308,0.2886411243141219,-0.41551898976053914,-0.3467656274956148,-0.39847852309001097,-0.3990624391783595,0.20426077938630563,007340
12,Seoyon,Automotive_&_Parts,2021,Q3,0.0013309039021529578,-0.04364784373015129,-0.07332799459646289,-0.0776539719930387,-0.09150872709266089,-0.240182143543488,-0.0005264572968592951,-0.000526726267519706,-0.0007404378244613152,-0.0006602694024528954,-0.24928223986215275,007860
12,Seohung,Automotive_&_Parts,2021,Q3,-0.05277548967700807,0.0087395353492149,-6.599799564093941,-0.036531627796253074,0.49538051454374443,0.02557337143803317,-0.07437229538169432,-0.12150214484454791,-0.07280574531272932,-0.07733894217018844,0.024303612640958573,008490
12,Motonic,Automotive_&_Parts,2021,Q3,0.009808574377639045,-0.0025520924323332306,-0.035752392670122646,0.11149683933871302,0.44436945328207056,-0.11009164580593145,-0.004461787139903084,-0.004192349898928915,-0.004101012337352605,-0.014000454851215371,-0.02065956150967102,009680
12,Hwashin,Automotive_&_Parts,2021,Q3,-0.03917146152349571,0.03412574063799445,0.006729522619451922,0.040626892407451765,-3.715954569498905,0.996530325494939,0.031054229651258702,0.05216129387020496,0.0032215652822201735,0.05495084486536417,-0.056390741674421055,010690
13,Hyundai_Mobis,Automotive_&_Parts,2021,Q3,-0.018455104524653043,0.0687983749509361,-0.2794211805842328,0.1040245769383853,0.31191295847677336,-0.06256882963904747,0.021558943604394143,0.017190756062399504,0.012988524025360992,0.048631581105132216,-0.043189964150680035,012330
12,Hanon_Systems,Automotive_&_Parts,2021,Q3,-0.002077590498401838,-0.26601087815814384,-0.21470981442457804,-0.11610099121915529,0.06130502475434263,-0.12781833252703156,0.02091360226608674,0.020913602266087072,-0.06600311455829955,0.02091360226608663,0.0286688998768587,018880
12,Hansum,Automotive_&_Parts,2021,Q3,-0.017556301434228594,-0.09386484662659456,0.03861223033320682,-0.2236552015566089,-0.4858511263240368,0.005482435285391031,-0.05294859509184935,-0.04226488830798503,-0.043191231038403055,-0.0684713888993127,0.01113146039932239,020000
12,Kumho_Tire,Automotive_&_Parts,2021,Q3,0.05061642129691757,-0.028203817344940152,-0.020505056157400503,-0.0481856242332932,8.567158440171937,1.0777467442236937,-0.05152018782803247,-0.06168798189458147,-0.01797711968990523,-0.06366339056361103,-0.22706976550787222,073240
12,Hyundai_Glovis,Automotive_&_Parts,2021,Q3,-0.001497797928111666,-0.05663706374207167,-0.04200218909702169,-0.03192557424716447,-0.14390376816771866,0.05930137543529849,-0.032350650146604876,-0.029020182732050648,-0.03441747629814085,-0.04189865019314243,-0.1136216000698717,086280
12,Hankook_Tire_&_Technology,Automotive_&_Parts,2021,Q3,-0.015223889886765152,-0.008789061952009902,-0.014859547733409029,-0.02712990052414499,2.4832483509379166,-0.0037177965314736452,-0.012959940319447583,-0.013746036001692996,-0.011471030646311497,-0.012238371079256627,-0.07916009951840576,161390
