,name,sector,year,quarter,비유동자산변화율,영업이익변화율,부채총계변화율,Code
7,Hankook_Tire_Worldwide,Automotive_&_Parts,2022,Q4,-0.013082083978471548,-0.04619291760477551,-0.06777443441620057,000240
8,Kia_Corp,Automotive_&_Parts,2022,Q4,0.005708178307498146,-2.612442916594943,-0.026825938756966705,000270
7,Nexen_Tire,Automotive_&_Parts,2022,Q4,-0.009461285174700684,3.3224043843119992,0.09126148755191332,002350
7,Korean_Air,Automotive_&_Parts,2022,Q4,3.9052529397953784e-05,0.3802929313759852,0.06112208962125154,003490
7,SsangYong_Motor,Automotive_&_Parts,2022,Q4,0.014074617707586778,1.0716050218778526,0.3222151183379175,003620
7,SEBANG_Global_Battery,Automotive_&_Parts,2022,Q4,-0.037833575002747644,0.10213060675082464,0.08290263792037078,004490
7,Hyundai_Motor,Automotive_&_Parts,2022,Q4,-0.021052152375026445,-3.867935804852525,0.04069153510914125,005380
7,Dong-A_Tire,Automotive_&_Parts,2022,Q4,0.05031302716826769,0.35890868900608386,0.001085059875718497,007340
7,Seoyon,Automotive_&_Parts,2022,Q4,-0.014952339271242066,2.3770700603262553,0.1556336711429127,007860
7,Seohung,Automotive_&_Parts,2022,Q4,0.012318158039712035,0.8270457347971575,0.037346418674103155,008490
7,Motonic,Automotive_&_Parts,2022,Q4,-0.09914692597140728,-0.33429705028337,-0.17194767759271845,009680
7,Hwashin,Automotive_&_Parts,2022,Q4,0.06706094079627023,-0.29065519330380374,-0.011212305776139964,010690
8,Hyundai_Mobis,Automotive_&_Parts,2022,Q4,-0.027509192849478392,-0.10711966642159898,-0.038371980943483264,012330
7,Hanon_Systems,Automotive_&_Parts,2022,Q4,0.00505408151558373,1.226871035029021,-0.14308987572043863,018880
7,Hansum,Automotive_&_Parts,2022,Q4,0.025170810281958,-0.4815531995968456,0.25456476761392666,020000
7,Kumho_Tire,Automotive_&_Parts,2022,Q4,0.051426875582776255,2.7049749732214856,0.08156254252107731,073240
7,Hyundai_Glovis,Automotive_&_Parts,2022,Q4,-0.03979673317428034,0.058047070089808805,0.13638655175489478,086280
7,Hankook_Tire_&_Technology,Automotive_&_Parts,2022,Q4,-0.002279867487735343,22.38009416609441,0.16392552166990182,161390
