,name,sector,year,quarter,비유동자산변화율,영업이익변화율,부채총계변화율,Code
30,Hankook_Tire_Worldwide,Automotive_&_Parts,2017,Q1,-0.01654309829526479,-4.700680762431276,-0.3216439066179373,000240
31,Kia_Corp,Automotive_&_Parts,2017,Q1,-0.008087340679928667,0.06503168811215676,-0.06254437857630024,000270
30,Nexen_Tire,Automotive_&_Parts,2017,Q1,-0.01815943589850577,0.10426618786082475,0.004590475383350556,002350
30,Korean_Air,Automotive_&_Parts,2017,Q1,0.007873135593345126,-0.05502079026255191,0.047125996911863366,003490
30,SsangYong_Motor,Automotive_&_Parts,2017,Q1,0.0015256598867766646,2.589092132849758,0.02501793916341344,003620
30,SEBANG_Global_Battery,Automotive_&_Parts,2017,Q1,0.020025695471652005,0.35719377532878493,-0.02573225190536932,004490
30,Hyundai_Motor,Automotive_&_Parts,2017,Q1,-0.0036498184703983583,1.0761233339482117,0.02839710065669332,005380
30,Dong-A_Tire,Automotive_&_Parts,2017,Q1,-0.026587188328510036,0.30759032559330746,0.117067462586942,007340
30,Seoyon,Automotive_&_Parts,2017,Q1,0.0005790248642958407,31.988002324847496,-0.11270899039250537,007860
30,Seohung,Automotive_&_Parts,2017,Q1,-0.0039515883114511485,0.025759945720063127,0.01138102642209815,008490
30,Motonic,Automotive_&_Parts,2017,Q1,0.020946537049044478,3.0364333022810372,-0.16054079264488608,009680
30,Hwashin,Automotive_&_Parts,2017,Q1,0.14327812325318223,1.647080172196988,0.11413968931406915,010690
31,Hyundai_Mobis,Automotive_&_Parts,2017,Q1,0.001033980395141798,0.3010488662081342,-0.09660153209671263,012330
30,Hanon_Systems,Automotive_&_Parts,2017,Q1,-0.01490340440490523,-1.6851863086248735,-0.22178680060669498,018880
30,Hansum,Automotive_&_Parts,2017,Q1,-0.5315257777231375,0.005111531649816259,-1.309092949874751,020000
30,Kumho_Tire,Automotive_&_Parts,2017,Q1,-0.01373192555819025,1.3330548846763706,0.025266559359802487,073240
30,Hyundai_Glovis,Automotive_&_Parts,2017,Q1,0.010488074216939425,-0.03626019869635977,-0.024681564616419793,086280
30,Hankook_Tire_&_Technology,Automotive_&_Parts,2017,Q1,-0.016427130624278252,-0.026841682774860542,-0.0195681722445753,161390
