,0
F_비유동자산 변화율,0.06297084976366084
F_총포괄손익 변화율,0.06201065482047389
K_특정 증권 등 소유 수 변화율,0.059829334349648475
F_자본총계 변화율,0.05901111924596757
K_특정 증권 등 소유 증감 수 변화율,0.05890042760193722
F_영업이익 변화율,0.05667864323078862
K_전체 주주 수 변화율,0.052033879291331686
F_영업비용 변화율,0.04497919126386191
F_매출액 변화율,0.04238923586998616
