,name,year,quarter,sector,Relative Return,비유동자산 변화율,총포괄손익 변화율,특정 증권 등 소유 수 변화율,자본총계 변화율,특정 증권 등 소유 증감 수 변화율,영업이익 변화율,전체 주주 수 변화율,영업비용 변화율,매출액 변화율,Label,Code
31,CJ_Logistics,2016,Q4,산업재,-0.04882562696519983,-0.04778620575071346,-0.08853993124731252,-0.08853993124731252,-0.0010472170772388711,-0.08853993124731252,0.3405612344138046,-0.0885399312473123,1.2219642812437556e-09,-0.06719499112871485,-0.1654781098958245,000120
31,Doosan_Corp,2016,Q4,산업재,0.027905374941138525,-0.01021006899967003,-0.08853834033129782,-0.08853834033129782,0.010305492112375303,-0.08853834033129804,1.9799248892216341,-0.08853834033129782,3.7106218319736096e-08,-0.26212350918884164,0.037678123486261546,000150
31,LG_International,2016,Q4,산업재,-0.12419237701924721,-0.05591677676572937,-0.08865128853112547,-0.08865128853112547,0.005564087517109351,-0.08865128853112547,1.1406051057217286,-0.08865128853112547,-6.985862242184324e-10,-0.02117338191871343,-0.1674045967570508,001120
31,Korean_Air,2016,Q4,산업재,0.29837688437397974,0.01601375042105435,-0.09132723495831674,-0.09804864122821333,0.2636558070937117,0.1213226116810735,0.6087167976958334,-0.10511577570401553,3.736711976473709e-09,0.0617297528880405,-0.21820009337967872,003490
32,S&T_Heavy_Industries,2016,Q4,산업재,-0.1012140487459697,0.02336231384204157,-0.08865581644859066,0.0,0.012904382014275795,0.0,2.645402344194026,-0.08865581644859066,-2.6768655547808056e-09,-0.6255621998497503,0.004607068274552522,003570
31,LS_Corp,2016,Q4,산업재,-0.008140455672376617,-0.00018454836215653359,-0.08850600795946528,-0.08850600795946528,0.20572560328331246,-0.08850600795946506,0.8413676088593,-0.08850600795946528,-0.08850600795946528,0.7548691345272067,0.013484250877443949,006260
31,LS_Electric,2016,Q4,산업재,-0.16787045126275685,-0.007988187004816849,-0.0886346610040829,-0.0886346610040829,-0.010644039889524226,-0.0886346610040829,0.3624617260006844,-0.08863466100408313,7.389785687393081e-11,-1.1382251885533576,-0.05210591949619969,010120
31,Korea_Electric_Terminal,2016,Q4,산업재,-0.1753047072318805,-0.02225310364610933,-0.08866304335299557,-0.08866304335299557,-0.03203586390098301,-0.08866304335299557,-0.12064591394033441,-0.08866304335299557,-1.0813643427494673e-09,-0.194083505009764,0.026831461907974884,025540
31,Daewoo_International,2016,Q4,산업재,-0.07115120836054867,0.008323902913759618,-0.08911119732680772,-0.08911119732680772,0.013245842413365017,-0.08911119732680772,0.14778650781842317,-0.08911119732680772,4.436787281645703e-09,-0.28732929055797274,0.08241064137092471,047050
31,Korea_Aerospace_Industries,2016,Q4,산업재,-0.011641671575807519,0.0054195244294525935,-0.08851226840742599,-0.08851226840742621,-0.09217554944224426,-0.08851226840742621,0.47289985862644435,-0.08851226840742621,-1.354440564970377e-09,0.21029141670742546,-0.12496335724132533,047810
31,KEPCO_KPS,2016,Q4,산업재,-0.1700536473849389,-0.05077247284535913,-0.08865277538071803,-0.08865277538071803,-0.015740647342912917,-0.08865277538071803,0.9978935688223789,-0.08865277538071803,5.644266646498187e-10,-0.3399369733458115,-0.06095448580444342,051600
31,Hyundai_Glovis,2016,Q4,산업재,0.001177549209221078,0.007800611247870903,-0.08821586789601654,-0.08821586789601654,0.00991679771359777,-0.08821586789601654,-0.05136020785862527,-0.08821586789601654,7.892842077772701e-10,-0.029457072923232186,-0.1459610884262935,086280
