,name,year,quarter,sector,Relative Return,비유동자산 변화율,총포괄손익 변화율,특정 증권 등 소유 수 변화율,자본총계 변화율,특정 증권 등 소유 증감 수 변화율,영업이익 변화율,전체 주주 수 변화율,영업비용 변화율,매출액 변화율,Label,Code
24,CJ_Logistics,2018,Q3,산업재,0.2633830041647351,-0.07200074222122677,-0.048617872094758985,-0.04861787209475921,0.005114451968693978,-0.04861787209475921,0.3418961138365897,-0.04861787209475921,8.83678199022649e-09,-0.005236459958047002,-0.05853917999785394,000120
24,Doosan_Corp,2018,Q3,산업재,0.03152433882393654,-0.0062391754067658844,-0.048573115120402965,-0.04857311512040274,0.0018587691539526663,-0.04857311512040274,0.2819633680692615,-0.04857311512040274,1.1846738926614176e-10,-0.04857311512040274,0.30786219039743284,000150
24,LG_International,2018,Q3,산업재,-0.05846947428784727,-0.028415872805860998,-0.04860332358764774,-0.04860332358764774,0.008188866955211704,-0.04860332358764796,1.039242608435361,-0.04860332358764796,-7.04217369375184e-10,-0.14063880098115744,-0.09124490257332156,001120
24,Korean_Air,2018,Q3,산업재,-0.12477548947335937,-0.0007791309762670284,-0.051181549821085914,-0.05503414801564266,-0.0805304333471526,0.15248846665529492,-3.7658741813694085,-0.05898398013873929,3.226517510352148e-09,-0.1313875892856171,-0.008201790789396366,003490
25,S&T_Heavy_Industries,2018,Q3,산업재,-0.06809618030464674,0.0077788609803605135,-0.04861960107940133,0.0,0.0021343426537644428,0.0,-0.8881719355913413,-0.04861960107940133,1.1630820528064721e-09,0.1349036038166156,-0.03662197930109161,003570
24,LS_Corp,2018,Q3,산업재,0.03983252456327581,-0.0006836637938372192,-0.04857446333992965,-0.04857446333992943,0.0005982512411460972,-0.04857446333992965,1.3590882178804027,-0.04857446333992943,-0.04857446333992965,-0.04857446333992943,-0.08022051368675145,006260
24,LS_Electric,2018,Q3,산업재,0.2080220822533339,0.009956163836052245,-0.04860171819888892,-0.04860171819888892,-0.022269156107807442,-0.04860171819888892,0.29270179414019004,-0.04860171819888892,-7.523983154523055e-11,0.13919047520535566,0.05803109824907102,010120
24,Korea_Electric_Terminal,2018,Q3,산업재,-0.12442541580214964,0.010696626495260486,-0.04861932193333485,-0.04861932193333485,0.0009730130926989267,-0.04861932193333485,0.053730261646085964,-0.04861932193333507,-5.157859344932945e-11,-0.004463314742449764,-0.02073891845198017,025540
24,Daewoo_International,2018,Q3,산업재,-0.021196899826744747,0.009676910333021982,-0.04854199129668024,-0.04854199129668024,-0.007796745841547548,-0.04854199129668024,0.4586156162322733,-0.04854199129668024,5.4955374198185e-11,-0.07223325458805108,-0.03473955702158425,047050
24,Korea_Aerospace_Industries,2018,Q3,산업재,-0.12725809630580398,-0.09231915133126978,-0.04871079397080136,-0.04871079397080136,0.030346813347603252,-0.04871079397080136,0.9658134230834335,-0.04871079397080136,2.3214156478928842e-09,0.4767041717849947,-0.1475041072861345,047810
24,KEPCO_KPS,2018,Q3,산업재,-0.16609690221047815,-0.022001489111314276,-0.048616150701426664,-0.048616150701426664,-0.01207731907751941,-0.048616150701426664,0.7508958964714003,-0.048616150701426664,5.613369376220822e-10,0.2166285123622641,-0.042836497668029855,051600
24,Hyundai_Glovis,2018,Q3,산업재,-0.27614661492155734,0.006145161243314212,-0.04837967900846163,-0.04837967900846141,-0.03440463390532367,-0.04837967900846141,-0.07912823589754958,-0.04837967900846163,3.1586932549475673e-07,-0.038555866872892475,0.11604863379237265,086280
