,name,year,quarter,sector,Relative Return,비유동자산 변화율,총포괄손익 변화율,특정 증권 등 소유 수 변화율,자본총계 변화율,특정 증권 등 소유 증감 수 변화율,영업이익 변화율,전체 주주 수 변화율,영업비용 변화율,매출액 변화율,Label,Code
25,CJ_Logistics,2018,Q2,산업재,0.012786390667204349,-0.01664181233881523,-0.022645438340216817,-0.022645438340216817,-0.0023326808527597276,-0.022645438340216817,-0.5953481909063025,-0.022645438340216817,1.0357396587239063e-09,-0.13287089820554532,0.2633830041647351,000120
25,Doosan_Corp,2018,Q2,산업재,-0.035721044488613636,-0.13069409956515554,-0.022755191384156603,-0.022755191384156603,0.003976187043333468,-0.022755191384156603,0.5140133115134898,-0.022755191384156603,7.343025195563808e-10,0.30931825513144395,0.03152433882393654,000150
25,LG_International,2018,Q2,산업재,0.039663565712917175,-0.02694552317999732,-0.022602841393634776,-0.022602841393634998,-0.036939165982079025,-0.022602841393634776,-0.14528101379008018,-0.022602841393634776,1.3376186878146477e-09,0.059874226179991163,-0.05846947428784727,001120
25,Korean_Air,2018,Q2,산업재,0.025364393567616557,-0.010691827318265457,-0.022588895092962025,-0.023374382727675114,0.0792412376526681,0.017286510238857633,0.5337724258956276,-0.024180948697059224,1.592422906924595e-08,0.0011608180077635755,-0.12477548947335937,003490
26,S&T_Heavy_Industries,2018,Q2,산업재,0.08951014818685299,-0.0009784333375872922,-0.022629327583705283,0.0,0.001757293924292802,0.0,0.7967094516405654,-0.022629327583705505,1.889714357836148e-09,-0.18290247363738676,-0.06809618030464674,003570
25,LS_Corp,2018,Q2,산업재,0.06599465951313449,0.0028548412106398358,-0.022595872944927153,-0.022595872944927153,0.005796111937345971,-0.02259587294492693,1.0426498996250142,-0.022595872944927153,-0.022595872944927153,-0.02259587294492693,0.03983252456327581,006260
25,LS_Electric,2018,Q2,산업재,-0.022696933646334634,0.009180238359474235,-0.02261921288832669,-0.02261921288832669,-0.029320423522769756,-0.02261921288832669,-0.10361233230836198,-0.02261921288832691,6.111007356006499e-11,-0.13677797552259685,0.2080220822533339,010120
25,Korea_Electric_Terminal,2018,Q2,산업재,-0.1729618878815122,-0.00686095667415465,-0.022631132591775627,-0.022631132591775627,-0.021585755553341412,-0.022631132591775627,-0.5296574706634696,-0.022631132591775627,-7.910949376406411e-10,-0.11807750506860959,-0.12442541580214964,025540
25,Daewoo_International,2018,Q2,산업재,0.2923804620762224,0.014466858229250978,-0.022637579650475192,-0.022637579650475192,-0.013954761354725287,-0.022637579650475415,0.17110999298895635,-0.022637579650475192,5.892812407213756e-10,0.021598221150895602,-0.021196899826744747,047050
25,Korea_Aerospace_Industries,2018,Q2,산업재,0.1083322522215609,-0.05965494083233813,-0.02264265808719812,-0.02264265808719812,-0.011916623437724816,-0.02264265808719812,0.18749707616233247,-0.02264265808719812,2.4557338980903074e-11,-0.3086315390959258,-0.12725809630580398,047810
25,KEPCO_KPS,2018,Q2,산업재,0.1688020454803494,-0.0013313988391312481,-0.022628595640932003,-0.02262859564093178,-0.04823544575257355,-0.022628595640932003,-1.7999859407213923,-0.02262859564093178,-1.885067188898789e-09,-0.35269462016715836,-0.16609690221047815,051600
25,Hyundai_Glovis,2018,Q2,산업재,0.2677288739888581,0.009642861893862653,-0.022599661179687258,-0.022599661179687258,0.003060354450287961,-0.022599661179687258,-0.2565732667133507,-0.022599661179687258,1.0883682405737187e-09,-0.13963557475642108,-0.27614661492155734,086280
