,name,year,quarter,sector,Relative Return,비유동자산 변화율,총포괄손익 변화율,특정 증권 등 소유 수 변화율,자본총계 변화율,특정 증권 등 소유 증감 수 변화율,영업이익 변화율,전체 주주 수 변화율,영업비용 변화율,매출액 변화율,Label,Code
30,CJ_Logistics,2017,Q1,산업재,-0.1654781098958245,-0.02611876269793756,-0.05736232846918354,-0.05736232846918332,-0.0036193965771094128,-0.05736232846918332,-0.28588217490503065,-0.05736232846918332,-6.175307802589864e-09,0.04223527512872616,-0.14376968774329724,000120
30,Doosan_Corp,2017,Q1,산업재,0.037678123486261546,0.01999659204887483,-0.05738305445591174,-0.057383054455911964,0.017271277056570833,-0.05738305445591174,8.32303852676121,-0.057383054455911964,6.3018874665697136e-09,-0.07933478314659692,-0.18416110369502764,000150
30,LG_International,2017,Q1,산업재,-0.1674045967570508,0.022348416181097508,-0.05743274828897871,-0.05743274828897893,0.029422748750093985,-0.05743274828897871,-56.3004095155766,-0.05743274828897893,-8.541808317557492e-09,-0.05126643530198982,0.011580751052465477,001120
30,Korean_Air,2017,Q1,산업재,-0.21820009337967872,0.007873135593345126,-0.06388175641107452,-0.0723452150133772,-0.6221216627258164,0.2707328770192614,-0.05502079026255191,-0.08113297724326296,3.7029756539152223e-09,0.020014181628137506,0.1453630813986977,003490
31,S&T_Heavy_Industries,2017,Q1,산업재,0.004607068274552522,0.01789432210957409,-0.05748286664905233,0.0,-0.003904510276192985,0.0,-5.421060454803429,-0.057482866649052555,1.4612371619704571e-09,0.21811649130884503,-0.0944796103377906,003570
30,LS_Corp,2017,Q1,산업재,0.013484250877443949,-0.0013931762321339747,-0.05754151657231321,-0.05754151657231321,-0.4492979998021156,-0.05754151657231321,-6.256653487839793,-0.05754151657231321,-0.05754151657231321,-3.6960234576550723,0.011898906445343999,006260
30,LS_Electric,2017,Q1,산업재,-0.05210591949619969,-0.0049711297739316596,-0.057449032039465386,-0.057449032039465386,0.006143305845060842,-0.057449032039465164,-1.0781169543807398,-0.057449032039465164,-1.877829222872323e-09,0.5368054174224292,0.1009305537557597,010120
30,Korea_Electric_Terminal,2017,Q1,산업재,0.026831461907974884,-0.026039091275176895,-0.057482587337561286,-0.057482587337561286,-0.023206268102985872,-0.057482587337561286,0.08901647295082915,-0.057482587337561286,-2.44900437672788e-11,0.037052391890304515,-0.1554954425261238,025540
30,Daewoo_International,2017,Q1,산업재,0.08241064137092471,-0.09629004802838392,-0.057966925747564124,-0.0579669257475639,-0.11249922228028209,-0.057966925747564124,-0.7267583536136184,-0.0579669257475639,4.194242262408434e-09,-0.070232259574186,-0.20495962146326407,047050
30,Korea_Aerospace_Industries,2017,Q1,산업재,-0.12496335724132533,-0.029042463324467693,-0.057470690615228026,-0.057470690615227804,0.047168303320893834,-0.057470690615227804,-0.9741671372106155,-0.057470690615227804,2.2293410576325854e-10,-0.1246581337698267,-0.22972685084022199,047810
30,KEPCO_KPS,2017,Q1,산업재,-0.06095448580444342,-0.005570646579929672,-0.057480197816920375,-0.057480197816920375,-0.0017247529917630011,-0.057480197816920375,-580.9640681298416,-0.057480197816920375,-2.7679965808591438e-08,0.2660075769892054,0.06949365615774743,051600
30,Hyundai_Glovis,2017,Q1,산업재,-0.1459610884262935,0.010488074216939425,-0.05739583974117335,-0.05739583974117357,-0.06226135744949568,-0.05739583974117335,-0.03626019869635977,-0.05739583974117335,1.778835797970442e-08,-0.01063563564891501,-0.13032332939548522,086280
