,name,year,quarter,sector,Relative Return,비유동자산 변화율,총포괄손익 변화율,특정 증권 등 소유 수 변화율,자본총계 변화율,특정 증권 등 소유 증감 수 변화율,영업이익 변화율,전체 주주 수 변화율,영업비용 변화율,매출액 변화율,Label,Code
27,CJ_Logistics,2017,Q4,산업재,-0.1112375537190082,-0.0495674409000626,0.0806834951753036,0.08068349517530349,0.0027923349158969213,0.08068349517530371,0.2752392838065062,0.0806834951753036,7.569442786903106e-09,-0.007952262938571764,-0.15446884943846872,000120
27,Doosan_Corp,2017,Q4,산업재,0.18121528312353324,0.006196657855485177,-1.1235185638030742,0.08083096043165305,-0.023541949106684612,0.08083096043165328,-0.39321891349362703,0.08083096043165328,3.383522300287291e-10,-0.1620321001701599,-0.2064624195618241,000150
27,LG_International,2017,Q4,산업재,-0.1342504951768488,0.03658325896205772,0.08090884089268713,0.08090884089268724,0.0670723559851415,0.08090884089268724,1.6586289812390946,0.08090884089268713,2.5119130159367727e-09,0.033738413134798195,-0.021666924336949694,001120
27,Korean_Air,2017,Q4,산업재,-0.2171983283582089,-0.004855742463422352,0.08191861760194585,0.08536547201546274,-0.2788665558471901,-0.14587344604032393,0.39066892261128916,0.0888728398101738,-7.3010568229177166e-09,0.035603533845815605,0.08125208716292796,003490
28,S&T_Heavy_Industries,2017,Q4,산업재,-0.1986403546798029,0.023768753345824067,0.08093305923847871,0.0,0.0732445088320739,0.0,-17.791374006998385,0.08093305923847871,0.0005046354811728673,-0.1231353478702788,-0.10074169718311228,003570
27,LS_Corp,2017,Q4,산업재,0.07035358241758248,0.00101246587161552,0.08087025995887043,0.08087025995887054,-0.0025724582946673458,0.08087025995887043,-0.26804474275782675,0.08087025995887054,0.08087025995887043,0.08087025995887054,-0.08951814047904008,006260
27,LS_Electric,2017,Q4,산업재,-0.04252994982078847,-0.00772660547839199,0.08091101499452269,0.0809110149945228,-0.015200295598661873,0.08091101499452269,0.6681760357393509,0.08091101499452269,1.4292249153181353e-09,0.012183986436541505,0.1925892093155659,010120
27,Korea_Electric_Terminal,2017,Q4,산업재,0.02826979694019477,-0.019899973540922877,0.08092859856927592,0.08092859856927603,-0.030389553904083266,0.08092859856927592,0.05163321319324499,0.08092859856927603,1.16294383508645e-09,0.0213743306729276,-0.0980503773222858,025540
27,Daewoo_International,2017,Q4,산업재,-0.15428622222222216,0.01071172615879401,0.0806483095503705,0.08064830955037039,-0.0087322024762857,0.0806483095503705,0.11804043109013762,0.08064830955037028,8.328005679163375e-10,-0.0299104051351764,-0.07275346646428481,047050
27,Korea_Aerospace_Industries,2017,Q4,산업재,-0.24539733333333327,-0.09954746560242866,0.08104691831432476,0.08104691831432476,0.09215628407887022,0.08104691831432465,-0.941601439245068,0.08104691831432476,-8.792870239240385e-10,0.29162236545134523,0.06279144917639007,047810
27,KEPCO_KPS,2017,Q4,산업재,-0.08060332584269657,0.0015109977605550773,0.08091800298111818,0.08091800298111829,-0.04659367549926685,0.08091800298111806,-0.16832725870359666,0.08091800298111818,3.943756496855885e-10,-0.2274946842126191,-0.033601981842226764,051600
27,Hyundai_Glovis,2017,Q4,산업재,-0.063339150583109,-0.05494000629381013,0.08057393710919203,0.08057393710919203,-0.053699710661595956,0.08057393710919203,0.04321041386094637,0.08057393710919203,-7.768190021161522e-10,0.07298963784395873,-0.08241022438585396,086280
