,name,year,quarter,sector,Relative Return,비유동자산 변화율,총포괄손익 변화율,특정 증권 등 소유 수 변화율,자본총계 변화율,특정 증권 등 소유 증감 수 변화율,영업이익 변화율,전체 주주 수 변화율,영업비용 변화율,매출액 변화율,Label,Code
29,CJ_Logistics,2017,Q2,산업재,-0.14376968774329724,-0.009155256454576488,-0.04067520702164851,-0.040675207021648285,-0.007448448385799056,-0.04067520702164873,-0.3573915073470797,-0.04067520702164851,-1.6074639840480988e-09,-0.053139564139281115,-0.016821777163958593,000120
29,Doosan_Corp,2017,Q2,산업재,-0.18416110369502764,-0.033209887626210355,-0.040674148070488414,-0.040674148070488636,-0.020743347516379185,-0.040674148070488636,0.5130205440367384,-0.040674148070488636,2.7477833583401786e-10,-0.039511687599190104,0.1504914192636927,000150
29,LG_International,2017,Q2,산업재,0.011580751052465477,-0.0113795865955999,-0.040657854082907674,-0.04065785408290745,-0.02480621296488672,-0.040657854082907674,1.2171829298845502,-0.040657854082907674,7.395064935167511e-10,0.13591972098713678,-0.15207160286695648,001120
29,Korean_Air,2017,Q2,산업재,0.1453630813986977,-0.024905135612618645,-0.0401427659203375,-0.039837014898610246,-0.045340940900355786,-0.057917902876686966,0.12506326209348284,-0.03952461377484173,1.3239851960843193e-09,-0.014462115017845223,0.11342536197612103,003490
30,S&T_Heavy_Industries,2017,Q2,산업재,-0.0944796103377906,0.00837130771692196,-0.04069329994718296,0.0,-0.002615845782224513,0.0,1.1112211673911938,-0.04069329994718274,4.6479337143768206e-10,0.07524522039502124,-0.05157128193185295,003570
29,LS_Corp,2017,Q2,산업재,0.011898906445343999,0.0005732458885194802,-0.040664700167909684,-0.04066470016790946,-0.04066470016790946,-0.04066470016790946,-0.04066470016790946,-0.04066470016790946,-0.04066470016790946,-0.04066470016790946,0.02453135938817967,006260
29,LS_Electric,2017,Q2,산업재,0.1009305537557597,0.02619490093562149,-0.04069055430532087,-0.04069055430532109,-0.029062154196201728,-0.04069055430532109,-0.14302367242111313,-0.04069055430532087,-1.07888660742475e-09,-0.07018521787188381,0.07349616270080907,010120
29,Korea_Electric_Terminal,2017,Q2,산업재,-0.1554954425261238,-0.046316961797328915,-0.04069476487503665,-0.04069476487503643,-0.030567353382799922,-0.04069476487503665,0.16407360884873678,-0.04069476487503643,-3.2630762519511997e-10,0.031473892920850566,-0.12262863204467533,025540
29,Daewoo_International,2017,Q2,산업재,-0.20495962146326407,-0.011254855047295953,-0.041036059362667965,-0.041036059362667965,-0.005731304233013823,-0.04103605936266819,0.07739147013250891,-0.04103605936266819,6.91694594248197e-10,-0.1661319324147985,-0.17440182494613254,047050
29,Korea_Aerospace_Industries,2017,Q2,산업재,-0.22972685084022199,-0.03716847425770231,-0.040546923887147424,-0.040546923887147424,0.0297517936263898,-0.040546923887147424,1.3911129271157874,-0.040546923887147424,1.4619146769698268e-09,0.23418916526884526,-0.12129704870139887,047810
29,KEPCO_KPS,2017,Q2,산업재,0.06949365615774743,-0.04270955873312099,-0.04069885376570426,-0.040698853765704035,-0.047881053843502386,-0.04069885376570426,-0.6657482373151253,-0.040698853765704035,-1.1140036616479783e-09,-0.2638812854580237,-0.40330948778905196,051600
29,Hyundai_Glovis,2017,Q2,산업재,-0.13032332939548522,-0.03523211102032642,-0.040520179373176646,-0.040520179373176646,-0.02130528221607131,-0.040520179373176646,0.08428796931751326,-0.040520179373176646,7.395272278302867e-10,-0.05008100741307664,-0.03941411184312883,086280
