code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,차입부채,이자비용,상각후원가측정금융자산,금융상품관련순손익
120,CJ대한통운,산업재,2017,Q4,2018-04-02,"948,626,573,365","3,777,442,782,642","4,726,069,356,007","1,093,442,041,479","1,311,508,395,802","2,404,950,437,281",,"2,321,118,918,726",1344692056131.0,27698243645.0,-7145981167.0,-7147739345.0,-7147739345.0,,,,,,,,,,,,,
150,두산,산업재,2017,Q4,2018-03-31,"980,974,192,542","2,969,055,186,294","3,950,029,378,836","1,319,119,682,612","431,150,948,434","1,750,270,631,046","1,731,752,950,996","2,199,758,747,790",740381884313.0,67526745305.0,49879017422.0,38276597664.0,38276597664.0,"134,845,735,000",214132817862.0,,,,,,,,,,,
1120,LG상사,산업재,2017,Q4,2018-03-30,"656,716,340,523","2,072,087,359,263","2,728,803,699,786","633,733,272,342","895,882,885,390","1,529,616,157,732","963,850,279,566","1,199,187,542,054",721413583632.0,-11632384041.0,-11210034493.0,-13539500527.0,-13539500527.0,"193,800,000,000",,,,,,,,,,,,
3490,대한항공,산업재,2017,Q4,2018-03-31,"3,219,950,682,638","20,203,116,181,983","23,423,066,864,621","6,594,634,106,181","13,156,304,304,961","19,750,938,411,142","690,144,356,888","3,672,128,453,479",3014765567552.0,230837926711.0,634867728710.0,479122276822.0,479122276822.0,"479,777,140,000",,,,,,,,,,,,
3570,S&T중공업,산업재,2017,Q4,2018-03-14,"379,882,313,061","433,332,971,539","813,215,284,600","141,921,738,997","69,521,737,704","211,443,476,701","535,329,569,288","601,771,807,899",95926213418.0,-39724670547.0,-41607134184.0,-32617456221.0,-32617456221.0,"83,683,597,500",,,,,,,,,,,,
6260,LS,산업재,2017,Q4,2018-03-31,"26,446,000,000","2,182,553,000,000","2,208,999,000,000","180,989,000,000","169,762,000,000","350,751,000,000","1,613,936,000,000","1,858,248,000,000",,85163000000.0,74883000000.0,70755000000.0,70755000000.0,"161,000,000,000",,,,,,,,,,,,
10120,LS산전,산업재,2017,Q4,2018-03-30,"1,105,512,826,031","981,399,672,882","2,086,912,498,913","551,779,579,358","454,232,762,779","1,006,012,342,137","956,440,731,469","1,080,900,156,776",461449728314.0,17724956333.0,16324453210.0,10875397177.0,10875397177.0,"150,000,000,000",,,,,,,,,,,,
11200,현대상선,산업재,2017,Q4,2018-09-07,"1,246,284,000,000","2,163,598,000,000","3,409,882,000,000","643,832,000,000","1,841,809,000,000","2,485,641,000,000","-2,731,542,000,000","924,241,000,000",1178710000000.0,-113242000000.0,-278586000000.0,-279223000000.0,-279223000000.0,"1,568,318,000,000",,,,,,,,,,,,
25540,한국단자,산업재,2017,Q4,2018-03-30,"362,966,056,783","454,352,807,453","817,318,864,236","151,370,588,391","41,728,856,348","193,099,444,739","562,582,128,373","624,219,419,497",175968979267.0,12651506759.0,8939040482.0,5769004563.0,5769004563.0,"5,207,500,000",,,,,,,,,,,,
47050,대우인터내셔널,산업재,2017,Q4,2018-06-11,"4,460,809,908,000","3,720,832,329,000","8,181,642,237,000","4,177,985,050,000","1,228,031,430,000","5,406,016,480,000","1,601,370,359,000","2,775,625,757,000",5262808383000.0,80408156000.0,30818977000.0,25840065000.0,25840065000.0,"616,875,745,000",,,,,,,,,,,,
47810,한국항공우주,산업재,2017,Q4,2018-08-14,"1,974,448,739,627","1,190,152,375,863","3,164,601,115,490","1,207,720,409,092","818,022,539,305","2,025,742,948,397","516,455,343,886","1,138,858,167,093",338066142312.0,-177254620193.0,-227164299864.0,-176085322521.0,-176085322521.0,"487,375,535,000",,,,,,,,,,,,
51600,한전KPS,산업재,2017,Q4,2018-04-02,"623,933,935,425","571,151,698,981","1,195,085,634,406","278,562,249,103","16,126,697,825","294,688,946,928","891,396,687,478","900,396,687,478",342132541953.0,36709089676.0,39716734190.0,30616277857.0,30616277857.0,"9,000,000,000",,,,,,,,,,,,
86280,현대글로비스,산업재,2017,Q4,2018-03-28,"2,904,951,926,595","4,175,956,275,079","7,080,908,201,674","2,113,690,816,256","1,406,980,547,621","3,520,671,363,877","3,288,507,549,212","3,560,236,837,797",3107521250836.0,128940811946.0,208837726345.0,178596093925.0,178596093925.0,"18,750,000,000",,,,,,,,,,,,
