code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,차입부채,이자비용,상각후원가측정금융자산,금융상품관련순손익
120,CJ대한통운,산업재,2025,Q2,2025-08-14,"1,617,477,615,663","6,296,555,615,844","7,914,033,231,507","2,093,523,383,744","1,973,189,634,167","4,066,713,017,911","1,277,453,775,570","3,847,320,213,596",2064644108636.0,80728298297.0,49723538470.0,37078606319.0,"114,061,720,000",94919016763.0,,,,,,,,,,,
150,두산,산업재,2025,Q2,2025-08-14,"2,162,490,000,000","4,421,855,000,000","6,584,345,000,000","2,547,105,000,000","890,504,000,000","3,437,609,000,000","3,361,596,000,000","3,146,736,000,000",447205000000.0,82437000000.0,81955000000.0,53276000000.0,"123,738,000,000",57820000000.0,,,,,,,,,,,
1120,LG상사,산업재,2025,Q2,2025-08-14,"942,559,051,083","3,722,691,620,120","4,665,250,671,203","683,479,531,343","1,259,438,488,314","1,942,918,019,657","2,292,417,150,110","2,722,332,651,546",765536419184.0,-18214046897.0,54902870757.0,53886675947.0,"193,800,000,000",-11403616507.0,,,,,,,,,,,
3490,대한항공,산업재,2025,Q2,2025-08-14,"7,239,060,940,422","27,675,158,506,810","34,914,219,447,232","9,753,918,202,339","14,379,654,428,669","24,133,572,631,008","4,008,054,958,883","10,780,646,816,224",3985919250793.0,398948201348.0,550583029952.0,395883962468.0,"1,846,657,275,000",421397585102.0,,,,,,,,,,,
3570,S&T중공업,산업재,2025,Q2,2025-08-14,"563,267,626,174","538,101,348,076","1,101,368,974,250","158,362,136,293","137,035,391,716","295,397,528,009","762,735,262,222","805,971,446,241",161838768207.0,29139360718.0,32065954615.0,27242270170.0,"85,631,742,500",36663637454.0,,,,,,,,,,,
6260,LS,산업재,2025,Q2,2025-08-14,"97,320,000,000","5,531,330,000,000","5,628,650,000,000","433,021,000,000","399,559,000,000","832,580,000,000","4,262,093,000,000","4,796,070,000,000",127587000000.0,114836000000.0,102266000000.0,102018000000.0,"161,000,000,000",67787000000.0,,,,12751000000.0,,,,,,,
10120,LS산전,산업재,2025,Q2,2025-08-14,"2,045,028,859,645","1,572,802,716,928","3,617,831,576,573","1,137,181,626,292","632,972,012,557","1,770,153,638,849","1,687,870,801,869","1,847,677,937,724",898629339436.0,95563246279.0,105961908259.0,80287058376.0,"150,000,000,000",101318602375.0,,,,,,,,,,,
11200,현대상선,산업재,2025,Q2,2025-08-13,"16,217,458,000,000","15,554,947,000,000","31,772,405,000,000","2,206,671,000,000","3,327,157,000,000","5,533,828,000,000","14,519,107,000,000","26,238,577,000,000",2575525000000.0,218334000000.0,513887000000.0,481838000000.0,"5,125,197,000,000",-1599636000000.0,,,,,,,,,,,
25540,한국단자,산업재,2025,Q2,2025-08-14,"630,459,197,000","611,269,682,000","1,241,728,879,000","266,948,409,000","69,959,442,000","336,907,851,000","844,020,486,000","904,821,028,000",287093847000.0,18074733000.0,-2364925000.0,-1718118000.0,"5,207,500,000",11652364000.0,,,,,,,,,,,
47050,대우인터내셔널,산업재,2025,Q2,2025-08-14,"4,938,703,572,000","7,436,029,392,000","12,374,732,964,000","4,338,179,621,000","2,384,049,437,000","6,722,229,058,000","2,954,719,984,000","5,652,503,906,000",6617000887000.0,257027255000.0,114041202000.0,99123011000.0,"879,613,940,000",100120907000.0,,,,,,,,,,,
47810,한국항공우주,산업재,2025,Q2,2025-08-14,"6,717,388,503,146","2,592,462,714,311","9,309,851,217,457","5,960,145,118,535","1,562,671,349,715","7,522,816,468,250","1,171,344,087,961","1,787,034,749,207",817270940798.0,83369615286.0,68468554686.0,56182926292.0,"487,375,535,000",56182926292.0,,,,,,,,,,,
51600,한전KPS,산업재,2025,Q2,2025-08-14,"967,044,219,707","631,205,100,994","1,598,249,320,701","285,890,801,046","57,140,259,528","343,031,060,574","1,246,218,260,127","1,255,218,260,127",448085636284.0,66647950088.0,66727769691.0,52393108920.0,"9,000,000,000",43416214512.0,,,,,,,,,,,
86280,현대글로비스,산업재,2025,Q2,2025-08-14,"7,301,948,813,450","6,785,452,022,803","14,087,400,836,253","3,972,122,675,400","2,259,822,487,087","6,231,945,162,487","7,588,182,033,484","7,855,455,673,766",5704008030752.0,392756002631.0,448329669846.0,394314088829.0,"37,500,000,000",421077487244.0,,,,,,,,,,,
