code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,차입부채,이자비용,상각후원가측정금융자산,금융상품관련순손익
120,CJ대한통운,산업재,2020,Q4,"1,244,520,931,379","5,976,167,480,034","7,220,688,411,413","1,748,181,097,914","2,206,665,267,800","3,954,846,365,714","503,962,916,987","3,265,842,045,699",1859912885370.0,50837404722.0,45498508096.0,30111664744.0,30111664744.0,"114,061,720,000",,,,,,,,,,,,
150,두산,산업재,2020,Q4,"1,259,204,613,364","4,154,624,064,853","5,413,828,678,217","1,648,873,982,171","1,111,648,359,055","2,760,522,341,226","2,847,844,794,745","2,653,306,336,991",,-34626145978.0,-78424020503.0,49656419680.0,49656419680.0,"123,738,105,000",537851129514.0,,,,,,,,,,,
1120,LG상사,산업재,2020,Q4,"770,389,037,010","1,840,372,182,239","2,610,761,219,249","588,753,582,505","652,783,597,302","1,241,537,179,807","1,219,298,669,678","1,369,224,039,442",896821505948.0,6459469033.0,1433785005.0,11817125581.0,11817125581.0,"193,800,000,000",,,,,,,,,,,,
3490,대한항공,산업재,2020,Q4,"3,717,781,254,036","21,029,508,633,144","24,747,289,887,180","7,833,503,552,050","13,544,364,526,910","21,377,868,078,960","-230,640,438,180","3,369,421,808,220",1810938978565.0,138936379355.0,32846650946.0,720919606219.0,720919606219.0,"876,602,535,000",,,,,,,,,,,,
3570,S&T중공업,산업재,2020,Q4,"355,270,427,995","459,965,162,337","815,235,590,332","106,775,006,997","114,099,131,619","220,874,138,616","568,528,534,548","594,361,451,716",78232843016.0,7645575598.0,3971130646.0,1697339881.0,1697339881.0,"85,631,742,500",,,,,,,,,,,,
6260,LS,산업재,2020,Q4,"178,289,000,000","3,441,200,000,000","3,619,489,000,000","78,609,000,000","230,307,000,000","308,916,000,000","3,060,871,000,000","3,310,573,000,000",,57333000000.0,60265000000.0,56054000000.0,56054000000.0,"161,000,000,000",,,,,,,,,,,,
10120,LS산전,산업재,2020,Q4,"1,333,308,958,844","1,017,948,033,453","2,351,256,992,297","517,527,399,948","473,643,317,066","991,170,717,014","1,243,209,859,281","1,360,086,275,283",467750630516.0,27874317010.0,60013861089.0,47321914059.0,47321914059.0,"150,000,000,000",,,,,,,,,,,,
11200,현대상선,산업재,2020,Q4,"2,095,233,000,000","6,533,104,000,000","8,628,337,000,000","2,820,349,000,000","4,232,371,000,000","7,052,720,000,000","-4,595,332,000,000","1,575,617,000,000",1942679000000.0,557963000000.0,77823000000.0,77817000000.0,77817000000.0,"1,633,632,000,000",,,,,,,,,,,,
25540,한국단자,산업재,2020,Q4,"380,105,406,522","511,171,449,303","891,276,855,825","155,358,513,084","45,130,049,999","200,488,563,083","654,533,864,128","690,788,292,742",230795209282.0,27768637915.0,16470557874.0,12203642377.0,12203642377.0,"5,207,500,000",,,,,,,,,,,,
47050,대우인터내셔널,산업재,2020,Q4,"3,925,547,955,000","3,280,402,945,000","7,205,950,900,000","2,646,442,369,000","1,537,795,079,000","4,184,237,448,000","1,867,951,149,000","3,021,713,452,000",4942923947000.0,79136122000.0,-79073576000.0,-59409572000.0,-59409572000.0,"616,875,745,000",,,,,,,,,,,,
47810,한국항공우주,산업재,2020,Q4,"3,116,348,184,513","1,997,653,160,880","5,114,001,345,393","2,611,230,458,577","1,257,193,115,331","3,868,423,573,908","629,887,110,239","1,245,577,771,485",757864988504.0,-8989471416.0,-70313608041.0,-54812893547.0,-54812893547.0,"487,375,535,000",,,,,,,,,,,,
51600,한전KPS,산업재,2020,Q4,"755,453,939,437","590,402,562,643","1,345,856,502,080","254,495,469,906","42,020,018,887","296,515,488,793","1,040,721,492,673","1,049,341,013,287",399265152870.0,25812177948.0,22629885142.0,17911336586.0,17911336586.0,"9,000,000,000",,,,,,,,,,,,
86280,현대글로비스,산업재,2020,Q4,"4,613,953,358,266","4,526,478,513,934","9,140,431,872,200","2,966,502,268,606","1,861,205,020,646","4,827,707,289,252","4,072,781,411,732","4,312,724,582,948",3825145547103.0,124162959158.0,178651539539.0,158130290737.0,158130290737.0,"18,750,000,000",,,,,,,,,,,,
