code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,차입부채,이자비용,상각후원가측정금융자산,금융상품관련순손익
120,CJ대한통운,산업재,2018,Q4,2019-04-01,"1,020,181,674,633","4,821,260,564,270","5,841,442,238,903","1,492,836,626,062","1,758,522,917,095","3,251,359,543,157",,"2,590,082,695,746",1684693112626.0,38402985664.0,560568403.0,-2527096762.0,,,,,,,,,,,,,
150,두산,산업재,2018,Q4,2019-03-29,"1,176,134,396,861","3,558,088,689,466","4,734,223,086,327","1,404,102,798,029","1,024,612,509,032","2,428,715,307,061","1,643,037,267,085","2,305,507,779,266",,25022738695.0,6847930950.0,4784594438.0,"134,845,735,000",148244982261.0,,,,,,,,,,,
1120,LG상사,산업재,2018,Q4,2019-04-01,"640,795,642,028","2,056,427,031,320","2,697,222,673,348","705,989,655,854","856,581,493,639","1,562,571,149,493","883,262,873,395","1,134,651,523,855",760444024837.0,-39570104563.0,-28815251645.0,-24339211309.0,"193,800,000,000",,,,,,,,,,,,
3490,대한항공,산업재,2018,Q4,2019-04-01,"3,559,769,084,924","20,808,699,638,157","24,368,468,723,081","7,523,580,553,343","13,959,911,999,666","21,483,492,553,009","150,980,012,749","2,884,976,170,072",3206068703319.0,-1010279357.0,-185093390461.0,-135986245583.0,"479,777,140,000",,,,,,,,,,,,
3570,S&T중공업,산업재,2018,Q4,2019-02-28,"389,835,238,849","429,578,123,249","819,413,362,098","98,428,218,726","119,766,224,565","218,194,443,291","557,852,284,196","601,218,918,807",99373887999.0,22088824956.0,23189981857.0,17190926483.0,"83,683,597,500",,,,,,,,,,,,
6260,LS,산업재,2018,Q4,2019-04-01,"62,528,000,000","2,253,120,000,000","2,315,648,000,000","231,867,000,000","23,751,000,000","255,618,000,000","1,815,734,000,000","2,060,030,000,000",,128188000000.0,117962000000.0,118287000000.0,"161,000,000,000",,,,,,,,,,,,
10120,LS산전,산업재,2018,Q4,2019-04-01,"1,188,556,588,845","1,023,231,233,142","2,211,787,821,987","588,574,874,447","404,410,043,907","992,984,918,354","1,101,882,744,752","1,218,802,903,633",488516454588.0,29820040543.0,28798441038.0,23618477003.0,"150,000,000,000",,,,,,,,,,,,
11200,현대상선,산업재,2018,Q4,2019-04-01,"1,423,575,000,000","2,460,841,000,000","3,884,416,000,000","1,085,425,000,000","1,733,696,000,000","2,819,121,000,000","-3,616,767,000,000","1,065,295,000,000",1403365000000.0,-73810000000.0,-241262000000.0,-240330000000.0,"1,578,318,000,000",,,,,,,,,,,,
25540,한국단자,산업재,2018,Q4,2019-03-29,"343,854,294,667","453,332,309,568","797,186,604,235","125,352,850,904","36,564,741,470","161,917,592,374","598,689,483,649","635,269,011,861",204938500431.0,13331502795.0,14654397763.0,11258859662.0,"5,207,500,000",,,,,,,,,,,,
47050,대우인터내셔널,산업재,2018,Q4,2019-04-01,"5,267,780,694,000","3,505,463,121,000","8,773,243,815,000","4,738,886,421,000","1,235,211,400,000","5,974,097,821,000","1,640,218,644,000","2,799,145,994,000",5708186235000.0,74503584000.0,-82622898000.0,-55520068000.0,"616,875,745,000",,,,,,,,,,,,
47810,한국항공우주,산업재,2018,Q4,2019-04-01,"2,339,640,073,896","1,395,360,572,282","3,735,000,646,178","1,665,594,115,812","1,020,092,942,906","2,685,687,058,718","433,622,926,214","1,049,313,587,460",866790380135.0,75283451901.0,59650003116.0,47505722008.0,"487,375,535,000",,,,,,,,,,,,
51600,한전KPS,산업재,2018,Q4,2019-04-01,"628,724,985,030","646,640,073,362","1,275,365,058,392","270,096,844,579","26,331,172,805","296,428,017,384","970,317,520,394","978,937,041,008",385910312962.0,88285025854.0,99140648018.0,74564346168.0,"9,000,000,000",,,,,,,,,,,,
86280,현대글로비스,산업재,2018,Q4,2019-04-01,"3,363,877,793,979","4,018,173,066,393","7,382,050,860,372","2,414,130,830,277","1,241,189,024,666","3,655,319,854,943","3,498,463,332,623","3,726,731,005,429",3587201045135.0,153790814621.0,165381931560.0,120702280391.0,"18,750,000,000",,,,,,,,,,,,
