,name,year,quarter,sector,Relative Return,이익잉여금 변화율,유동부채 변화율,GDP 변화율,금리 변화율,수출액 변화율,자기주식수 변화율,Label,Code
3,현대중공업,2024,Q1,중공업,0.05059624570439717,-0.012569675250712398,-0.1135285498602604,0.013001130867663191,-0.12136131985833976,0.023680694141577696,0.0,0.47399972928725354,009540
3,삼성중공업,2024,Q1,중공업,0.0820822328042833,0.02915731946049349,0.01729628325622401,0.013001130867663191,-0.12136131985833976,0.023680694141577696,0.0,0.10666313721558776,010140
3,현대미포조선,2024,Q1,중공업,0.14666691807358895,0.0013911207121737323,-0.09081913265806829,0.013001130867663191,-0.12136131985833976,0.023680694141577696,0.0,0.4355049531430463,010620
3,한화테크윈,2024,Q1,중공업,0.07315280383667576,-0.019699093600085482,-0.03621220623629684,0.013001130867663191,-0.12136131985833976,0.023680694141577696,0.0,0.42999020173573543,012450
3,현대엘리베이,2024,Q1,중공업,-0.033651021674842255,-0.20781573629289374,0.25210978871881284,0.013001130867663191,-0.12136131985833976,0.023680694141577696,0.0,0.06220879736300331,017800
3,두산중공업,2024,Q1,중공업,0.004372385732786229,-8.39729507889501,-0.050341657695827435,0.013001130867663191,-0.12136131985833976,0.023680694141577696,0.0,0.14641626655780648,034020
3,대우조선해양,2024,Q1,중공업,0.18686037616565124,-0.8885749855916554,0.10485796659826341,0.013001130867663191,-0.12136131985833976,0.023680694141577696,0.0,-0.01362436954496403,042660
3,두산인프라코어,2024,Q1,중공업,-0.005656497710647339,0.10988748877876242,0.000887610626183255,0.013001130867663191,-0.12136131985833976,0.023680694141577696,0.0,-0.09410343025277107,042670
3,현대로템,2024,Q1,중공업,0.18465177661154913,0.14718065056531549,-0.04474616730024439,0.013001130867663191,-0.12136131985833976,0.023680694141577696,0.0,0.42347536927754004,064350
3,두산엔진,2024,Q1,중공업,0.331288989569661,-0.09831187806722841,0.015897243799703586,0.013001130867663191,-0.12136131985833976,0.023680694141577696,0.0,0.013749766013346529,082740
3,한진중공업,2024,Q1,중공업,0.005513094917082378,-0.009107739520087366,-0.02816372636025677,0.013001130867663191,-0.12136131985833976,0.023680694141577696,0.0,-0.013502657372539528,097230
