,Feature,Average_Importance
0,F_이익잉여금 변화율,0.08926101638870479
1,F_법인세차감전 순이익 변화율,0.07378988136204666
2,F_매출액 변화율,0.06904589650767659
3,F_비유동부채 변화율,0.06843955242909136
4,F_영업이익 변화율,0.06756912526040076
5,F_자본총계 변화율,0.06053664309783946
