,name,year,quarter,sector,Relative Return,이익잉여금 변화율,법인세차감전 순이익 변화율,매출액 변화율,비유동부채 변화율,영업이익 변화율,자본총계 변화율,Label,Code
13,현대중공업,2022,Q1,중공업,0.024975306899957733,0.003570993793777122,0.7012172870770266,-0.4273557200605753,0.048306314271841844,-0.7133665631824966,0.0057258509602529095,0.07759604924450823,009540
13,삼성중공업,2022,Q1,중공업,-0.04867444760086059,0.06310909157885902,-0.5997456716242484,-0.19454904902098868,0.014068755051284576,-0.6456981773060798,-0.011907474067928803,0.11188207328538041,010140
13,현대미포조선,2022,Q1,중공업,-0.005398524875743202,-0.017752162025870488,-0.5940000330047845,0.02066111296661033,-0.00850993387825727,-0.2196582975607414,-0.012887148273489246,0.3573825938863026,010620
13,한화테크윈,2022,Q1,중공업,0.04623940241781995,0.04511742248926098,-2.909994192537326,-0.3108755331345462,-0.0005413123649820051,3.6923078571210954,0.03197752797345399,0.36175849891305456,012450
13,현대엘리베이,2022,Q1,중공업,-0.024205020968894726,-0.08879133966086128,-0.918154869060634,-0.12976188673824607,0.18495941932414772,-0.581514555637954,-0.0246686200572529,-0.09024746790815313,017800
13,두산중공업,2022,Q1,중공업,-0.02574933078120169,-0.08318550368323585,-0.9596950362113575,0.06885131752458773,0.4188554309855741,-2.870262225434571,0.2497111043396889,0.1237577391373576,034020
13,대우조선해양,2022,Q1,중공업,-0.05499896411204913,0.4628448718533067,0.21826918239599236,-0.08213953912346494,-0.060446225017303234,-0.07886429285711394,-0.23108230725069856,-0.051314511009626924,042660
13,두산인프라코어,2022,Q1,중공업,0.03294978855864992,0.8605243961427484,-2.1368694807741475,0.049207364490304384,-0.5538844869871111,3.081719935188823,0.04671185087791696,-0.017884296459892278,042670
13,현대로템,2022,Q1,중공업,-0.019527310901089386,-0.3339246174142728,0.28888189088100025,-0.13480818842798403,0.13587678693408112,0.1466808149577472,0.02462192567958499,0.4349775264621344,064350
13,두산엔진,2022,Q1,중공업,0.027037694113157013,0.6379407965515194,-0.6819715096025388,-0.09193918073427332,0.05270320677006013,-0.6825391562920223,-0.21292096838452323,0.18118119652711073,082740
13,한진중공업,2022,Q1,중공업,-0.02440740914942498,0.006815927218161155,-0.8899841767486658,-0.3222035133670872,0.011926066774788913,-1.0270780991646804,-0.023033424495254473,-0.06468503145376733,097230
