,name,year,quarter,sector,Relative Return,이익잉여금 변화율,법인세차감전 순이익 변화율,매출액 변화율,비유동부채 변화율,영업이익 변화율,자본총계 변화율,Label,Code
27,현대중공업,2018,Q3,중공업,0.3062073080562547,-0.00011146621582314165,-1.0253192547706798,0.042662252648989485,-0.04861370313585067,-1.425843701477364,-0.0002056064614960329,-0.11371797594043706,009540
27,삼성중공업,2018,Q3,중공업,0.23118891217693166,-0.027063170833706574,-0.3724151191142163,-0.023771676846124135,0.005891354673098981,0.08102517430209266,-0.012227767347028018,0.10917394975537703,010140
27,현대미포조선,2018,Q3,중공업,0.1233516403864606,0.02021375822497995,-2.098228531509153,0.05151773687017469,-0.015198304577723087,0.1507124768378636,0.016631224173055292,0.18480418478697624,010620
27,한화테크윈,2018,Q3,중공업,0.5344429559406294,0.0765107598012762,-0.3407891256384157,-0.12645787865685854,-0.08458002243116614,-0.24547709171073007,-0.010043088810432255,0.03288522147912834,012450
27,현대엘리베이,2018,Q3,중공업,-0.07025630912854537,0.023947205355936863,-0.12142034340302554,-0.018239274896799107,-0.0853250537983643,0.3643338767232005,0.006118199969906479,0.010336102474942824,017800
27,두산중공업,2018,Q3,중공업,-0.1643069765132048,-0.010128420492854784,-1.1294546454184016,-0.11906188258527506,0.34654381025333447,-0.9117113813691714,-0.005361223449519059,-0.32069876967319594,034020
27,대우조선해양,2018,Q3,중공업,0.39161833184146255,0.7279065565892189,-0.5598480618419908,-0.056721841575203324,0.0006884544139216242,-0.34972432781813445,0.040306143942872685,-0.18877401783153278,042660
27,두산인프라코어,2018,Q3,중공업,-0.07730299905924186,0.10717485613866451,-0.35114729853657667,-0.09515523102230972,0.0054588918162961075,-0.3944484221910224,0.011517026002760167,-0.16974339123049714,042670
27,현대로템,2018,Q3,중공업,-0.11820362023949994,-0.0583246707520475,-2.944020158864987,-0.04010450885413064,-0.04757572876457494,-1.6631733559237034,-0.02178644481429559,-0.010311527781692564,064350
27,두산엔진,2018,Q3,중공업,0.3435941696690654,-0.1937445340098033,-0.346936891281889,-0.06602040090241768,-0.09219706331493915,0.3650255567835132,-0.025158002393217638,0.07121656273738207,082740
27,한진중공업,2018,Q3,중공업,-0.24054000229865058,0.04957734971144645,-0.4801075376682784,0.0903550711764387,0.19445872874885084,0.3144729005360334,-0.07762754370352942,-0.39247138161461015,097230
