,name,year,quarter,sector,Relative Return,이익잉여금 변화율,법인세차감전 순이익 변화율,매출액 변화율,비유동부채 변화율,영업이익 변화율,자본총계 변화율,Label,Code
2,현대중공업,2024,Q4,중공업,0.014345646349381652,0.0015851108278928105,3.607844965869223,0.718616406910785,0.0252663791761103,-4.669336935298366,0.0022408588452575984,0.39973562702195053,009540
2,삼성중공업,2024,Q4,중공업,0.171854680407312,0.03928170651484986,-6.647787620618112,0.16272749825417043,1.9267356835646678,0.810123956094587,0.017229361926022868,0.014751084850146621,010140
2,현대미포조선,2024,Q4,중공업,-0.14021395271395273,0.02864138362242219,-22.891373032794156,0.32704743366667,1.126415840583792,0.34102090967158794,0.02024789035061758,0.6554456452977199,010620
2,한화테크윈,2024,Q4,중공업,0.6857614106989937,0.19409025544896297,0.7091444211531606,0.966865121305174,-0.14647416627278598,0.8998944928128709,0.1931110605462576,0.31287740773183076,012450
2,현대엘리베이,2024,Q4,중공업,0.024407759254273284,0.0034351530623182303,-0.09355003466779865,0.029213326093110892,-0.03873016191591039,-0.17806520913352997,0.0014063990720325492,0.42913657760934176,017800
2,두산중공업,2024,Q4,중공업,0.09924627259532919,-1.3245010297659285,-10.658567789925755,0.4711279465410225,0.1421845370629593,0.8107155095835443,-0.06113350190820388,0.2446664639313073,034020
2,대우조선해양,2024,Q4,중공업,1.099656142826246,-1.15327305061587,-3.6183569888309353,0.20502898980694684,0.1605418770606497,7.624503171339951,0.14450198945282522,0.13272207800335284,042660
2,두산인프라코어,2024,Q4,중공업,0.2035786183513456,0.004752192166710856,-1.7601998487091919,-0.08885808386764182,0.20796523861500105,-2.9951623965641394,-0.029927725931159666,-0.05419675572399153,042670
2,현대로템,2024,Q4,중공업,0.6241230902855106,0.23474259814210763,0.5231435039414556,0.32450984360640134,0.2370340243925806,0.2506679828456182,0.06847289537157253,0.04467603010531604,064350
2,두산엔진,2024,Q4,중공업,0.49800443600079597,-0.362782707473442,0.9297654715307064,0.10193609401134851,0.3327360012402458,0.19026215778770572,0.115559394525935,0.2929745914473556,082740
2,한진중공업,2024,Q4,중공업,1.392967808054015,-0.030391385599957466,-1.3683694272416047,0.057426890785946094,-0.08955138921344818,-0.9413174015891308,-0.06067507783057513,0.10995760843037262,097230
