,name,year,quarter,sector,Relative Return,이익잉여금 변화율,법인세차감전 순이익 변화율,매출액 변화율,비유동부채 변화율,영업이익 변화율,자본총계 변화율,Label,Code
1,현대중공업,2025,Q1,중공업,0.39973562702195053,0.0037880445491726977,9.453870718891844,1.846137921172943,0.0443007923005041,13.585758180319012,0.005454522258065531,0.08874260535887615,009540
1,삼성중공업,2025,Q1,중공업,0.014751084850146621,-0.04455635248768164,-1.2349566040788118,-0.07692948150498657,-0.08881891478367643,-0.3657641073715687,0.018424687586046318,0.06362675018207767,010140
1,현대미포조선,2025,Q1,중공업,0.6554456452977199,0.013252770173549644,-0.43390459782192514,-0.17188031672324933,-0.33306433003381397,0.5948517752914293,0.009536872904918337,-0.14621821772255322,010620
1,한화테크윈,2025,Q1,중공업,0.31287740773183076,0.08592082905580511,-0.26405152427241996,-0.5972158472430416,0.4396399302144216,-0.6246544551291027,0.07956124643938689,-0.16309219530894642,012450
1,현대엘리베이,2025,Q1,중공업,0.42913657760934176,0.4628120769717614,1.0766343855248333,-0.16603565540441934,0.13519513783991477,-0.09576376783573692,-0.06918046815990575,-0.1533130339955191,017800
1,두산중공업,2025,Q1,중공업,0.2446664639313073,-2.030316691085315,-0.9404104997856918,-0.2736712356881138,0.023231520936359162,-0.6647695986921763,-0.0017676798051995402,0.8394629473767155,034020
1,대우조선해양,2025,Q1,중공업,0.13272207800335284,2.8132193531592726,-0.034898893071867665,-0.029142864152768233,0.04337046083600238,0.5075238773907353,0.048608581000393114,0.07532034335405133,042660
1,두산인프라코어,2025,Q1,중공업,-0.05419675572399153,0.052146008690541645,2.985094737430272,0.2936040976686658,0.1313284714183247,-3.4730074363986256,0.0448675173716766,0.6263830819716364,042670
1,현대로템,2025,Q1,중공업,0.04467603010531604,0.20088423452627646,0.01276730676669846,-0.19160433227316565,-0.02042019777386106,0.18610537495710222,0.06771510583257068,0.4208768068097989,064350
1,두산엔진,2025,Q1,중공업,0.2929745914473556,-0.27318435330403235,-0.2449466145304553,-0.024783625337739923,0.07404399491956459,0.2262802639347632,0.050685262218998384,0.046348872672927005,082740
1,한진중공업,2025,Q1,중공업,0.10995760843037262,-0.0036157958448130856,-1.2958805409074297,-0.14542706128874205,0.01424834235508965,1.7850129198966407,0.015458102929974737,0.7689987066760722,097230
