,name,year,quarter,sector,Relative Return,이익잉여금 변화율,법인세차감전 순이익 변화율,매출액 변화율,비유동부채 변화율,영업이익 변화율,자본총계 변화율,Label,Code
0,현대중공업,2025,Q2,중공업,0.08874260535887615,-0.0008012714430095658,-1.0653031385028406,-0.7457812754374555,0.0003618248608139307,-1.0221235854305324,0.001874597346961604,0.08874260535887615,009540
0,삼성중공업,2025,Q2,중공업,0.06362675018207767,-0.09999548640525713,1.1441574055186625,0.07558227326987166,-0.4066065319951795,0.6488710109011762,-0.048500096588728,0.06362675018207767,010140
0,현대미포조선,2025,Q2,중공업,-0.14621821772255322,0.010996487804150412,-0.6870770441985397,0.03836583458921772,-0.4938905227359346,0.32606024935621436,0.03459756086679011,-0.14621821772255322,010620
0,한화테크윈,2025,Q2,중공업,-0.16309219530894642,0.04026593225395847,-0.42852681020550865,0.41592009691752363,-0.17386457068821193,0.652295095284787,0.4387334440397408,-0.16309219530894642,012450
0,현대엘리베이,2025,Q2,중공업,-0.1533130339955191,0.05253029447959556,-0.48470691594445015,0.011480525096433158,-0.23118531071920267,0.18157753327078452,0.03386681331016539,-0.1533130339955191,017800
0,두산중공업,2025,Q2,중공업,0.8394629473767155,2.2362721505141105,-12.484687917222963,0.4397389957759148,0.14936646183376068,2.163365046266128,0.03143013167736397,0.8394629473767155,034020
0,대우조선해양,2025,Q2,중공업,0.07532034335405133,0.6247266123324182,-0.1477525055932546,0.07832989095626952,-0.04593204358045655,0.5056407988052911,0.042970671553812956,0.07532034335405133,042660
0,두산인프라코어,2025,Q2,중공업,0.6263830819716364,0.024272780588728615,-0.5001173395217918,0.09384381567410016,0.3286621925255213,0.5788004431704337,0.043951542975775526,0.6263830819716364,042670
0,현대로템,2025,Q2,중공업,0.4208768068097989,0.2281998226937687,0.22062677701778055,0.19888303378778005,0.5029755619981764,0.2478204998854503,0.23888300254051487,0.4208768068097989,064350
0,두산엔진,2025,Q2,중공업,0.046348872672927005,-0.30859386985387227,-0.24666368998626953,0.21848629408699405,0.011707344780969242,0.5137648817218832,0.0407107302492673,0.046348872672927005,082740
0,한진중공업,2025,Q2,중공업,0.7689987066760722,0.00460331694445304,-2.1734603846832536,0.23839742745189896,0.1759656095384865,-0.021525329374652014,-0.01465304241022225,0.7689987066760722,097230
