code,name,year,quarter,sector,F_유동자산 변화율,F_비유동자산 변화율,F_자산총계 변화율,F_유동부채 변화율,F_비유동부채 변화율,F_부채총계 변화율,F_이익잉여금 변화율,F_자본총계 변화율,F_매출액 변화율,F_영업이익 변화율,F_자본금 변화율,M_소비자물가지수 변화율,M_금리 변화율,M_실업률 변화율,M_국제유가 변화율,P_보유 주식 수 변화율,P_1인평균급여 변화율,P_기초 소유 주식 수 변화율,P_기초 소유주식 지분율 변화율,P_기말 소유주식 수 변화율,P_기말 소유주식 지분율 변화율,P_발행할 주식 총수 변화율,P_현재까지 발행한 주식 총수 변화율,P_현재까지 감소한 주식의 총수 변화율,P_주식 수 감소 변화율,P_발행주식의 총수 변화율,P_자기주식수 변화율,P_유통주식수 변화율,P_증자주식수 변화율,P_주식액면가액 변화율,P_발행금액 변화율,Relative Return,Label,Code
9540,현대중공업,2024,Q4,중공업,0.030575266087246478,0.007397394289428538,0.011221006107095421,0.47334506415314115,0.0252663791761103,0.40021914468565134,0.0015851108278928105,0.0022408588452575984,0.718616406910785,-4.669336935298366,0.0,-0.6135195790865431,-0.6671545921517137,-0.38516982709777836,-0.6587114824305749,-0.6416369588133781,-0.6612753408167464,-0.7897705246790037,-0.7894487248349057,-0.7784673592836474,-0.7755475661107559,-0.465725128898846,-0.5961485568459248,-0.5762111926026913,-0.5762111926026913,-0.5585910382495518,29.51815274923352,-0.5834666324109684,-0.46854636882057943,145.87091360652047,-0.5975717859094003,0.06827607424592481,0.06827607424592481,009540
9540,현대중공업,2024,Q3,중공업,-0.06761723557931898,0.02000007820722871,0.004429123798919132,0.2677627203512538,-0.03656555533047812,0.20561219238949713,0.00039739250171177964,0.0005746134870763253,0.06407610006808961,0.72867492269697,0.0,-0.2377021247854798,-0.11983510689291532,-0.09523809523809512,-0.05674568795778523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05632699984763589,0.06827607424592481,009540
9540,현대중공업,2024,Q2,중공업,0.23215455055714518,-0.028585628597791235,0.009373839458230337,0.021468038123478417,-0.041431927696905846,0.007960583534209587,0.006765231313940134,0.009400955029616576,0.018316737534410432,-5.504277458036454,0.0,-0.110334699467731,0.02546205269366908,-3.3306690738754696e-16,0.01979840167061564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47399972928725354,0.05632699984763589,009540
9540,현대중공업,2024,Q1,중공업,0.03484656090514071,-0.007041631426913719,-0.0011555580225812712,-0.1135285498602604,-0.0203491791087278,-0.09504442762360965,-0.012569675250712398,0.0008367111944997951,0.04997080331812431,-1.1696424870923974,0.0,-0.11265192787422551,-0.12136131985833976,-0.011764705882352788,-0.008599753155233536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05059624570439717,0.47399972928725354,009540
9540,현대중공업,2023,Q4,중공업,-0.013459895959256896,0.006446121475520261,0.003600582130225183,0.2809316578926562,-0.007968749428295951,0.210973784231816,-0.0005822213671847765,-3.3020788475779383e-05,0.6338177580049535,-0.05539257371888473,0.0,0.10965773361610065,0.00757180156657955,0.0625,-0.03388722209400741,0.02666849807339311,0.08707872928176785,0.17741709469034417,0.17732091230324443,0.09095114338959842,0.09120674686841124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1893023454522152,0.05059624570439717,009540
9540,현대중공업,2023,Q3,중공업,0.002935395515934802,0.027674842798745214,0.02406386937083882,0.19919384702206,-0.04941497562298036,0.1277713432966494,0.015803688779565173,0.022416459494093655,0.07304580725177989,1.6441175272707524,0.0,-0.028955398190522508,0.11207897793263655,0.03896103896103886,0.106533304958502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14798587932518886,0.1893023454522152,009540
9540,현대중공업,2023,Q2,중공업,-0.03222313014017886,0.00413737488575916,-0.00133917417795959,-0.20217069645952068,0.03890108945110393,-0.1451854230173376,-0.0007401333133137955,0.0013375197903771063,0.0568649130916552,-1.8145930480298396,0.0,-0.3075171004307199,0.0022310602386272915,-0.04938271604938271,-0.03519218134034163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33762832626216044,-0.14798587932518886,009540
9540,현대중공업,2023,Q1,중공업,-0.18439085555699442,0.04640868505652773,0.0036322547318090592,-0.38199903315987294,0.05993985503723698,-0.3144297673602432,0.0021118736831537976,0.012372028274898472,0.014835298929448015,-1.2724308984561166,0.0,-0.11353477832962133,-0.12061758935426237,-0.05813953488372092,-0.08337411073888668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13813599448168395,0.33762832626216044,009540
9540,현대중공업,2022,Q4,중공업,0.014992180472158445,0.02198987767158589,0.020685648055835948,0.17994070307932652,-0.49605553423757076,-0.020870798152143655,0.014546631314012792,0.0218773991396799,0.23041988229370003,0.7123490384942468,0.0,-0.11456608043309557,0.11445954938682568,0.023809523809523725,-0.12070563315019511,0.04510714055384479,0.25528816145363753,0.4165627624992092,0.4170839469808545,0.5290069215770439,0.5288820180604632,-0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03636472058907966,0.13813599448168395,009540
9540,현대중공업,2022,Q3,중공업,0.01780091616721302,-0.00526644232100415,-0.001046766412879152,0.01696335638887536,-0.1887018035176905,-0.054256010884516814,0.0015206871131836497,0.0005676185401279898,0.1027747628925233,-0.12733628506458783,0.0,0.09093510066157107,0.0359464250541639,-0.023255813953488302,-0.11299650647329962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14347793980641796,-0.03636472058907966,009540
