code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,차입부채,이자비용,상각후원가측정금융자산,금융상품관련순손익
480,조선내화,철강_소재,2024,Q2,"14,048,268,625","792,837,928,104","806,886,196,729","234,974,563,258","39,199,439,314","274,174,002,572","456,229,335,579","532,712,194,157",8330538259.0,5125815294.0,1850059241.0,3596477068.0,3596477068.0,"23,445,245,000",8399552659.0,,,,,,,,,,,
670,영풍,철강_소재,2024,Q2,"513,353,093,387","1,824,310,502,278","2,337,663,595,665","308,558,258,603","310,220,600,510","618,778,859,113","1,713,554,481,524","1,718,884,736,552",268071303214.0,9571834855.0,7598183948.0,5747901554.0,5747901554.0,"9,210,200,000",6246070481.0,,,,,,,,,,,
1230,동국제강,철강_소재,2024,Q2,"119,663,728,219","568,339,160,637","688,002,888,856","15,704,440,059","4,674,467,217","20,378,907,276","1,078,607,496,633","667,623,981,580",5488028005.0,-384071896.0,601609090.0,519846740.0,519846740.0,"271,066,765,000",-238641119.0,,,,5872099901.0,,,,,,,
1430,세아베스틸,철강_소재,2024,Q2,"36,789,366,165","1,747,094,365,719","1,783,883,731,884","174,814,994,086","57,355,997,197","232,170,991,283","1,026,875,481,084","1,551,712,740,601",3884796838.0,-266457356.0,-949087826.0,2073804810.0,2073804810.0,"219,310,595,000",2066878775.0,,,,,2073804810.0,,,,,,
2240,고려제강,철강_소재,2024,Q2,"286,881,098,432","1,172,445,553,514","1,459,326,651,946","119,306,251,015","92,761,078,091","212,067,329,106","1,214,367,796,116","1,247,259,322,840",140383412320.0,10331747383.0,14068815989.0,11200235050.0,11200235050.0,"25,000,000,000",11200235050.0,,,,,,,,,,,
3030,세아제강,철강_소재,2024,Q2,"11,987,036,596","808,742,338,341","820,729,374,937","28,446,512,522","90,100,635,141","118,547,147,663","595,916,632,714","702,182,227,274",6236663932.0,2689390099.0,3594342610.0,3331644654.0,3331644654.0,"20,708,285,000",3397635316.0,,,,3547273833.0,,,,,,,
4020,현대제철,철강_소재,2024,Q2,"9,203,214,406,788","22,585,876,802,831","31,789,091,209,619","5,703,554,476,736","7,240,110,424,828","12,943,664,901,564","13,337,623,332,314","18,845,426,308,055",4851748708222.0,45728059019.0,17687768083.0,4994523052.0,4994523052.0,"667,228,925,000",-17631608639.0,,,,,,,,,,,
5090,삼광글라스,철강_소재,2024,Q2,"397,209,023,659","1,338,647,740,315","1,735,856,763,974","788,759,828,224","281,913,477,852","1,070,673,306,076","171,522,930,287","665,183,457,898",190007792940.0,38406966432.0,31097216965.0,21356135092.0,21356135092.0,"73,385,020,000",21339519482.0,,,,,,,,,,,
5490,POSCO,철강_소재,2024,Q2,"4,801,184,518,556","47,400,701,049,334","52,201,885,567,890","1,661,506,864,478","2,355,692,986,063","4,017,199,850,541","48,278,005,140,151","48,184,685,717,349",159860638389.0,56013681197.0,165805778085.0,192238563525.0,192238563525.0,"482,403,125,000",144187845858.0,,,,103846957192.0,,,,,,,
9580,무림P&P,철강_소재,2024,Q2,"394,060,862,368","965,723,413,848","1,359,784,276,216","452,870,649,145","320,000,416,042","772,871,065,187","313,537,165,865","586,913,211,029",194548062906.0,21754903930.0,16441701360.0,12295492294.0,12295492294.0,,12285332087.0,,,,,,,,,,,
10130,고려아연,철강_소재,2024,Q2,"4,454,306,393,635","6,388,791,649,631","10,843,098,043,266","1,964,045,116,422","30,274,289,732","1,994,319,406,154","7,482,886,296,875","8,848,778,637,112",1987733251629.0,257373550889.0,266140995864.0,198182960131.0,198182960131.0,"104,542,940,000",165515595205.0,,,,,,,,,,,
103140,풍산,철강_소재,2024,Q2,"1,901,659,252,404","1,688,243,245,279","3,589,902,497,683","1,239,046,835,230","243,750,530,318","1,482,797,365,548","1,432,334,418,943","2,107,105,132,135",977569823081.0,140901749290.0,150063008886.0,111261329859.0,111261329859.0,"140,121,390,000",124063517822.0,,,,,,,,,,,
104700,한국철강,철강_소재,2024,Q2,"614,675,803,196","283,332,636,840","898,008,440,036","61,602,767,384","37,624,638,697","99,227,406,081","280,375,264,372","798,781,033,955",165389431846.0,607657229.0,5763554971.0,4248822046.0,4248822046.0,"46,050,000,000",5174767269.0,,,,,,,,,,,
