video_id,published_at,view_count
3D5h36g-JZI,2022-08-14T01:30:00Z,2619
a3tyWoEtGPs,2022-08-12T09:45:00Z,5973
Nltxho6-vvU,2022-08-12T06:55:56Z,1683
91OBZaTHwB4,2022-08-12T06:53:16Z,3864
PhKei5JXYKY,2022-08-12T03:12:07Z,2278
TUPuvNjtmaE,2022-08-12T01:18:15Z,3269
kBCwDZqBxCY,2022-08-11T23:47:13Z,1854
avPI4F0bp_g,2022-08-11T23:45:59Z,23725
h76cW_GTnu4,2022-08-11T07:36:17Z,15260
MR89Xn-Qd44,2022-08-11T07:36:26Z,1376
UY9KwD4ZDE0,2022-08-11T07:05:24Z,2386
H-IXN79pC58,2022-08-11T06:55:14Z,1232
IylX4oT46hE,2022-08-11T03:07:46Z,10419
wafxprNiFIM,2022-08-11T00:10:44Z,6423
2X8e57pXuz8,2022-08-11T00:06:03Z,3061
XLqWGGTj_9U,2022-08-10T09:37:29Z,1314
fsoOCwmMUUY,2022-08-10T07:35:22Z,5853
MLA3f9jo1yE,2022-08-10T07:01:05Z,1204
VNNykKEyQSw,2022-08-10T06:54:25Z,1937
1nXHe6jBVOE,2022-08-10T03:09:49Z,8824
cdOVV6RUyR8,2022-08-10T03:04:02Z,1706
yJTuByI0VoY,2022-08-10T01:19:07Z,1819
-P73ZxVjL6Q,2022-08-10T00:21:28Z,8243
-sE_TFsjNDk,2022-08-10T00:14:46Z,1496
Io97DzzH1EY,2022-08-09T07:19:47Z,38503
DCLv0Fa3X8c,2022-08-09T06:59:50Z,3337
ClbNCa3PtKg,2022-08-09T06:55:21Z,9130
h1RtaHddqQc,2022-08-09T03:15:01Z,3343
E8k_tWqvBTE,2022-08-09T01:20:01Z,2523
rvTXWsHkhOM,2022-08-09T00:04:49Z,2658
HO3GcgJEQGA,2022-08-09T00:03:55Z,2004
2dVQAkD8ELI,2022-08-08T09:00:01Z,4186
L0AF8LzC3Ok,2022-08-08T07:35:43Z,7852
SCKD81Kqizk,2022-08-08T07:08:04Z,2189
MpjLJxZmJXA,2022-08-08T07:04:10Z,10342
4vX-D2rtFHU,2022-08-08T07:02:57Z,2629
EcKEBHCGEpM,2022-08-08T03:10:51Z,1545
-X3yOwDoaS4,2022-08-08T01:15:26Z,6442
w_rTj_p10gY,2022-08-08T00:31:05Z,1839
wmWK_xUTJnQ,2022-08-07T23:58:00Z,14286
PU_z0sCuVkM,2022-08-06T00:00:06Z,1197
T9bytoIpeK4,2022-08-05T09:45:01Z,6390
bpD5wzlkKaI,2022-08-05T08:06:48Z,1805
z8OL-s0Fk_I,2022-08-05T08:00:22Z,1616
viWj9rBYcwg,2022-08-05T07:54:02Z,5945
mqArCz9L1Qw,2022-08-05T07:04:51Z,4561
LEE9unTJlX4,2022-08-05T07:03:12Z,1847
zPvIW9tL6J4,2022-08-05T06:52:38Z,2648
nrd8xIIqHQc,2022-08-05T03:13:44Z,3499
aK3RRKIMqvE,2022-08-05T01:16:16Z,2103
fJeozFFG46U,2022-08-05T01:16:13Z,1031
IwlnCGvrCZ0,2022-08-05T01:15:07Z,8815
dTa7x7n3tRA,2022-08-05T00:03:01Z,2225
W-odT2VEvrY,2022-08-05T00:02:29Z,1290
z56OWaeivUw,2022-08-04T07:37:46Z,1626
fQK9pNHVwZw,2022-08-04T06:55:40Z,3895
14PC0HDDjzE,2022-08-04T01:18:14Z,1165
G3rkBn1Kupk,2022-08-03T23:54:19Z,4187
HLJlMXQ1MRg,2022-08-03T09:28:26Z,1062
3ZKfk5MYTX8,2022-08-03T08:19:09Z,1052
mJ0DXbBg08U,2022-08-03T07:35:35Z,2621
GTKNyLzzrcE,2022-08-03T06:58:51Z,2519
feNKH-QumVc,2022-08-03T06:54:41Z,1993
