주식 코드,주식 종목,시작 날짜,주식 날짜,종가,시가,주가 변화율,KOSPI 50 종가,KOSPI 50 시가,KOSPI 50 주가 변화율,시장초과수익률
015760,Korea_Electric_Power,2024-04-01,2015-01-02,19570,22000,-0.11045454545454546,2666.2,2628.3,0.01441996727922978,-0.12487451273377524
015760,Korea_Electric_Power,2024-01-01,2015-01-02,22000,18900,0.164021164021164,2607.13,2471.52,0.05486906842752643,0.10915209559363759
015760,Korea_Electric_Power,2023-10-01,2015-01-02,18900,17900,0.055865921787709494,2483.32,2218.53,0.11935380634924925,-0.06348788456153975
015760,Korea_Electric_Power,2023-07-01,2015-01-02,18020,20550,-0.12311435523114356,2249.01,2354.61,-0.044848191420235155,-0.0782661638109084
015760,Korea_Electric_Power,2023-04-01,2015-01-02,20600,17920,0.14955357142857142,2337.45,2231.23,0.04760602896160405,0.10194754246696738
015760,Korea_Electric_Power,2023-01-01,2015-01-02,18010,21200,-0.15047169811320754,2220.92,1996.43,0.1124457156023502,-0.26291741371555777
015760,Korea_Electric_Power,2022-10-01,2015-01-02,21800,20100,0.0845771144278607,1983.7,1960.37,0.011900814642133963,0.07267629978572673
015760,Korea_Electric_Power,2022-07-01,2015-01-02,20100,22750,-0.11648351648351649,1926.97,2096.77,-0.0809817004249393,-0.03550181605857719
015760,Korea_Electric_Power,2022-04-01,2015-01-02,22550,22800,-0.010964912280701754,2088.88,2503.29,-0.16554614127807799,0.15458122899737622
015760,Korea_Electric_Power,2022-01-01,2015-01-02,22650,22350,0.013422818791946308,2515.99,2777.21,-0.09405842554218091,0.10748124433412722
015760,Korea_Electric_Power,2021-10-01,2015-01-02,22100,23400,-0.05555555555555555,2755.64,2762.01,-0.002306291432688638,-0.053249264122866916
015760,Korea_Electric_Power,2021-07-01,2015-01-02,23550,24850,-0.052313883299798795,2771.92,3057.05,-0.09326965538672907,0.04095577208693028
015760,Korea_Electric_Power,2021-04-01,2015-01-02,24850,23200,0.07112068965517242,3056.06,2916.4,0.04788780688520088,0.023232882769971534
015760,Korea_Electric_Power,2021-01-01,2015-01-02,23150,27600,-0.161231884057971,2902.81,2725.68,0.06498561826773507,-0.2262175023257061
015760,Korea_Electric_Power,2020-10-01,2015-01-02,27400,20550,0.3333333333333333,2725.2,2159.46,0.26198216220721837,0.07135117112611494
015760,Korea_Electric_Power,2020-07-01,2015-01-02,20400,19600,0.04081632653061224,2158.75,1981.53,0.08943594091434398,-0.04861961438373174
015760,Korea_Electric_Power,2020-04-01,2015-01-02,19500,19000,0.02631578947368421,1959.45,1629.72,0.2023230984463589,-0.1760073089726747
015760,Korea_Electric_Power,2020-01-01,2015-01-02,19250,28100,-0.31494661921708184,1648.2,2014.65,-0.181892636438091,-0.13305398277899083
015760,Korea_Electric_Power,2019-10-01,2015-01-02,27800,26100,0.06513409961685823,2010.91,1853.41,0.08497849909086494,-0.019844399474006708
015760,Korea_Electric_Power,2019-07-01,2015-01-02,25900,25600,0.01171875,1853.6,1867.73,-0.007565333319055811,0.01928408331905581
015760,Korea_Electric_Power,2019-04-01,2015-01-02,25550,29750,-0.1411764705882353,1856.21,1851.95,0.002300278085261476,-0.14347674867349677
015760,Korea_Electric_Power,2019-01-01,2015-01-02,29900,33150,-0.09803921568627451,1837.13,1732.45,0.060423100233773015,-0.15846231592004753
015760,Korea_Electric_Power,2018-10-01,2015-01-02,33100,29250,0.13162393162393163,1723.22,2000.17,-0.13846323062539687,0.2700871622493285
015760,Korea_Electric_Power,2018-07-01,2015-01-02,29350,32000,-0.0828125,1992.62,1987.8,0.0024247912264815054,-0.0852372912264815
015760,Korea_Electric_Power,2018-04-01,2015-01-02,32000,32850,-0.0258751902587519,1990.06,2120.68,-0.06159345115717595,0.03571826089842405
015760,Korea_Electric_Power,2018-01-01,2015-01-02,32850,37800,-0.13095238095238096,2114.3,2196.95,-0.0376203372857824,-0.09333204366659856
015760,Korea_Electric_Power,2017-10-01,2015-01-02,38150,39400,-0.031725888324873094,2191.53,2184.25,0.0033329518141239326,-0.03505884013899703
015760,Korea_Electric_Power,2017-07-01,2015-01-02,39000,40700,-0.04176904176904177,2143.75,2077.18,0.03204825773404335,-0.07381729950308512
015760,Korea_Electric_Power,2017-04-01,2015-01-02,40800,46800,-0.1282051282051282,2072.82,1862.26,0.11306691869019372,-0.24127204689532192
015760,Korea_Electric_Power,2017-01-01,2015-01-02,46450,44200,0.05090497737556561,1856.45,1706.07,0.08814409725275055,-0.03723911987718494
015760,Korea_Electric_Power,2016-10-01,2015-01-02,44050,53600,-0.17817164179104478,1710.64,1676.87,0.020138710812406573,-0.19831035260345134
015760,Korea_Electric_Power,2016-07-01,2015-01-02,54000,60300,-0.1044776119402985,1661.76,1560.02,0.06521711260112051,-0.169694724541419
015760,Korea_Electric_Power,2016-04-01,2015-01-02,60400,59500,0.015126050420168067,1555.47,1554.44,0.0006626180489436535,0.014463432371224414
015760,Korea_Electric_Power,2016-01-01,2015-01-02,60200,50100,0.20159680638722555,1557.22,1504.23,0.03522732560845084,0.1663694807787747
