주식 코드,주식 종목,시작 날짜,주식 날짜,종가,시가,주가 변화율,KOSPI 50 종가,KOSPI 50 시가,KOSPI 50 주가 변화율,시장초과수익률
003670,POSCO_Future_M,2024-04-01,2015-01-02,258500,302000,-0.14403973509933773,2666.2,2628.3,0.01441996727922978,-0.15845970237856752
003670,POSCO_Future_M,2024-01-01,2015-01-02,303500,359000,-0.15459610027855153,2607.13,2471.52,0.05486906842752643,-0.20946516870607795
003670,POSCO_Future_M,2023-10-01,2015-01-02,359000,352500,0.018439716312056736,2483.32,2218.53,0.11935380634924925,-0.10091409003719251
003670,POSCO_Future_M,2023-07-01,2015-01-02,359500,357000,0.0070028011204481795,2249.01,2354.61,-0.044848191420235155,0.05185099254068334
003670,POSCO_Future_M,2023-04-01,2015-01-02,353000,279000,0.26523297491039427,2337.45,2231.23,0.04760602896160405,0.21762694594879023
003670,POSCO_Future_M,2023-01-01,2015-01-02,272500,184500,0.47696476964769646,2220.92,1996.43,0.1124457156023502,0.36451905404534624
003670,POSCO_Future_M,2022-10-01,2015-01-02,180000,152500,0.18032786885245902,1983.7,1960.37,0.011900814642133963,0.16842705421032506
003670,POSCO_Future_M,2022-07-01,2015-01-02,150000,107500,0.3953488372093023,1926.97,2096.77,-0.0809817004249393,0.4763305376342416
003670,POSCO_Future_M,2022-04-01,2015-01-02,107000,119500,-0.10460251046025104,2088.88,2503.29,-0.16554614127807799,0.060943630817826944
003670,POSCO_Future_M,2022-01-01,2015-01-02,120500,144000,-0.16319444444444445,2515.99,2777.21,-0.09405842554218091,-0.06913601890226354
003670,POSCO_Future_M,2021-10-01,2015-01-02,144000,178000,-0.19101123595505617,2755.64,2762.01,-0.002306291432688638,-0.18870494452236752
003670,POSCO_Future_M,2021-07-01,2015-01-02,177000,144500,0.22491349480968859,2771.92,3057.05,-0.09326965538672907,0.31818315019641763
003670,POSCO_Future_M,2021-04-01,2015-01-02,144000,157000,-0.08280254777070063,3056.06,2916.4,0.04788780688520088,-0.1306903546559015
003670,POSCO_Future_M,2021-01-01,2015-01-02,155000,105000,0.47619047619047616,2902.81,2725.68,0.06498561826773507,0.4112048579227411
003670,POSCO_Future_M,2020-10-01,2015-01-02,104000,78091,0.33177959047777594,2725.2,2159.46,0.26198216220721837,0.06979742827055757
003670,POSCO_Future_M,2020-07-01,2015-01-02,78655,71522,0.09973155113112049,2158.75,1981.53,0.08943594091434398,0.01029561021677651
003670,POSCO_Future_M,2020-04-01,2015-01-02,70489,41109,0.7146853487070958,1959.45,1629.72,0.2023230984463589,0.5123622502607369
003670,POSCO_Future_M,2020-01-01,2015-01-02,41111,46506,-0.1160065367909517,1648.2,2014.65,-0.181892636438091,0.0658860996471393
003670,POSCO_Future_M,2019-10-01,2015-01-02,46226,41438,0.11554611709059318,2010.91,1853.41,0.08497849909086494,0.030567617999728236
003670,POSCO_Future_M,2019-07-01,2015-01-02,41439,50870,-0.18539414193041084,1853.6,1867.73,-0.007565333319055811,-0.17782880861135503
003670,POSCO_Future_M,2019-04-01,2015-01-02,50309,56597,-0.11110129512164955,1856.21,1851.95,0.002300278085261476,-0.11340157320691104
003670,POSCO_Future_M,2019-01-01,2015-01-02,56504,60539,-0.06665124960769091,1837.13,1732.45,0.060423100233773015,-0.12707434984146393
003670,POSCO_Future_M,2018-10-01,2015-01-02,59789,69269,-0.13685775743839235,1723.22,2000.17,-0.13846323062539687,0.0016054731870045191
003670,POSCO_Future_M,2018-07-01,2015-01-02,68518,41626,0.6460385336088021,1992.62,1987.8,0.0024247912264815054,0.6436137423823206
003670,POSCO_Future_M,2018-04-01,2015-01-02,41345,45241,-0.08611657567250945,1990.06,2120.68,-0.06159345115717595,-0.0245231245153335
003670,POSCO_Future_M,2018-01-01,2015-01-02,44537,37919,0.17452991903794932,2114.3,2196.95,-0.0376203372857824,0.21215025632373172
003670,POSCO_Future_M,2017-10-01,2015-01-02,37356,28533,0.30922090211334247,2191.53,2184.25,0.0033329518141239326,0.30588795029921856
003670,POSCO_Future_M,2017-07-01,2015-01-02,27829,14407,0.9316304574165336,2143.75,2077.18,0.03204825773404335,0.8995821996824902
003670,POSCO_Future_M,2017-04-01,2015-01-02,14407,14407,0.0,2072.82,1862.26,0.11306691869019372,-0.11306691869019372
003670,POSCO_Future_M,2017-01-01,2015-01-02,14407,11309,0.2739411088513573,1856.45,1706.07,0.08814409725275055,0.18579701159860676
003670,POSCO_Future_M,2016-10-01,2015-01-02,11263,10981,0.025680721245788178,1710.64,1676.87,0.020138710812406573,0.005542010433381605
003670,POSCO_Future_M,2016-07-01,2015-01-02,10934,9667,0.13106444605358436,1661.76,1560.02,0.06521711260112051,0.06584733345246385
003670,POSCO_Future_M,2016-04-01,2015-01-02,9714,10605,-0.08401697312588402,1555.47,1554.44,0.0006626180489436535,-0.08467959117482768
003670,POSCO_Future_M,2016-01-01,2015-01-02,10512,12812,-0.17951920074929753,1557.22,1504.23,0.03522732560845084,-0.21474652635774838
