주식 코드,주식 종목,시작 날짜,주식 날짜,종가,시가,주가 변화율,KOSPI 50 종가,KOSPI 50 시가,KOSPI 50 주가 변화율,시장초과수익률
018260,Samsung_SDS,2024-04-01,2015-01-02,148500,165300,-0.10163339382940109,2666.2,2628.3,0.01441996727922978,-0.11605336110863088
018260,Samsung_SDS,2024-01-01,2015-01-02,163500,168400,-0.029097387173396674,2607.13,2471.52,0.05486906842752643,-0.08396645560092311
018260,Samsung_SDS,2023-10-01,2015-01-02,170000,133500,0.27340823970037453,2483.32,2218.53,0.11935380634924925,0.1540544333511253
018260,Samsung_SDS,2023-07-01,2015-01-02,135200,122400,0.10457516339869281,2249.01,2354.61,-0.044848191420235155,0.14942335481892796
018260,Samsung_SDS,2023-04-01,2015-01-02,122900,117100,0.04953031596925705,2337.45,2231.23,0.04760602896160405,0.001924287007653
018260,Samsung_SDS,2023-01-01,2015-01-02,116000,124000,-0.06451612903225806,2220.92,1996.43,0.1124457156023502,-0.17696184463460826
018260,Samsung_SDS,2022-10-01,2015-01-02,123000,116000,0.0603448275862069,1983.7,1960.37,0.011900814642133963,0.04844401294407294
018260,Samsung_SDS,2022-07-01,2015-01-02,115000,131500,-0.12547528517110265,1926.97,2096.77,-0.0809817004249393,-0.044493584746163356
018260,Samsung_SDS,2022-04-01,2015-01-02,130000,138500,-0.061371841155234655,2088.88,2503.29,-0.16554614127807799,0.10417430012284333
018260,Samsung_SDS,2022-01-01,2015-01-02,138500,156000,-0.11217948717948718,2515.99,2777.21,-0.09405842554218091,-0.01812106163730627
018260,Samsung_SDS,2021-10-01,2015-01-02,156500,159000,-0.015723270440251572,2755.64,2762.01,-0.002306291432688638,-0.013416979007562934
018260,Samsung_SDS,2021-07-01,2015-01-02,160500,184500,-0.13008130081300814,2771.92,3057.05,-0.09326965538672907,-0.03681164542627907
018260,Samsung_SDS,2021-04-01,2015-01-02,185000,193500,-0.04392764857881137,3056.06,2916.4,0.04788780688520088,-0.09181545546401225
018260,Samsung_SDS,2021-01-01,2015-01-02,193500,179000,0.08100558659217877,2902.81,2725.68,0.06498561826773507,0.016019968324443704
018260,Samsung_SDS,2020-10-01,2015-01-02,178500,171500,0.04081632653061224,2725.2,2159.46,0.26198216220721837,-0.22116583567660614
018260,Samsung_SDS,2020-07-01,2015-01-02,169500,170500,-0.005865102639296188,2158.75,1981.53,0.08943594091434398,-0.09530104355364016
018260,Samsung_SDS,2020-04-01,2015-01-02,168500,147000,0.14625850340136054,1959.45,1629.72,0.2023230984463589,-0.05606459504499836
018260,Samsung_SDS,2020-01-01,2015-01-02,149500,194500,-0.23136246786632392,1648.2,2014.65,-0.181892636438091,-0.04946983142823291
018260,Samsung_SDS,2019-10-01,2015-01-02,194500,190500,0.02099737532808399,2010.91,1853.41,0.08497849909086494,-0.06398112376278095
018260,Samsung_SDS,2019-07-01,2015-01-02,190500,216000,-0.11805555555555555,1853.6,1867.73,-0.007565333319055811,-0.11049022223649974
018260,Samsung_SDS,2019-04-01,2015-01-02,215000,234500,-0.08315565031982942,1856.21,1851.95,0.002300278085261476,-0.0854559284050909
018260,Samsung_SDS,2019-01-01,2015-01-02,235000,205000,0.14634146341463414,1837.13,1732.45,0.060423100233773015,0.08591836318086113
018260,Samsung_SDS,2018-10-01,2015-01-02,204000,232000,-0.1206896551724138,1723.22,2000.17,-0.13846323062539687,0.017773575452983068
018260,Samsung_SDS,2018-07-01,2015-01-02,231000,200500,0.15211970074812967,1992.62,1987.8,0.0024247912264815054,0.14969490952164816
018260,Samsung_SDS,2018-04-01,2015-01-02,200500,258500,-0.22437137330754353,1990.06,2120.68,-0.06159345115717595,-0.16277792215036757
018260,Samsung_SDS,2018-01-01,2015-01-02,255500,200000,0.2775,2114.3,2196.95,-0.0376203372857824,0.3151203372857824
018260,Samsung_SDS,2017-10-01,2015-01-02,200000,170000,0.17647058823529413,2191.53,2184.25,0.0033329518141239326,0.1731376364211702
018260,Samsung_SDS,2017-07-01,2015-01-02,168500,184500,-0.08672086720867209,2143.75,2077.18,0.03204825773404335,-0.11876912494271544
018260,Samsung_SDS,2017-04-01,2015-01-02,184500,134500,0.37174721189591076,2072.82,1862.26,0.11306691869019372,0.25868029320571706
018260,Samsung_SDS,2017-01-01,2015-01-02,133500,141000,-0.05319148936170213,1856.45,1706.07,0.08814409725275055,-0.14133558661445267
018260,Samsung_SDS,2016-10-01,2015-01-02,139500,153500,-0.09120521172638436,1710.64,1676.87,0.020138710812406573,-0.11134392253879094
018260,Samsung_SDS,2016-07-01,2015-01-02,154000,143500,0.07317073170731707,1661.76,1560.02,0.06521711260112051,0.00795361910619656
018260,Samsung_SDS,2016-04-01,2015-01-02,143500,177000,-0.18926553672316385,1555.47,1554.44,0.0006626180489436535,-0.1899281547721075
018260,Samsung_SDS,2016-01-01,2015-01-02,175000,252000,-0.3055555555555556,1557.22,1504.23,0.03522732560845084,-0.3407828811640064
