주식 코드,주식 종목,시작 날짜,주식 날짜,종가,시가,주가 변화율,KOSPI 50 종가,KOSPI 50 시가,KOSPI 50 주가 변화율,시장초과수익률
066570,LG_Electronics,2024-04-01,2015-01-02,110900,95500,0.1612565445026178,2666.2,2628.3,0.01441996727922978,0.14683657722338803
066570,LG_Electronics,2024-01-01,2015-01-02,95100,101500,-0.06305418719211822,2607.13,2471.52,0.05486906842752643,-0.11792325561964465
066570,LG_Electronics,2023-10-01,2015-01-02,101800,98900,0.029322548028311426,2483.32,2218.53,0.11935380634924925,-0.09003125832093782
066570,LG_Electronics,2023-07-01,2015-01-02,100900,128200,-0.21294851794071762,2249.01,2354.61,-0.044848191420235155,-0.16810032652048246
066570,LG_Electronics,2023-04-01,2015-01-02,126700,116000,0.09224137931034483,2337.45,2231.23,0.04760602896160405,0.044635350348740783
066570,LG_Electronics,2023-01-01,2015-01-02,115300,87200,0.32224770642201833,2220.92,1996.43,0.1124457156023502,0.20980199081966813
066570,LG_Electronics,2022-10-01,2015-01-02,86500,79800,0.08395989974937343,1983.7,1960.37,0.011900814642133963,0.07205908510723946
066570,LG_Electronics,2022-07-01,2015-01-02,78600,89000,-0.11685393258426967,1926.97,2096.77,-0.0809817004249393,-0.03587223215933037
066570,LG_Electronics,2022-04-01,2015-01-02,88300,119500,-0.2610878661087866,2088.88,2503.29,-0.16554614127807799,-0.09554172483070861
066570,LG_Electronics,2022-01-01,2015-01-02,120500,139500,-0.13620071684587814,2515.99,2777.21,-0.09405842554218091,-0.04214229130369723
066570,LG_Electronics,2021-10-01,2015-01-02,138000,125500,0.099601593625498,2755.64,2762.01,-0.002306291432688638,0.10190788505818664
066570,LG_Electronics,2021-07-01,2015-01-02,127500,164000,-0.2225609756097561,2771.92,3057.05,-0.09326965538672907,-0.12929132022302703
066570,LG_Electronics,2021-04-01,2015-01-02,163500,154500,0.05825242718446602,3056.06,2916.4,0.04788780688520088,0.010364620299265138
066570,LG_Electronics,2021-01-01,2015-01-02,150000,136500,0.0989010989010989,2902.81,2725.68,0.06498561826773507,0.03391548063336383
066570,LG_Electronics,2020-10-01,2015-01-02,135000,91000,0.4835164835164835,2725.2,2159.46,0.26198216220721837,0.22153432130926515
066570,LG_Electronics,2020-07-01,2015-01-02,91700,64000,0.4328125,2158.75,1981.53,0.08943594091434398,0.343376559085656
066570,LG_Electronics,2020-04-01,2015-01-02,63200,48250,0.30984455958549223,1959.45,1629.72,0.2023230984463589,0.10752146113913333
066570,LG_Electronics,2020-01-01,2015-01-02,48200,71800,-0.3286908077994429,1648.2,2014.65,-0.181892636438091,-0.14679817136135187
066570,LG_Electronics,2019-10-01,2015-01-02,72100,67200,0.07291666666666667,2010.91,1853.41,0.08497849909086494,-0.012061832424198268
066570,LG_Electronics,2019-07-01,2015-01-02,67400,78400,-0.14030612244897958,1853.6,1867.73,-0.007565333319055811,-0.13274078912992376
066570,LG_Electronics,2019-04-01,2015-01-02,79300,75500,0.05033112582781457,1856.21,1851.95,0.002300278085261476,0.0480308477425531
066570,LG_Electronics,2019-01-01,2015-01-02,75100,63300,0.18641390205371247,1837.13,1732.45,0.060423100233773015,0.12599080181993946
066570,LG_Electronics,2018-10-01,2015-01-02,62300,71000,-0.12253521126760564,1723.22,2000.17,-0.13846323062539687,0.01592801935779123
066570,LG_Electronics,2018-07-01,2015-01-02,71000,83100,-0.14560770156438027,1992.62,1987.8,0.0024247912264815054,-0.14803249279086178
066570,LG_Electronics,2018-04-01,2015-01-02,83000,110000,-0.24545454545454545,1990.06,2120.68,-0.06159345115717595,-0.1838610942973695
066570,LG_Electronics,2018-01-01,2015-01-02,109500,106500,0.028169014084507043,2114.3,2196.95,-0.0376203372857824,0.06578935137028945
066570,LG_Electronics,2017-10-01,2015-01-02,106000,79700,0.3299874529485571,2191.53,2184.25,0.0033329518141239326,0.3266545011344332
066570,LG_Electronics,2017-07-01,2015-01-02,82400,80400,0.024875621890547265,2143.75,2077.18,0.03204825773404335,-0.007172635843496086
066570,LG_Electronics,2017-04-01,2015-01-02,80200,68400,0.17251461988304093,2072.82,1862.26,0.11306691869019372,0.0594477011928472
066570,LG_Electronics,2017-01-01,2015-01-02,67900,51800,0.3108108108108108,1856.45,1706.07,0.08814409725275055,0.22266671355806025
066570,LG_Electronics,2016-10-01,2015-01-02,51600,48200,0.07053941908713693,1710.64,1676.87,0.020138710812406573,0.05040070827473035
066570,LG_Electronics,2016-07-01,2015-01-02,47900,54500,-0.12110091743119267,1661.76,1560.02,0.06521711260112051,-0.18631803003231318
066570,LG_Electronics,2016-04-01,2015-01-02,53900,61900,-0.12924071082390953,1555.47,1554.44,0.0006626180489436535,-0.1299033288728532
066570,LG_Electronics,2016-01-01,2015-01-02,61600,53900,0.14285714285714285,1557.22,1504.23,0.03522732560845084,0.107629817248692
