,name,year,quarter,sector,Relative Return,실업률 변화율,차입부채 변화율,전체 주주 수 변화율,영업이익 변화율,자본총계 변화율,매출액 변화율,국제유가 변화율,이익잉여금 변화율,비유동자산 변화율,Label,Code
18,DL_Holdings,2020,Q1,건설,-0.19145807343458393,-0.00943396226415083,8.203942755165068e-19,-0.01808774268919522,0.43369233579807875,-0.04780246335357141,0.16631566601117764,0.20454187036744997,-0.05449619866870914,-0.06963706399193259,0.008475770750884765,000210
18,Hyundai_E&C,2020,Q1,건설,-0.16076285991038167,-0.00943396226415083,7.8200029399651915e-19,-0.01879185544368367,0.22075437944653153,-0.010269420336219914,0.16216094702293782,0.20454187036744997,0.0012689011754698498,0.06736129630499998,-0.15451139286181445,000720
18,KCC,2020,Q1,건설,-0.005733788207726714,-0.00943396226415083,-1.0760939252204118e-17,-0.016952248753688393,-1.3216758884258262,0.07362006252880915,-2.327754518389308,0.20454187036744997,0.07217050166430161,0.09531319810729844,0.0,002380
18,Hanil_Cement,2020,Q1,건설,-0.19274167084824007,-0.00943396226415083,1.0497124151378175e-17,-0.01797099699740734,8.1603442200768,0.011414569354347703,-0.01797099699740734,0.20454187036744997,0.0022914770636661697,0.10915488198391554,-0.031148671811592366,003300
18,Ssangyong_Cement,2020,Q1,건설,-0.14640386470224231,-0.00943396226415083,8.49538873990247e-19,-0.01796787644035147,0.5053834393970112,0.001730489541946434,0.2943306972398576,0.20454187036744997,-0.00449786570719346,-0.002756164094789293,-0.005216583020350357,003410
18,IS_Dongseo,2020,Q1,건설,0.022117497547486903,-0.00943396226415083,-2.1703536935668817e-19,-0.017984463907008363,-0.004690349637314739,0.026004114112722965,0.3130603952963201,0.20454187036744997,0.0197803829523302,0.14642164928927714,-0.12365461586586265,010780
18,Hyundai_Development_Company,2020,Q1,건설,-0.21779917879297925,-0.00943396226415083,-4.347216757868576e-18,-0.017991666415761998,-4.328541533270191,-0.0007781125470545103,-1.524447198302445,0.20454187036744997,-0.004161183652894307,-0.10348458371758529,-0.1313536088304095,012630
18,Samsung_Engineering,2020,Q1,건설,0.07188033063661697,-0.00943396226415083,-3.454336299991608e-19,-0.017908635136578033,-0.10494505370250518,-0.06707442035673017,-0.002587965180650187,0.20454187036744997,0.5112330766004649,0.005311071399480172,-0.27908323671547786,028050
18,Daewoo_E&C,2020,Q1,건설,-0.09200490639068178,-0.00943396226415083,2.596885636399518e-18,-0.01816284259984058,2.272607062072254,-0.04116695523320191,0.06992129096140853,0.20454187036744997,0.5619692354297146,-0.018013181038496917,-0.18342549043717485,047040
18,KEPCO_E&C,2020,Q1,건설,-0.16714850707527606,-0.00943396226415083,8.977864069018555e-19,-0.017972612344949068,0.7762263897220418,0.01955552955617712,0.5074731230502844,0.20454187036744997,0.019466497576520747,0.013120270504676235,-0.05436653107026443,052690
18,LG_Hausys,2020,Q1,건설,-0.1672573144711774,-0.00943396226415083,-0.017978889719195923,-0.017978889719196145,-52.70940170940171,-0.013413797204422373,0.09867742075365338,0.20454187036744997,-0.048794110180248706,0.012230319415282853,-0.15462096877673623,108670
