,name,year,quarter,sector,Relative Return,실업률 변화율,차입부채 변화율,전체 주주 수 변화율,영업이익 변화율,자본총계 변화율,매출액 변화율,국제유가 변화율,이익잉여금 변화율,비유동자산 변화율,Label,Code
26,DL_Holdings,2018,Q1,건설,0.01926660242157504,-0.01834862385321112,1.820319376131968e-17,-0.024324568978846717,13.84514439158824,-0.003429469192212764,0.1546523364338871,-0.08575762500677153,-0.008531300795124208,-0.01720123757771863,-0.054083825799083475,000210
26,Hyundai_E&C,2018,Q1,건설,-0.06417778249022668,-0.01834862385321112,-1.4985739448492219e-19,-0.02394572620522073,0.14500206713656205,0.04303284172851807,0.1721081888061784,-0.08575762500677153,0.0109658039454672,-0.02367863594793218,0.23307283422020741,000720
26,KCC,2018,Q1,건설,0.013457141439608678,-0.01834862385321112,-6.889998095327304e-19,-0.024608659834988167,-0.22967950008543347,-0.050848992555269756,0.08571430299646898,-0.08575762500677153,-0.0552996852683596,-0.06537821277723843,-0.059034308697823244,002380
26,Hanil_Cement,2018,Q1,건설,0.22750101260125938,-0.01834862385321112,9.452170543985748e-19,-0.02428236803403805,0.8144357670792872,0.01204944214633863,-0.05661218957726888,-0.08575762500677153,0.006096001242369309,0.010420451468628467,-0.20024820755942552,003300
26,Ssangyong_Cement,2018,Q1,건설,0.5565807946038591,-0.01834862385321112,1.0875806524098794e-18,-0.02428307652778261,0.7936993006332136,-0.009142901305711826,0.22629675258207382,-0.08575762500677153,-0.027179673826290163,-0.014503497814667421,0.3225245306061177,003410
26,IS_Dongseo,2018,Q1,건설,0.05348222089792272,-0.01834862385321112,9.4418531541482e-19,-0.024359827258336963,0.581473303241111,0.17460180264765357,0.43604926444254966,-0.08575762500677153,0.2959354431107787,-0.19201414999638944,-0.06990753894010235,010780
26,Hyundai_Development_Company,2018,Q1,건설,0.07366730375550985,-0.01834862385321112,2.101090018142314e-18,-0.0240186699383258,0.9825669705227119,0.9003645705830632,0.9874250911423673,-0.08575762500677153,0.07413811320141672,0.5041904192710133,0.03546965546487988,012630
26,Samsung_Engineering,2018,Q1,건설,0.12168212873588509,-0.01834862385321112,1.1669187733553158e-18,-0.024290703202131114,1.0417685348211976,-0.08972787300974838,-0.12453560172019662,-0.08575762500677153,0.6333366140580883,0.013078233743440304,0.46496874336015587,028050
26,Daewoo_E&C,2018,Q1,건설,-0.19643259807662394,-0.01834862385321112,2.457462959329472e-18,-0.024647695842434425,2.0054789052032547,0.059583136842037754,0.09409605068218241,-0.08575762500677153,-0.7936733569394501,-0.0029849214692663217,-0.06346403589156327,047040
26,KEPCO_E&C,2018,Q1,건설,0.2827402982812494,-0.01834862385321112,1.3187986808187551e-18,-0.024298691362672376,0.9523051957022061,0.01954735549122788,0.49087812673449827,-0.08575762500677153,0.01861714523706315,-0.012047147090343824,0.3753404205726616,052690
26,LG_Hausys,2018,Q1,건설,0.07782705983320885,-0.01834862385321112,-0.024340669512190383,-0.02434066951219016,-0.3929079566597351,0.016162805585604345,0.05981030121545039,-0.08575762500677153,0.047218155197657374,-0.011500455322578595,-0.1627843730886128,108670
