,name,year,quarter,sector,Relative Return,실업률 변화율,차입부채 변화율,전체 주주 수 변화율,영업이익 변화율,자본총계 변화율,매출액 변화율,국제유가 변화율,이익잉여금 변화율,비유동자산 변화율,Label,Code
28,DL_Holdings,2017,Q3,건설,-0.007322158991907302,-0.018181818181818077,5.724218401245627e-18,-0.03343458203898253,-0.19740660967938828,-0.025253118995087753,-0.05619273517496337,-0.04912421985101645,-0.027850920539118196,-0.08638699690624452,-0.11608341002438625,000210
28,Hyundai_E&C,2017,Q3,건설,-0.177158473141319,-0.018181818181818077,-5.67668244822132e-19,-0.0337934692714299,-0.3713081911685736,-0.0162684194179199,-0.02419434119070707,-0.04912421985101645,-0.01689500152429857,0.004480705171823418,-0.18105424542336637,000720
28,KCC,2017,Q3,건설,0.11694926823828232,-0.018181818181818077,-1.4758261687727329e-19,-0.033846065494147926,-0.09985137837336144,0.03257373292464216,-0.009309880169078966,-0.04912421985101645,-0.013276958693922536,0.036741109062945254,-0.15704019227178512,002380
28,Hanil_Cement,2017,Q3,건설,0.03128767802726294,-0.018181818181818077,2.759966427841425e-19,-0.03425435523846532,0.22897621578527472,-0.00928986800013809,0.061663353488212946,-0.04912421985101645,-0.015288171858353738,-0.17695179660021298,-0.007703534883720871,003300
28,Ssangyong_Cement,2017,Q3,건설,-0.11056180831368369,-0.018181818181818077,3.76019856324495e-19,-0.0342968303946376,0.320190501748958,-0.06991932248090738,0.1106518130104237,-0.04912421985101645,-0.0008613222888331773,-0.1418252525709467,-0.20030665165728573,003410
28,IS_Dongseo,2017,Q3,건설,-0.14360079656482488,-0.018181818181818077,-4.570322837298504e-20,-0.03422906427122396,-0.0129387812781534,-0.0633533976823204,0.053138811542937536,-0.04912421985101645,-0.10952294527167461,-0.013313247109586035,-0.2646237269624573,010780
28,Hyundai_Development_Company,2017,Q3,건설,0.04896873288633517,-0.018181818181818077,-2.3847159961535115e-19,-0.03424478630344918,-0.21768531298334848,-0.04178047600545054,0.004140131079441112,-0.04912421985101645,-0.04774872723556167,-0.004926659404400402,-0.25166523753867304,012630
28,Samsung_Engineering,2017,Q3,건설,-0.18853729933265295,-0.018181818181818077,3.412286166651118e-18,-0.034201746116955034,2.8984247601592705,0.04918686825960861,0.013735198637847779,-0.04912421985101645,1.3726019858627585,0.004111419056675336,-0.08769425210084027,028050
28,Daewoo_E&C,2017,Q3,건설,-0.061938976872261534,-0.018181818181818077,9.599566970770013e-19,-0.033714409335595885,0.7758539565880991,-0.021023892225438434,0.07350682221947136,-0.04912421985101645,2.5817981529532754,0.006923519294128377,-0.06710987155963297,047040
28,KEPCO_E&C,2017,Q3,건설,-0.3929107637061173,-0.018181818181818077,8.95078013219509e-19,-0.03424134286704006,0.7311837715114691,-0.01204274315388254,0.1600042547419247,-0.04912421985101645,-0.011951139889514018,0.007904942282547678,-0.1025162613065326,052690
28,LG_Hausys,2017,Q3,건설,-0.028638484261424096,-0.018181818181818077,-0.0342469787870614,-0.0342469787870614,0.1757141351322863,-0.02093813957242152,-0.03723974710268618,-0.04912421985101645,-0.06495504929253726,-0.035983970269181764,-0.20115490909090902,108670
