,name,year,quarter,sector,Relative Return,실업률 변화율,차입부채 변화율,전체 주주 수 변화율,영업이익 변화율,자본총계 변화율,매출액 변화율,국제유가 변화율,이익잉여금 변화율,비유동자산 변화율,Label,Code
21,DL_Holdings,2019,Q2,건설,-0.09540628087893688,-0.017241379310344973,-5.795279043118652e-19,-0.053493769799784374,-0.3025588469066365,-0.011124217700643202,-0.053251434093519956,-0.09107698802174014,-0.011620136696281147,-0.025820789985082637,0.19870841258541624,000210
21,Hyundai_E&C,2019,Q2,건설,-0.10470370741997502,-0.017241379310344973,-2.356403707682094e-19,-0.057984007469178867,-0.05759641482042532,-0.017750961939028143,-0.19118629057728875,-0.09107698802174014,-0.016660753379974746,0.0036005788868747057,0.0014120303622121855,000720
21,KCC,2019,Q2,건설,-0.01239581890266555,-0.017241379310344973,-2.22329206665236e-18,-0.05850552660017372,-1.074512440957791,0.019797643290889955,-0.13262146470118608,-0.09107698802174014,0.021583996869031008,-0.06527151422286392,-0.12489349814201989,002380
21,Hanil_Cement,2019,Q2,건설,0.0001475195266488344,-0.017241379310344973,1.5246432467835676e-18,-0.05878249853129147,1.042747079439251,-0.017774687942512468,-0.05878249853129125,-0.09107698802174014,-0.008557792771527462,0.0038919479906682763,-0.03499400635018524,003300
21,Ssangyong_Cement,2019,Q2,건설,-0.03875290247810472,-0.017241379310344973,-4.232574011330274e-18,-0.0587351530496556,-3.0348630475472156,0.01356774392738791,-0.24679549393955824,-0.09107698802174014,0.019790214128871386,0.010565992090062148,-0.02734941677236982,003410
21,IS_Dongseo,2019,Q2,건설,-0.025387783394467858,-0.017241379310344973,7.909468205135595e-19,-0.058805850031734996,0.5373157783277327,-0.022325116827000002,0.1657384441215224,-0.09107698802174014,-0.02785550073099441,-0.141833697949308,0.234160280500943,010780
21,Hyundai_Development_Company,2019,Q2,건설,0.04551811859423547,-0.017241379310344973,1.0652845022600357e-18,-0.0587496889038579,0.7530666683214442,-0.00281492432868502,0.47732448034622155,-0.09107698802174014,-0.001705474545304897,-0.027278401729333712,-0.19725914372976805,012630
21,Samsung_Engineering,2019,Q2,건설,-0.1376763008329698,-0.017241379310344973,-4.6502720163655925e-20,-0.05851543662343883,0.13223257524543075,-0.03807119723666896,-0.19093217164507714,-0.09107698802174014,-4.876805812830109,0.013013515244025275,0.0684859520600679,028050
21,Daewoo_E&C,2019,Q2,건설,-0.11603407453735243,-0.017241379310344973,9.347447686438106e-20,-0.0583088908780649,0.10911902351124525,-0.025028016485920457,-0.1050070323280401,-0.09107698802174014,0.9640309499951016,-0.04614706093039178,-0.024290494362390166,047040
21,KEPCO_E&C,2019,Q2,건설,0.08683304353289728,-0.017241379310344973,1.958552353272358e-19,-0.05879076602428612,0.2340779612682531,-0.005275123276315297,-0.1897904674338362,-0.09107698802174014,-0.00521433575131014,-0.016017560622261673,-0.14230105949744448,052690
21,LG_Hausys,2019,Q2,건설,0.022580558595052487,-0.017241379310344973,-0.058784257347151536,-0.058784257347151536,-3.1202111024237684,-0.028632753073461803,-0.10447932588977427,-0.09107698802174014,-0.09840041450320247,-0.0036786480425594625,0.01979748637555478,108670
