,name,year,quarter,sector,Relative Return,실업률 변화율,차입부채 변화율,전체 주주 수 변화율,영업이익 변화율,자본총계 변화율,매출액 변화율,국제유가 변화율,이익잉여금 변화율,비유동자산 변화율,Label,Code
30,DL_Holdings,2017,Q1,건설,0.04621552129814459,-0.0277777777777779,-1.9484515329690755e-18,-0.056696033711562954,-0.9234322178468932,-0.019056637178026525,0.012470503480171757,-0.09135267010029824,-0.031448559559055234,0.005352721665481286,-0.15722850962966564,000210
30,Hyundai_E&C,2017,Q1,건설,0.08024371373992047,-0.0277777777777779,7.55199271644554e-19,-0.0562049150508559,0.5851778118793174,0.018102981426459608,0.2149619452472773,-0.09135267010029824,-0.00424855820259018,0.016473666307399215,0.072059354550716,000720
30,KCC,2017,Q1,건설,-0.09180006004576664,-0.0277777777777779,-1.4793740641837243e-18,-0.05711339495743872,-0.8631011566916738,-0.009395888795514118,0.09665704410147802,-0.09135267010029824,0.01093788491599601,-0.023532213857815343,-0.09435095563487861,002380
30,Hanil_Cement,2017,Q1,건설,0.0008778690431122383,-0.0277777777777779,1.1077876716034456e-18,-0.057469741038079336,0.9460227189148177,0.006673519763493174,0.16746392158309653,-0.09135267010029824,0.0063019927753203975,0.00013890599180688135,0.24724667222001817,003300
30,Ssangyong_Cement,2017,Q1,건설,-0.1102577500943038,-0.0277777777777779,1.2565033388763456e-18,-0.057484645091469444,0.32639401639076115,-0.0611770923647037,0.38640329868723866,-0.09135267010029824,-0.5376793536105042,0.022437944698638357,-0.10500396362761073,003410
30,IS_Dongseo,2017,Q1,건설,-0.20496785292827566,-0.0277777777777779,1.117653470356942e-19,-0.057439535196060154,0.12545532823061978,-0.0036085964294227946,0.21558788738794699,-0.09135267010029824,-0.012493605228186766,-0.049047216872258215,-0.07405449392552332,010780
30,Hyundai_Development_Company,2017,Q1,건설,-0.13915630170728932,-0.0277777777777779,-5.789987191554216e-20,-0.05742119696680481,-0.14823294173855395,0.016476078147299122,0.21342710021035916,-0.09135267010029824,-0.019118789542494907,-0.02337098196810561,-0.1873818534430859,012630
30,Samsung_Engineering,2017,Q1,건설,-0.05261795226629698,-0.0277777777777779,1.3203101101057667e-18,-0.057302029164528534,1.102946485252248,-0.01443182699116563,0.13282069324617796,-0.09135267010029824,1.0265786114867412,-0.0008870942287031447,0.16577495877659887,028050
30,Daewoo_E&C,2017,Q1,건설,-0.20817670802666563,-0.0277777777777779,1.4938139979920407e-18,-0.05695519261902304,1.302057465432158,-0.0874204819150739,0.014062957848837265,-0.09135267010029824,0.5458838917253431,0.019868539318792733,0.3342177682426183,047040
30,KEPCO_E&C,2017,Q1,건설,-0.1864094666473553,-0.0277777777777779,1.1535479027964354e-18,-0.05748250030283253,0.9363686623144778,-0.02569922105800382,0.3525281139830606,-0.09135267010029824,-0.025571515997392602,-0.0019982630782395816,0.08944950053648719,052690
30,LG_Hausys,2017,Q1,건설,-0.0904981365980942,-0.0277777777777779,-0.057496968725635256,-0.057496968725635256,0.16077859460102983,0.005208327807420199,0.014860554858972308,-0.09135267010029824,0.01659106937894983,-0.04735327286501834,-0.02119179615132112,108670
