,name,year,quarter,sector,Relative Return,실업률 변화율,차입부채 변화율,전체 주주 수 변화율,영업이익 변화율,자본총계 변화율,매출액 변화율,국제유가 변화율,이익잉여금 변화율,비유동자산 변화율,Label,Code
6,DL_Holdings,2023,Q1,건설,0.0037464237313656785,0.05813953488372092,-1.2638416495064274e-17,-0.0,-7.732858770467139,-0.02256646130361628,-4.259523079211761,0.08337411073888668,-0.012220418857342707,-0.00014259258833293487,-0.1852170317877591,000210
6,Hyundai_E&C,2023,Q1,건설,-0.09972903958822289,0.05813953488372092,-1.4668096443802872e-18,-0.0,-0.8335698517817722,-0.024023976590170193,0.01729184712159515,0.08337411073888668,-0.00843962804605547,0.001818906475307025,-0.062469385703469535,000720
6,KCC,2023,Q1,건설,-0.1467304654836013,0.05813953488372092,-5.572939066171628e-19,-0.0,-0.28780972362467283,-0.0010878350200227427,0.04645368327920463,0.08337411073888668,-0.0008976132768978573,0.00415964325970597,-0.019161767674376287,002380
6,Hanil_Cement,2023,Q1,건설,-0.05265751715533383,0.05813953488372092,2.730376346256295e-17,-0.0,18.69027945150808,-0.017846765467375514,0.06496393303471049,0.08337411073888668,-0.0077095544006846595,0.0001131655324800862,-0.04019447921803673,003300
6,Ssangyong_Cement,2023,Q1,건설,-0.039014538741557456,0.05813953488372092,1.3895245240234854e-18,-0.0,1.0554335248739495,0.016199243068335756,0.2679756342978762,0.08337411073888668,0.016908564171304263,-0.0025137711492919657,-0.026410260216426423,003410
6,IS_Dongseo,2023,Q1,건설,-0.10135881585663253,0.05813953488372092,6.177493077225214e-18,-0.0,-0.238371402801274,-0.10314021029465614,0.011512145004196173,0.08337411073888668,-0.14235988383400855,-0.15060052775134225,0.3455817225156118,010780
6,Hyundai_Development_Company,2023,Q1,건설,-0.08957836657618325,0.05813953488372092,7.847706103059729e-18,-0.0,-8.068194290883422,-0.009342238041155637,-2.877202602129981,0.08337411073888668,-0.008224004114744776,0.021754637966279078,0.13412290385847042,012630
6,Samsung_Engineering,2023,Q1,건설,-0.04532751091703065,0.05813953488372092,1.84591606407201e-18,-0.0,0.14001033147404618,-0.23462048488525622,0.1186475690746629,0.08337411073888668,-0.586391631026042,0.028440615993327922,0.2970220324478141,028050
6,Daewoo_E&C,2023,Q1,건설,-0.018137974571275115,0.05813953488372092,-3.3955838033038126e-18,-0.0,-2.2441467109111657,-0.0342861507551504,0.09018522558669995,0.08337411073888668,-0.09928360939628966,0.0005707573505333574,-0.13992992895348647,047040
6,KEPCO_E&C,2023,Q1,건설,-0.04713861332381898,0.05813953488372092,4.340339230100727e-19,-0.0,0.264664238609994,0.01911002024946129,0.4419343066499697,0.08337411073888668,0.019035625105794596,0.038912775887184226,0.26170778602361144,052690
6,LG_Hausys,2023,Q1,건설,-0.06997353447135114,0.05813953488372092,0.06495154199164055,-0.0,2.4744897959183674,-0.005602967936691572,0.053530558840883424,0.08337411073888668,-0.07856796065269256,0.009405656386191397,-0.03406298887602008,108670
