,name,year,quarter,sector,Relative Return,실업률 변화율,차입부채 변화율,전체 주주 수 변화율,영업이익 변화율,자본총계 변화율,매출액 변화율,국제유가 변화율,이익잉여금 변화율,비유동자산 변화율,Label,Code
14,DL_Holdings,2021,Q1,건설,-0.19171648502920763,-0.016000000000000014,-4.7851885825784125e-18,-0.0,0.9877566644656246,-0.21501002569757688,1.0020761368179334,-0.3732219462632649,-0.07629522985208492,0.07226056862978081,0.0,000210
14,Hyundai_E&C,2021,Q1,건설,-0.01708878316741569,-0.016000000000000014,-4.3098717175470574e-18,-0.0,-2.751122964626614,-0.019745269450818892,0.0003179696131268006,-0.3732219462632649,-0.01282270813638875,-0.019909211393017934,0.09212303643780705,000720
14,KCC,2021,Q1,건설,0.08634380928214963,-0.016000000000000014,-3.31136190709958e-19,-0.0,0.006602205007915751,-0.02246055016054016,-0.26217025988814857,-0.3732219462632649,0.14635272304969416,-0.04304462207483617,0.13696040038348412,002380
14,Hanil_Cement,2021,Q1,건설,-0.022731695163885124,-0.016000000000000014,1.970407149395353e-16,-0.0,103.52075373708182,-0.0128588659892106,-0.07230499299499571,-0.3732219462632649,-0.00600766281098597,0.0010476071804700338,0.09893387426778878,003300
14,Ssangyong_Cement,2021,Q1,건설,-0.2218557259566204,-0.016000000000000014,1.0067475285911603e-18,-0.0,0.558862072467724,-0.0026078134634544003,0.2157149760902477,-0.3732219462632649,-0.4048415227445543,-0.007680930309888145,0.07898911248897565,003410
14,IS_Dongseo,2021,Q1,건설,0.023381933884508543,-0.016000000000000014,1.8135540472889416e-19,-0.0,0.26651060003772964,0.016979720611977278,0.10351426645102324,-0.3732219462632649,0.027496211413568727,-0.056892307419713406,-0.019445783931523575,010780
14,Hyundai_Development_Company,2021,Q1,건설,-0.21474077549515752,-0.016000000000000014,-1.1673719960128495e-17,-0.0,-7.586801519021959,-0.01344763479754163,-2.479260199759765,-0.3732219462632649,-0.005217793206599541,0.0035795170495889206,-0.05660263532066527,012630
14,Samsung_Engineering,2021,Q1,건설,-0.0012694350677230348,-0.016000000000000014,-5.710790885318142e-19,-0.0,-0.3090132373985861,-0.05382195444698179,0.0977198198749546,-0.3732219462632649,-0.048333029099283165,-0.0011796613124759325,-0.016882106609357093,028050
14,Daewoo_E&C,2021,Q1,건설,0.5327525343520699,-0.016000000000000014,-5.799690739709581e-19,-0.0,-1.616193639245818,-0.06892776837191739,0.057092996679121266,-0.3732219462632649,-1.4145155200586856,0.024199983492721344,0.19347637386148292,047040
14,KEPCO_E&C,2021,Q1,건설,-0.17537542386565494,-0.016000000000000014,1.1507978332451972e-18,-0.0,0.9635707167279166,0.014146961628849097,0.49140475261854943,-0.3732219462632649,0.01406995126106958,0.01831916072230866,0.18165097703608613,052690
14,LG_Hausys,2021,Q1,건설,0.10883091270495482,-0.016000000000000014,-0.07230279803691708,-0.0,-1.8490826840914805,-0.03426907727135342,0.07440668904058767,-0.3732219462632649,-0.183418440377356,-0.02007847663800355,0.014479580735083708,108670
