,name,year,quarter,sector,Relative Return,실업률 변화율,차입부채 변화율,전체 주주 수 변화율,영업이익 변화율,자본총계 변화율,매출액 변화율,국제유가 변화율,이익잉여금 변화율,비유동자산 변화율,Label,Code
12,DL_Holdings,2021,Q3,건설,-0.14639707310796124,0.1504424778761062,3.206486279490878e-21,-0.0,0.23927399922491577,0.002089349424848286,0.05718663890455722,-0.06736077481840197,0.001180121833060599,0.003138432443374972,0.037025635088381484,000210
12,Hyundai_E&C,2021,Q3,건설,0.26661007939596815,0.1504424778761062,-5.39416803720424e-18,-0.0,-4.391591182784439,-0.025269856708739047,-0.012737583524205398,-0.06736077481840197,-0.014019839505883924,0.000436338650939061,-0.017194248395717898,000720
12,KCC,2021,Q3,건설,0.3969677504939712,0.1504424778761062,-6.865737570220892e-19,-0.0,-0.23672089056472267,0.050342710346149344,0.016390118905230455,-0.06736077481840197,0.054686204898651725,0.04999830607096378,0.30763056150133017,002380
12,Hanil_Cement,2021,Q3,건설,0.009676477148750036,0.1504424778761062,-2.681357815586991e-18,-0.0,-1.8009717824059446,0.0015726483434659322,-0.06935609157716272,-0.06736077481840197,0.0002287404755040301,-0.00888435987570868,0.1113676089856966,003300
12,Ssangyong_Cement,2021,Q3,건설,0.030609741004404785,0.1504424778761062,8.382385189492699e-21,-0.0,0.032008266128191964,-0.004250425746968878,-0.07687028685986363,-0.06736077481840197,-0.004753025310865189,-0.037374266331414496,0.04033426637883784,003410
12,IS_Dongseo,2021,Q3,건설,0.021805608882842685,0.1504424778761062,1.7062391574393537e-17,-0.0,-0.04407527476772488,-0.027354894699659793,0.06681210853829833,-0.06736077481840197,-0.04088424311215433,-0.012500592470208849,-0.15262677462442514,010780
12,Hyundai_Development_Company,2021,Q3,건설,0.09871177299748737,0.1504424778761062,-5.785662134254658e-19,-0.0,-0.958627494164509,-0.004721235113633426,0.13012336345166864,-0.06736077481840197,-0.003341822094034441,-0.016576407025364226,-0.06794833830664455,012630
12,Samsung_Engineering,2021,Q3,건설,0.636646598282136,0.1504424778761062,1.3093220776388032e-20,-0.0,0.0014473740520152267,-0.030703607900223195,0.00665280293585091,-0.06736077481840197,-0.12544780952420154,0.011741689882189266,0.15270366105099153,028050
12,Daewoo_E&C,2021,Q3,건설,0.13772042236541818,0.1504424778761062,3.6563720483555644e-19,-0.0,0.3334425770379916,-0.018190865236864306,0.021616531956468732,-0.06736077481840197,-0.09826027933367243,-0.014783588738899178,-0.06717621206400388,047040
12,KEPCO_E&C,2021,Q3,건설,1.1103415612439778,0.1504424778761062,-1.347758765461355e-17,-0.0,-9.760663906447716,0.0016419292380671635,-0.17726285674076903,-0.06736077481840197,0.0016264079805367038,-0.024330035428524077,0.05025425118307366,052690
12,LG_Hausys,2021,Q3,건설,0.16268100799268034,0.1504424778761062,-0.06936257101495658,-0.0,0.6371803424505226,-0.003641874658175004,0.04143946654569719,-0.06736077481840197,-0.026776272306675564,-0.016413806810653186,-0.11450910205967686,108670
