,name,year,quarter,sector,Relative Return,매출액 변화율,기타 변화율,비유동자산 변화율,유동부채 변화율,특정 증권 등 소유 수 변화율,자본총계 변화율,영업이익 변화율,국제유가 변화율,전체 주주 수 변화율,Label,Code
5,CJ_Logistics,2023,Q2,운송·창고,-0.2592854945235631,-0.061911959852647414,-0.0,-0.005514680835832841,0.1517075812087494,0.9986004870492787,-0.0032949348494932806,-0.23102451755927245,0.03519218134034163,-0.0,-0.09070208552509432,000120
5,Korean_Air,2023,Q2,운송·창고,-0.08856049228993215,-0.10622919965979638,-0.0,0.0077360316693352305,0.0067658127024090575,-0.0,-0.039418659743064355,-0.12768012442475696,0.03519218134034163,-0.0,0.006133767606655141,003490
5,Hyundai_Merchant_Marine,2023,Q2,운송·창고,-0.047774151913988504,-0.022741059490137605,-0.0,-0.012631004155657655,0.2714377737646143,0.9999642692999505,-0.026927039864198088,0.4894026137321259,0.03519218134034163,-0.0,-0.12168247768195706,011200
5,Hyundai_Glovis,2023,Q2,운송·창고,-0.13884452023467495,-0.03446682947957336,0.0,-0.011898648693324354,0.14546729816625825,-1.0833333333333335,-0.04147007435597838,0.16854742071918627,0.03519218134034163,-0.0,0.1922518709852148,086280
