,name,year,quarter,sector,Relative Return,매출액 변화율,기타 변화율,비유동자산 변화율,유동부채 변화율,특정 증권 등 소유 수 변화율,자본총계 변화율,영업이익 변화율,국제유가 변화율,전체 주주 수 변화율,Label,Code
16,CJ_Logistics,2020,Q3,운송·창고,-0.033428838749814255,-0.015411429113952657,-0.0,-0.012402360723750894,-0.08749245367750902,-0.12083256800557418,-0.006096308022309316,0.10446274476560358,-0.464159945473134,-0.12083256800557418,0.030376393366391183,000120
16,Korean_Air,2020,Q3,운송·창고,-0.06812910444484338,0.08284892343061911,-0.0,0.02018509542097202,0.03511119704631849,-0.14468622309009294,-0.3052124953664406,0.948871181541263,-0.464159945473134,-0.16051487628928363,-0.028045700055831374,003490
16,Hyundai_Merchant_Marine,2020,Q3,운송·창고,0.3058121017365137,-0.2575140383671666,-0.12069922546840384,-0.08468473157248257,-0.24209059107947106,-0.12244025684238236,0.027060703582955536,-1.0797199604291912,-0.464159945473134,-0.124245080236848,0.42485340868950916,011200
16,Hyundai_Glovis,2020,Q3,운송·창고,-0.05275964083375423,-0.010437523742913513,0.0,-0.0005153298032249953,-0.3312919177212166,-0.12099741455875135,-0.03083865284893128,0.026324204553703767,-0.464159945473134,-0.12099741455875135,0.3187464371897273,086280
