,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,1인평균급여 변화율,기초 소유 주식 수 변화율,금리 변화율,국제유가 변화율,증자주식수 변화율,Label,Code
28,경방,2017,Q4,경기소비재,0.041282164991423786,0.0057646738553798205,0.17463232408846197,7.474921813709729,0.094065934065934,0.18077144502014986,0.0,0.0378657636253889,000050
28,하이트진로,2017,Q4,생활소비재,-0.07153284189618661,-0.08639129683563473,0.09770110717003799,-0.07321597918245193,0.094065934065934,0.18077144502014986,0.0,-0.04948171985198782,000080
28,유한양행,2017,Q4,헬스케어,0.15012014823915726,0.140117347978977,0.031711555169417815,0.0,0.094065934065934,0.18077144502014986,0.0586500438297457,0.04101083704832133,000100
28,CJ대한통운,2017,Q4,산업재,-0.041479917630222414,-0.08563769012400402,0.07451223896205761,0.0,0.094065934065934,0.18077144502014986,0.0,0.2566929321227336,000120
28,두산,2017,Q4,산업재,-0.12720228105803708,-0.027868032113965047,0.023140662894098663,0.0,0.094065934065934,0.18077144502014986,-0.8842171717171717,0.11144460111392289,000150
28,대림산업,2017,Q4,건설,-0.11154265413313096,0.002911065434586524,-0.14013605442176869,0.13382842728644007,0.094065934065934,0.18077144502014986,-0.08093468978740659,0.2129153988623319,000210
28,일동제약,2017,Q4,헬스케어,0.006155543183324279,0.08063768881528222,-0.22407282000597883,-0.723946184472134,0.094065934065934,0.18077144502014986,-0.19434477080153123,-0.0034007412722550645,000230
28,한국타이어월드와이드,2017,Q4,경기소비재,0.001746463831453167,-0.12252292037811086,-0.01449275362318836,0.0,0.094065934065934,0.18077144502014986,0.0,-0.012265028214992585,000240
28,기아차,2017,Q4,경기소비재,-0.07666297878411757,-0.026185202775347194,-0.01764705882352946,0.0,0.094065934065934,0.18077144502014986,0.0,0.08011154772467985,000270
28,조선내화,2017,Q4,철강_소재,0.017869906518189704,0.008333428893916306,-0.012820512820512775,0.0005228938803427674,0.094065934065934,0.18077144502014986,0.0,0.007037621851439391,000480
28,동아쏘시오홀딩스,2017,Q4,헬스케어,0.0943149267201811,-0.13420619461380912,0.30405405405405395,0.0,0.094065934065934,0.18077144502014986,-0.11356795687694743,-0.12669692296768342,000640
28,SK하이닉스,2017,Q4,정보기술,0.03934534420141787,-0.0037806748874438245,-0.11996631244669265,-3.392926666290208e-05,0.094065934065934,0.18077144502014986,0.0,0.038442663684447834,000660
28,영풍,2017,Q4,철강_소재,-0.05246661892109041,-0.04146110859720187,0.0553885556379321,-0.0014608646116192059,0.094065934065934,0.18077144502014986,0.0,-0.027564313265343393,000670
28,현대건설,2017,Q4,건설,0.20833757687430982,0.17236644620281938,0.027684563758389347,0.0,0.094065934065934,0.18077144502014986,-0.08093468973030116,0.6705387223024034,000720
28,한화,2017,Q4,에너지_화학,0.004338731502128559,0.027411424568363207,0.062295081967213006,-0.17311317282150296,0.094065934065934,0.18077144502014986,0.0,0.06330808721003921,000880
28,CJ,2017,Q4,생활소비재,-0.14833598925198915,0.0028788058968145513,0.058394160583941535,0.0,0.094065934065934,0.18077144502014986,0.0837207925049599,0.06456432208947764,001040
28,LG상사,2017,Q4,산업재,-0.011568343910626756,0.06450744740088243,0.22482014388489202,-0.04347826086956519,0.094065934065934,0.18077144502014986,0.0,0.11946540445227934,001120
28,동국제강,2017,Q4,철강_소재,-0.0005269813131925025,-0.01324960127948982,0.08823529411764697,0.002322083919968465,0.094065934065934,0.18077144502014986,-0.19200573226762507,0.08776384366769185,001230
28,세아베스틸,2017,Q4,철강_소재,-0.10925485369160348,0.06292900491984033,0.09322033898305082,0.0,0.094065934065934,0.18077144502014986,0.0,0.05553319362687495,001430
28,대상,2017,Q4,생활소비재,0.12800909009407943,-0.15705985219353136,0.38032786885245895,-0.09050274107379774,0.094065934065934,0.18077144502014986,-0.7621894860496903,0.02797127356775445,001680
28,SK네트웍스,2017,Q4,경기소비재,-0.037047728087738756,0.0,0.21296296296296302,0.004003532535812537,0.094065934065934,0.18077144502014986,0.0,-0.07950933387604228,001740
28,오리온,2017,Q4,생활소비재,-0.011359168765704857,4.88244115995303,-0.4522821576763485,0.14669387142267287,0.094065934065934,0.18077144502014986,61252.573406778356,-0.10431789820217621,001800
28,고려제강,2017,Q4,철강_소재,-0.002723470692834566,-0.05367139942983601,0.08226554253570817,0.0,0.094065934065934,0.18077144502014986,0.0,-0.030799811837928508,002240
28,넥센타이어,2017,Q4,경기소비재,0.05585901794400728,-0.2545502074959971,0.16993464052287588,0.013875218288617264,0.094065934065934,0.18077144502014986,-0.08155080213903743,0.017348574372646194,002350
28,KCC,2017,Q4,건설,-0.10068709323209238,-0.04167807683702307,-0.06499586804546753,-0.15851788804982925,0.094065934065934,0.18077144502014986,0.0,0.12443459816796966,002380
28,아모레G,2017,Q4,생활소비재,-0.02698996648868756,-0.07948491832839977,-0.35365853658536583,0.19804835155482348,0.094065934065934,0.18077144502014986,0.0,-0.1360954223272263,002790
28,한국쉘석유,2017,Q4,에너지_화학,-0.08284949576450643,0.00578653959948916,0.029986393494918717,0.0,0.094065934065934,0.18077144502014986,0.0,-0.023045268565260596,002960
28,부광약품,2017,Q4,헬스케어,0.21154135619159697,0.22491468333187759,0.08364670741062796,0.20061103489616627,0.094065934065934,0.18077144502014986,0.6443166581622548,0.09088692464583024,003000
28,세아제강,2017,Q4,철강_소재,-0.01768133366025288,0.014244395467206461,0.1454545454545455,0.01323065172090665,0.094065934065934,0.18077144502014986,-0.08093468978738616,0.10013072101741091,003030
28,일신방직,2017,Q4,경기소비재,-0.019008492860209676,1.2956138544026863,0.03046310147095488,-0.003269113381012767,0.094065934065934,0.18077144502014986,-0.5,-0.0373970022440144,003200
28,태광산업,2017,Q4,에너지_화학,0.08177849142445637,0.17150999241701514,0.12222222222222223,0.15328494434768314,0.094065934065934,0.18077144502014986,0.0,0.09555502598554942,003240
28,한일시멘트,2017,Q4,건설,-0.1328015080024008,-0.030996977074147725,0.06852811509010759,0.029310477427514137,0.094065934065934,0.18077144502014986,-0.08093468978739393,0.6821430087532918,003300
28,대한항공,2017,Q4,산업재,0.12563477305901172,0.30757908047268034,0.06821439007188745,0.17504505270044768,0.094065934065934,0.18077144502014986,0.0,0.035916696981945904,003490
28,영진약품,2017,Q4,헬스케어,-0.07525126211915237,0.01561352775050251,0.09375,0.0,0.094065934065934,0.18077144502014986,-0.2916487118371873,0.025803151741293075,003520
28,LG,2017,Q4,정보기술,0.07277934922619968,0.041692593851780924,0.10346321388173574,-0.0066480052467240425,0.094065934065934,0.18077144502014986,-0.08093468978562013,-0.07444355270467415,003550
28,S&T중공업,2017,Q4,산업재,-0.013550251049301458,-0.23150858954384546,0.2010777257786629,0.0,0.094065934065934,0.18077144502014986,0.0,-0.15424360008349078,003570
28,쌍용차,2017,Q4,경기소비재,-0.020711474915769197,0.0,-0.006993006993006978,0.0,0.094065934065934,0.18077144502014986,-0.8015102451523475,-0.00582287103757566,003620
28,남양유업,2017,Q4,생활소비재,0.05408139316911795,0.06922857550263806,0.07035281819739003,0.0,0.094065934065934,0.18077144502014986,-0.08093468978740881,-0.005378676854668178,003920
28,삼성정밀화학,2017,Q4,에너지_화학,0.6170959943792216,0.02310722083593264,0.027210884353741527,0.0,0.094065934065934,0.18077144502014986,0.0,-0.09312503059153686,004000
28,현대제철,2017,Q4,철강_소재,-0.05167098592746001,0.0,-0.02777777777777779,-0.15498598504012873,0.094065934065934,0.18077144502014986,0.0,0.3402138495149612,004020
28,한솔홀딩스,2017,Q4,경기소비재,-0.15442420595960327,0.0419860248568118,-0.09027777777777779,2.1390349492149494,0.094065934065934,0.18077144502014986,0.0,0.09069617615827853,004150
28,신세계,2017,Q4,경기소비재,0.5130793044325864,0.1880643399473052,0.09174311926605494,0.25,0.094065934065934,0.18077144502014986,0.0,0.15462042625691982,004170
28,농심,2017,Q4,생활소비재,-0.06061892920748812,0.0662275986444949,0.03852310762769995,-0.19999999999999996,0.094065934065934,0.18077144502014986,0.0,0.05797105464624123,004370
28,세방전지,2017,Q4,경기소비재,0.03288116412783011,-0.20907926359425388,0.11099934544894485,0.0,0.094065934065934,0.18077144502014986,0.0,0.02252133201337013,004490
28,조광피혁,2017,Q4,경기소비재,0.0026496563404850917,-0.3042739175507946,-0.08093468978741558,0.15834232341251653,0.094065934065934,0.18077144502014986,0.0,-0.00684497401445058,004700
28,한솔테크닉스,2017,Q4,정보기술,-0.2565304325228945,1010.0753649784957,0.08455840995612807,0.0,0.094065934065934,0.18077144502014986,0.0,0.010298365668419143,004710
28,효성,2017,Q4,에너지_화학,0.0075482842331564964,0.03327387054204278,-0.01526717557251911,0.04594204426755355,0.094065934065934,0.18077144502014986,-0.08093468978735396,0.1231279647584066,004800
28,삼광글라스,2017,Q4,철강_소재,0.1914579202423202,-0.08093468978740836,-0.010182042579450767,0.0,0.094065934065934,0.18077144502014986,-0.08093468978740848,-0.033373232376618975,005090
28,빙그레,2017,Q4,생활소비재,0.024961978726841277,0.06904950050539838,0.1368559274211052,0.21586744678473502,0.094065934065934,0.18077144502014986,0.0,0.048984254228570764,005180
28,롯데칠성,2017,Q4,생활소비재,0.0,0.0,-0.04069767441860461,-0.12185606433808249,0.094065934065934,0.18077144502014986,-0.27799692232177253,0.034072599802839096,005300
28,현대차,2017,Q4,경기소비재,-0.04329772808773875,-0.015106298930751771,-0.02352941176470591,0.10012191567246931,0.094065934065934,0.18077144502014986,0.0,0.03813772494748714,005380
28,현대그린푸드,2017,Q4,생활소비재,-0.022020781458245577,0.06439644781079634,0.013826871849907052,0.19997718272125709,0.094065934065934,0.18077144502014986,0.0,0.09398526413280744,005440
28,POSCO,2017,Q4,철강_소재,0.08341217757263861,0.0,0.0,0.20264817094088627,0.094065934065934,0.18077144502014986,0.0,0.13645240657106558,005490
28,삼립식품,2017,Q4,생활소비재,-0.14903348758140963,0.050382153765160975,-0.9992148725383593,7.969673879659744e-05,0.094065934065934,0.18077144502014986,0.0,-0.046527513696990264,005610
28,크라운제과,2017,Q4,생활소비재,-0.20175310955912837,-0.07941742153914544,-0.06027055475420062,9.0,0.094065934065934,0.18077144502014986,-0.5056827649597788,0.3741074069379304,005740
28,에스엘,2017,Q4,경기소비재,-0.037974506301888096,-0.011249392934222224,-0.08093468978739449,0.13446182661247108,0.094065934065934,0.18077144502014986,0.0,0.04866019558467875,005850
28,삼성전자,2017,Q4,정보기술,-0.06716811652335422,-0.08093468977446627,0.09137055837563457,0.0760239817003272,0.094065934065934,0.18077144502014986,0.0,0.015604005577386153,005930
28,SK케미칼,2017,Q4,에너지_화학,-0.08640578571820204,-0.5073621574498588,-0.8362068965517242,0.14679156088984002,0.094065934065934,0.18077144502014986,0.5893774786563892,0.029516965511728218,006120
28,LS,2017,Q4,산업재,0.07619834967488062,0.06888918711880421,0.06928838951310867,0.02499999999999991,0.094065934065934,0.18077144502014986,0.0,0.1264004085713014,006260
28,녹십자,2017,Q4,헬스케어,-0.005783587816245543,0.016353637585017955,0.08080808080808088,0.045657771412431325,0.094065934065934,0.18077144502014986,0.0,0.08538803569428728,006280
28,삼성SDI,2017,Q4,정보기술,-0.041095324840439824,-0.024897276359616805,-0.04516129032258065,-0.3356665405294966,0.094065934065934,0.18077144502014986,0.0,0.023440581259759306,006400
28,대한유화,2017,Q4,에너지_화학,0.22191005266217506,0.018459092951109257,0.0239520958083832,-0.040434807770896586,0.094065934065934,0.18077144502014986,0.0,-0.11951002628417284,006650
28,GS리테일,2017,Q4,생활소비재,-0.10920171221904379,0.0,0.18229166666666674,0.0001224608145145023,0.094065934065934,0.18077144502014986,0.0,0.24640237284137154,007070
28,오뚜기,2017,Q4,생활소비재,0.001421906037824626,0.05058864301107069,0.03846153846153855,-0.03654619324611663,0.094065934065934,0.18077144502014986,-0.08093468978740959,0.03997906446173767,007310
28,동아타이어,2017,Q4,경기소비재,0.0,-0.5777940623454624,0.11126317405095665,0.00807597584405162,0.094065934065934,0.18077144502014986,0.1470068925811958,-0.04098923351082276,007340
28,일양약품,2017,Q4,헬스케어,0.12430095612278758,0.024901465937530398,0.05263157894736836,0.0,0.094065934065934,0.18077144502014986,0.0,-0.026526373991276164,007570
28,국도화학,2017,Q4,에너지_화학,0.0809460599245318,-0.21130615080522663,0.14459708417676898,-0.23810444024275645,0.094065934065934,0.18077144502014986,-0.0809346897873956,0.05345527136308188,007690
28,서연,2017,Q4,경기소비재,-0.1671144756605543,0.0017941280191722253,0.0,0.5361087359057397,0.094065934065934,0.18077144502014986,0.0,-0.044521583119631114,007860
28,대덕전자,2017,Q4,정보기술,-0.14864362705953385,-0.0821418309465437,0.05714285714285716,0.030503061972512846,0.094065934065934,0.18077144502014986,-0.08093468978734975,0.021896118622128993,008060
28,서흥,2017,Q4,헬스케어,-0.00025751110231818364,-0.14734901165420144,-0.030726256983240274,0.0,0.094065934065934,0.18077144502014986,0.0,0.06068375819570552,008490
28,호텔신라,2017,Q4,경기소비재,0.22507636061213976,0.0,0.08287292817679548,-0.026773255423427678,0.094065934065934,0.18077144502014986,0.0,0.2418911230532946,008770
28,삼성전기,2017,Q4,정보기술,0.1190642197034259,0.021041351716037715,0.059259259259259345,-0.0027494468514479564,0.094065934065934,0.18077144502014986,0.0,0.17798914920829823,009150
28,한샘,2017,Q4,경기소비재,-0.012244800159810824,-0.00398865048382846,0.13629002591498485,0.0075602071254243786,0.094065934065934,0.18077144502014986,0.0,-0.28225481008002434,009240
28,광동제약,2017,Q4,헬스케어,0.0690218013204262,6.325880979840548e-05,0.11956521739130443,0.12720302368612435,0.094065934065934,0.18077144502014986,0.0,-0.0014642845314028958,009290
28,현대중공업,2017,Q4,중공업,-0.01841720279183428,-0.3494462391071036,-0.0672487909725954,0.24903490269063222,0.094065934065934,0.18077144502014986,0.8216625904608803,-0.039651490183877015,009540
28,무림P&P,2017,Q4,철강_소재,0.5399634807658368,-0.000210623805851351,0.13829787234042556,0.0,0.094065934065934,0.18077144502014986,0.0,0.11432067015732855,009580
28,모토닉,2017,Q4,경기소비재,0.12266584179308465,0.01996894180216624,0.10611580165430934,0.12471615064005248,0.094065934065934,0.18077144502014986,0.0,0.06820573592469749,009680
28,한화케미칼,2017,Q4,에너지_화학,0.04230328307032655,-0.011097485476794455,0.055523598406195696,-4.912456810424182e-05,0.094065934065934,0.18077144502014986,0.0,-0.009842198266168705,009830
28,OCI,2017,Q4,에너지_화학,0.3415441103457459,-0.08093468978735041,0.196078431372549,-0.02798064362504793,0.094065934065934,0.18077144502014986,0.0,-0.0009853893393131459,010060
28,LS산전,2017,Q4,산업재,0.08046051358554096,0.027441212258124237,0.060518731988472574,-8.254947597652329e-05,0.094065934065934,0.18077144502014986,0.0,0.29306773954529763,010120
28,고려아연,2017,Q4,철강_소재,-0.01724401903186206,0.008985007354920915,0.057255721031601814,-0.020531958747843082,0.094065934065934,0.18077144502014986,-0.0809346897873916,-0.051965645577934316,010130
28,삼성중공업,2017,Q4,중공업,-0.19236031889095792,0.09434301279336021,-0.013953488372092981,0.6239278014664784,0.094065934065934,0.18077144502014986,0.0,-0.024362785350564787,010140
28,현대미포조선,2017,Q4,중공업,0.08969641466375573,0.0,0.018142730683303077,0.21721443656621786,0.094065934065934,0.18077144502014986,-0.08093468978739715,-0.004316584655314457,010620
28,화신,2017,Q4,경기소비재,-0.14896729014968427,-0.06553673851818576,-0.028846153846153855,0.0013078116242219995,0.094065934065934,0.18077144502014986,0.0,-0.09651558164761077,010690
28,아이에스동서,2017,Q4,건설,-0.10459321326294091,0.24142668546725576,0.0092592592592593,0.00012519110657116528,0.094065934065934,0.18077144502014986,-0.2707238816448265,0.03992921953393652,010780
28,S-Oil,2017,Q4,에너지_화학,0.05156280910234389,0.0001790221674422554,0.07034037373769775,-0.33349977769976336,0.094065934065934,0.18077144502014986,0.0,-0.12717692422191945,010950
28,LG이노텍,2017,Q4,정보기술,-0.15998696957380687,0.04849796712687793,-0.012477718360071277,0.9997514210687837,0.094065934065934,0.18077144502014986,1.2424888057914565,0.044742327572851,011070
28,롯데케미칼,2017,Q4,에너지_화학,0.26595742582410187,0.2583148706162408,-0.012422360248447228,0.0,0.094065934065934,0.18077144502014986,0.0,-0.08940087925327014,011170
28,현대상선,2017,Q4,산업재,-0.2182255333682668,0.17980399291717708,-0.006749030745477724,7.062581576810411,0.094065934065934,0.18077144502014986,0.15557774814132674,0.40572645455697803,011200
28,현대위아,2017,Q4,경기소비재,-0.1383933070124657,-0.07955854283066643,0.013058944302528186,-0.25,0.094065934065934,0.18077144502014986,0.0,-0.042813546253434476,011210
28,금호석유,2017,Q4,에너지_화학,0.36606033424288453,-0.06004406857528932,0.12895069532237668,-0.120859778131446,0.094065934065934,0.18077144502014986,0.0,0.13213099254772287,011780
28,SKC,2017,Q4,에너지_화학,-0.03269941847919782,-0.022906623635054024,0.0875912408759123,0.07664368957875833,0.094065934065934,0.18077144502014986,0.0,0.04585594825168908,011790
28,현대모비스,2017,Q4,경기소비재,-0.04294851040502164,-0.02951028876204953,-0.023569023569023573,0.0,0.094065934065934,0.18077144502014986,0.0,-0.03845266523319882,012330
28,한화테크윈,2017,Q4,중공업,-0.1466206625717485,-0.010027328307977701,-0.06864360241625478,-0.2500872264991313,0.094065934065934,0.18077144502014986,0.0,-0.03228483745982873,012450
28,현대산업,2017,Q4,건설,0.05853474064697794,-0.08093468978713836,0.2831050228310503,-0.09999999999999998,0.094065934065934,0.18077144502014986,-0.08093468978713836,0.19995508195308825,012630
28,에스원,2017,Q4,경기소비재,0.09869281813074865,-0.05320832272078069,0.07441860465116279,0.0,0.094065934065934,0.18077144502014986,0.0,-0.05067779766378799,012750
28,한솔케미칼,2017,Q4,에너지_화학,0.026713244369351442,0.20440444979909667,0.09543568464730301,0.0,0.094065934065934,0.18077144502014986,-0.08093468978738849,-0.002550211994246713,014680
28,동원시스템즈,2017,Q4,에너지_화학,0.06290371723835547,0.41942496021619924,0.04751743525699337,-1.2015063621806377e-06,0.094065934065934,0.18077144502014986,-0.4359830171801591,-0.11185244735742148,014820
28,유니드,2017,Q4,에너지_화학,0.12887550708282383,0.03816891911279452,0.1168312426859579,-0.010224594614145821,0.094065934065934,0.18077144502014986,0.0,0.11070152644689366,014830
28,한국전력,2017,Q4,생활소비재,-0.07429485129617441,-0.08093468978035645,-0.016452632553464408,0.0,0.094065934065934,0.18077144502014986,0.0,0.12546416759389964,015760
28,SK텔레콤,2017,Q4,커뮤니케이션서비스,-0.019053309746288723,-0.00937951982035412,0.03825136612021862,-0.16666666666666663,0.094065934065934,0.18077144502014986,0.0,-0.06036099655273837,017670
28,현대엘리베이,2017,Q4,중공업,0.48308545217253007,-0.004382280402837613,0.02586206896551735,0.06467654893768615,0.094065934065934,0.18077144502014986,-0.0071428571428571175,0.44992560097887235,017800
28,삼성에스디에스,2017,Q4,정보기술,0.3633987004836898,-0.003221811170486699,0.20558540954241966,0.0729786010951623,0.094065934065934,0.18077144502014986,0.0,-0.14997843629684904,018260
28,한온시스템,2017,Q4,경기소비재,-0.06939085903204953,-0.08093468978254081,0.04499917984483881,0.0,0.094065934065934,0.18077144502014986,0.0,-0.05204916313831523,018880
28,대교,2017,Q4,경기소비재,0.043758050651445425,-0.050479532183225095,-0.06175697543156056,0.36843962131029073,0.094065934065934,0.18077144502014986,0.0,-0.023176632305907868,019680
28,한섬,2017,Q4,경기소비재,0.16834146222945656,0.6361855455377463,0.25890305366142896,0.0,0.094065934065934,0.18077144502014986,0.0,0.038747731152722675,020000
28,일진머티리얼즈,2017,Q4,정보기술,0.03964166923822829,0.2982701466089497,0.1578947368421053,0.0,0.094065934065934,0.18077144502014986,-0.21091783417600785,-0.08392733455899663,020150
28,코웨이,2017,Q4,경기소비재,-0.04664038977928104,0.045401411524008894,-0.00417637752411415,0.11296808201368136,0.094065934065934,0.18077144502014986,0.0,0.010008958569819083,021240
28,롯데쇼핑,2017,Q4,경기소비재,0.0793924893035656,0.23088580888701382,0.01658997380530458,-0.18132399882422,0.094065934065934,0.18077144502014986,0.03454019061357472,-0.051348459880846714,023530
28,한국단자,2017,Q4,산업재,-0.19060520775301398,-0.04395783675060638,0.03796869268904479,0.0010193830516487257,0.094065934065934,0.18077144502014986,0.0,-0.06267468360465307,025540
28,남해화학,2017,Q4,에너지_화학,0.6698487100673508,-0.03436649670478664,0.04990196078431364,0.0,0.094065934065934,0.18077144502014986,0.0,0.3659773256371174,025860
28,삼성엔지니어링,2017,Q4,건설,0.48502412230596204,0.13963198000434418,0.09369024856596564,4.069974226833383,0.094065934065934,0.18077144502014986,0.0,0.034477340035136195,028050
28,삼성물산,2017,Q4,경기소비재,0.06341150130294225,-0.08093468978661211,0.11111111111111116,0.1298131755663774,0.094065934065934,0.18077144502014986,0.0,-0.08957878696409087,028260
28,신도리코,2017,Q4,정보기술,0.1118675755158587,-0.019739182951669876,0.002792394898345485,0.0,0.094065934065934,0.18077144502014986,0.0,-0.09892080504600474,029530
28,제일기획,2017,Q4,커뮤니케이션서비스,-0.03791708898999439,-0.020798084863992816,0.07643312101910826,0.1611387018507946,0.094065934065934,0.18077144502014986,0.0,0.07672048559557727,030000
28,KT,2017,Q4,커뮤니케이션서비스,0.00493876419356485,-0.08755117911868626,0.0625,0.4095812383694224,0.094065934065934,0.18077144502014986,0.0,-0.015919384177789965,030200
28,LG유플러스,2017,Q4,커뮤니케이션서비스,0.0437630148841488,0.021512240808990724,0.04651162790697683,0.6634398725712733,0.094065934065934,0.18077144502014986,0.0,0.02172645455697799,032640
28,세종공업,2017,Q4,경기소비재,0.09097407081446915,0.10139088697600185,-0.07291153494264202,0.0026281701645567423,0.094065934065934,0.18077144502014986,-0.08093468978739515,-0.039820768619866505,033530
28,KT&G,2017,Q4,생활소비재,-0.05911545936527179,0.19238410442083942,-0.04026845637583898,0.014036133228029213,0.094065934065934,0.18077144502014986,0.0,-0.0008389680084445739,033780
28,무학,2017,Q4,생활소비재,0.0029167028065701928,0.21751514510049041,0.16326530612244894,0.02764071322123396,0.094065934065934,0.18077144502014986,0.0,-0.03293193053618971,033920
28,두산중공업,2017,Q4,중공업,-0.02916919858377489,-0.08093468978589202,0.015427769985974837,0.00011365787080519496,0.094065934065934,0.18077144502014986,-0.27028354296916846,0.28054758102498945,034020
28,SBS,2017,Q4,커뮤니케이션서비스,0.09360478545121158,0.07846210233649487,0.09195402298850586,0.0,0.094065934065934,0.18077144502014986,-0.08093468978735896,0.01635574230050323,034120
28,LG디스플레이,2017,Q4,정보기술,-0.06413068386881884,0.026998523592040247,0.016129032258064502,8.109731210037552e-05,0.094065934065934,0.18077144502014986,0.0,-0.11238137805149839,034220
28,SK,2017,Q4,정보기술,0.11697012905511839,-0.018471968254272997,0.007575757575757569,0.0,0.094065934065934,0.18077144502014986,0.0,0.025578234176675697,034730
28,강원랜드,2017,Q4,경기소비재,-0.18326573216788106,0.0034175564516190082,0.008256535947712473,0.0,0.094065934065934,0.18077144502014986,0.0,0.011524773654505684,035250
28,NAVER,2017,Q4,커뮤니케이션서비스,0.023345685819727034,0.043797057023896135,0.17492749899049231,-0.04565119420692865,0.094065934065934,0.18077144502014986,0.0,-0.09113799412642466,035420
28,한국가스공사,2017,Q4,생활소비재,0.22407366224247538,0.020543391886743034,1040.2398441406694,0.06540011706877102,0.094065934065934,0.18077144502014986,0.0,0.2188319700870702,036460
28,엔씨소프트,2017,Q4,커뮤니케이션서비스,0.03490457706709513,0.0512154747134681,-0.08093468978738871,-0.07513318832753813,0.094065934065934,0.18077144502014986,0.10282932765439612,-0.19370084818128563,036570
28,팜스코,2017,Q4,생활소비재,0.10977666175640563,-0.20237617376386874,0.095330739299611,-0.24995485264046313,0.094065934065934,0.18077144502014986,0.0,0.020848069893140805,036580
28,대우조선해양,2017,Q4,중공업,0.5218048294602841,2529135.7096549245,-0.06603773584905659,381129.20542402647,0.094065934065934,0.18077144502014986,-0.44571644786451803,-0.050739980405324146,042660
28,두산인프라코어,2017,Q4,중공업,0.11213411646875471,-0.044401770616705805,0.14366197183098595,-1.7606476090836765e-05,0.094065934065934,0.18077144502014986,3.3705773664082255,0.13536130743664754,042670
28,한미반도체,2017,Q4,정보기술,0.18465200066861137,1.17998869155358,0.04670465516023459,0.10955191045092683,0.094065934065934,0.18077144502014986,19.809485600265756,-0.07792508441272449,042700
28,대우건설,2017,Q4,건설,-0.11673522808773876,0.6284014841530008,0.008867667121418732,0.49992889688075315,0.094065934065934,0.18077144502014986,0.0,0.28179562188871515,047040
28,대우인터내셔널,2017,Q4,산업재,0.23012701963408144,0.19125527734277603,-0.11842105263157898,-0.6666639876809365,0.094065934065934,0.18077144502014986,8.76931162297031,0.08587388027143088,047050
28,한국항공우주,2017,Q4,산업재,0.05683325993621334,-0.08093468978720375,-0.0072727272727273196,-0.7108220606091653,0.094065934065934,0.18077144502014986,0.0,-0.14556752890467015,047810
28,동원F&B,2017,Q4,생활소비재,0.0903775817697674,-0.08093468978741314,-0.029104171195324047,0.0,0.094065934065934,0.18077144502014986,0.0,0.08545927449712974,049770
28,한전KPS,2017,Q4,산업재,0.21906294070207016,0.15727887307750055,0.01992190085379586,-0.028116531165311653,0.094065934065934,0.18077144502014986,0.0,-0.039812006981483544,051600
28,LG생활건강,2017,Q4,생활소비재,0.03796492373412359,-0.21565211392823624,-0.07448198525178595,-0.33333333333333326,0.094065934065934,0.18077144502014986,0.0,0.051399488659872636,051900
28,LG화학,2017,Q4,에너지_화학,0.03701358369933349,0.18436620414368954,0.07703180212014127,-0.1427735665099279,0.094065934065934,0.18077144502014986,0.14700689258082655,-0.10709878112104956,051910
28,한전기술,2017,Q4,건설,0.810527552024306,0.0036115698182528355,0.020547945205479534,-0.00821564159593946,0.094065934065934,0.18077144502014986,0.0,0.23475502598554943,052690
28,한라홀딩스,2017,Q4,경기소비재,-0.22360296064587828,0.0,0.013773677145007657,0.048856472555449004,0.094065934065934,0.18077144502014986,0.0,0.06009632361685735,060980
28,현대로템,2017,Q4,중공업,-0.13730040271222183,-0.0040362653146867045,0.034545454545454435,0.00025096132650404,0.094065934065934,0.18077144502014986,0.0,1.5299712638731477,064350
28,S&T모티브,2017,Q4,경기소비재,-0.025163579232281408,-0.07332717225828966,-0.0535714285714286,0.49656166511498445,0.094065934065934,0.18077144502014986,0.0,-0.17184426697764327,064960
