,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,1인평균급여 변화율,기초 소유 주식 수 변화율,금리 변화율,국제유가 변화율,증자주식수 변화율,Label,Code
8,경방,2022,Q4,경기소비재,-0.015779626136757832,-0.14542370064392685,0.18999575600910523,0.09030249918374955,0.11445954938682568,-0.12070563315019511,0.0,-0.05075163065633926,000050
8,하이트진로,2022,Q4,생활소비재,-0.1655980592687614,0.035060009540036186,0.06622639458836965,0.21425404295456763,0.11445954938682568,-0.12070563315019511,0.0,-0.024821968334735087,000080
8,유한양행,2022,Q4,헬스케어,-0.04341924912778849,0.10391165623953125,0.024844720496894457,-0.21106713921003417,0.11445954938682568,-0.12070563315019511,0.045623208349074185,0.08422430114085966,000100
8,CJ대한통운,2022,Q4,산업재,-0.0655666417898243,-0.002643123443895168,-0.03053435114503822,0.0002619366152680769,0.11445954938682568,-0.12070563315019511,0.0,0.02659724469511341,000120
8,두산,2022,Q4,산업재,0.138176475848162,0.1925751430173681,0.09259259259259256,0.018402704637393796,0.11445954938682568,-0.12070563315019511,0.0,-0.1273457788138802,000150
8,대림산업,2022,Q4,건설,-0.1569472344230102,-0.06882836875961051,0.0960264900662251,0.2107708008984004,0.11445954938682568,-0.12070563315019511,0.0,-0.11473241338712198,000210
8,일동제약,2022,Q4,헬스케어,-0.4629102238676061,0.4678146198873576,-0.07222248423965161,0.034557592222469236,0.11445954938682568,-0.12070563315019511,0.0,-0.07049849609311148,000230
8,한국타이어월드와이드,2022,Q4,경기소비재,-0.05457576397169826,-0.041157936460311406,0.07037037037037042,-0.4999548818211288,0.11445954938682568,-0.12070563315019511,0.0,0.04704054396149173,000240
8,기아차,2022,Q4,경기소비재,0.16996704520573117,-0.01309028350349517,0.11602209944751385,0.0,0.11445954938682568,-0.12070563315019511,0.0,0.11084148040708677,000270
8,조선내화,2022,Q4,철강_소재,0.12929673357272164,0.5252669158909957,0.4651162790697674,0.047435362070398,0.11445954938682568,-0.12070563315019511,0.0,0.06836339716957847,000480
8,동아쏘시오홀딩스,2022,Q4,헬스케어,-0.08799314204559384,-0.018712797259675895,0.012658227848101333,0.5369533771510706,0.11445954938682568,-0.12070563315019511,-0.11770199236822798,-0.08179994737427296,000640
8,SK하이닉스,2022,Q4,정보기술,-0.06558485737004023,-0.028594819940448435,0.1632521338009416,-0.08331670683628356,0.11445954938682568,-0.12070563315019511,0.0,-0.0008162829245996137,000660
8,영풍,2022,Q4,철강_소재,-0.19892443087406253,0.21337604404337163,0.015224298965432315,0.0,0.11445954938682568,-0.12070563315019511,0.0,-0.08632504545940695,000670
8,현대건설,2022,Q4,건설,-0.12877678844013868,0.05209192919709227,0.10486891385767794,0.666664051951392,0.11445954938682568,-0.12070563315019511,0.0,0.04414312617702444,000720
8,한화,2022,Q4,에너지_화학,-0.09438276253879038,0.003281537122310718,0.12702702702702706,0.216606548854279,0.11445954938682568,-0.12070563315019511,0.0,0.036252798260019405,000880
8,CJ,2022,Q4,생활소비재,0.30441975423708406,0.12239189823247609,-0.01533406352683464,0.014474518480920961,0.11445954938682568,-0.12070563315019511,0.0,-0.13613870129101321,001040
8,LG상사,2022,Q4,산업재,-0.235710326621543,-0.05768713878699916,0.34569536423841063,0.5773158616751666,0.11445954938682568,-0.12070563315019511,0.0,0.02261175024150343,001120
8,동국제강,2022,Q4,철강_소재,0.008803968088918833,-0.02207375005524881,0.01754385964912286,-0.059144418561798306,0.11445954938682568,-0.12070563315019511,0.0,-0.0896062855049913,001230
8,세아베스틸,2022,Q4,철강_소재,0.21857325560664387,-0.06476081703962233,0.36170212765957444,0.0,0.11445954938682568,-0.12070563315019511,0.0,0.005019466384008388,001430
8,대상,2022,Q4,생활소비재,-0.08923692255085477,-0.020949931595976024,0.024390243902439046,-0.01055384330996667,0.11445954938682568,-0.12070563315019511,0.0,-0.042117077353037366,001680
8,SK네트웍스,2022,Q4,경기소비재,0.039444218410868585,0.0,-0.1128894168013701,-0.12884654290922248,0.11445954938682568,-0.12070563315019511,0.0,0.025948287350597267,001740
8,오리온,2022,Q4,생활소비재,0.10855591507111939,-0.05745843154974939,0.35016286644951133,0.0,0.11445954938682568,-0.12070563315019511,0.0,0.011134679133489672,001800
8,고려제강,2022,Q4,철강_소재,0.18377656778504414,1.674138548857229e-05,0.18181818181818188,0.15650678265198348,0.11445954938682568,-0.12070563315019511,-0.0625,-0.12670927147250136,002240
8,넥센타이어,2022,Q4,경기소비재,0.05304448707738941,-0.9990412348773965,0.2056737588652482,0.0,0.11445954938682568,-0.12070563315019511,0.0,0.14645767932000284,002350
8,KCC,2022,Q4,건설,-0.10477236749806443,-0.07189941119894905,0.07566403535651878,0.0,0.11445954938682568,-0.12070563315019511,0.0,-0.04391398905085796,002380
8,아모레G,2022,Q4,생활소비재,0.36847177590264235,0.04851517318430476,-0.1255411255411255,-0.18397880974088954,0.11445954938682568,-0.12070563315019511,0.0,-0.21228938790982174,002790
8,한국쉘석유,2022,Q4,에너지_화학,-0.0524320506630917,0.007651970755579107,0.2510857622770233,0.0,0.11445954938682568,-0.12070563315019511,0.0,-0.05177408928035748,002960
8,부광약품,2022,Q4,헬스케어,-0.01689194641921392,0.09163553621257448,0.00291775783127024,-0.9775540416874746,0.11445954938682568,-0.12070563315019511,0.0,-0.016555608896838294,003000
8,세아제강,2022,Q4,철강_소재,0.0488594805333885,-0.13900607298840373,0.4307692307692308,0.00868545217727501,0.11445954938682568,-0.12070563315019511,0.0,0.028680810714708974,003030
8,일신방직,2022,Q4,경기소비재,0.2541788765844919,0.00011350974008150772,-0.11567289284980364,-0.008755193776420533,0.11445954938682568,-0.12070563315019511,0.0,-0.06536431941289537,003200
8,태광산업,2022,Q4,에너지_화학,0.009630385088680204,-0.0735847743421344,0.10909090909090913,0.1565093816911971,0.11445954938682568,-0.12070563315019511,0.0,-0.07101088696543104,003240
8,한일시멘트,2022,Q4,건설,0.07977592941879771,0.07115767315784427,0.0005031840828850775,0.0,0.11445954938682568,-0.12070563315019511,1354.5806451612902,-0.011799147529933125,003300
8,대한항공,2022,Q4,산업재,-0.0659284505606798,0.08835891282212871,0.26793528556361834,0.8339390643151006,0.11445954938682568,-0.12070563315019511,-0.2795737656328826,-0.05304822302080679,003490
8,영진약품,2022,Q4,헬스케어,0.0621983953460601,0.039654387487787046,0.050000000000000044,0.9998957612946155,0.11445954938682568,-0.12070563315019511,0.0,-0.0429975109636127,003520
8,LG,2022,Q4,정보기술,0.0874591078198696,-0.049831723917004855,0.48290598290598297,-0.0646489307364797,0.11445954938682568,-0.12070563315019511,0.0,-0.021585208806486254,003550
8,S&T중공업,2022,Q4,산업재,0.09164646248419406,0.010156417633740089,0.04669239148496196,0.0711445572741789,0.11445954938682568,-0.12070563315019511,0.0,-0.015479490453795208,003570
8,쌍용차,2022,Q4,경기소비재,0.0,0.06597485832131067,0.38235294117647056,-1.0,0.11445954938682568,-0.12070563315019511,6.092413778676323,0.0,003620
8,남양유업,2022,Q4,생활소비재,0.5235422488945236,0.06256821400025148,0.00819672131147553,0.0,0.11445954938682568,-0.12070563315019511,-0.08414558488950241,-0.14136842400622174,003920
8,삼성정밀화학,2022,Q4,에너지_화학,-0.06534121790937883,-0.1935311830510279,0.06666666666666665,-0.40846979768718017,0.11445954938682568,-0.12070563315019511,0.0,0.08857069167211663,004000
8,현대제철,2022,Q4,철강_소재,0.09820558012017783,0.03140881903187176,0.13291139240506333,0.22220185047506136,0.11445954938682568,-0.12070563315019511,0.0,-0.018297440196015237,004020
8,한솔홀딩스,2022,Q4,경기소비재,0.01577219283522478,-0.03391132690408161,0.11214953271028039,0.0,0.11445954938682568,-0.12070563315019511,0.4742600149014258,-0.057138712873934336,004150
8,신세계,2022,Q4,경기소비재,-0.004501769986062963,0.05922174258385482,0.10526315789473695,-0.25,0.11445954938682568,-0.12070563315019511,0.0,-0.05916883963494138,004170
8,농심,2022,Q4,생활소비재,0.2016242895254007,-0.041569781118111604,0.10371054541341906,0.1428571428571428,0.11445954938682568,-0.12070563315019511,0.0,0.04817080089397604,004370
8,세방전지,2022,Q4,경기소비재,0.23811265633220116,-0.2903946501046403,0.0018067760696685031,-0.1247141055915959,0.11445954938682568,-0.12070563315019511,0.0,0.030740159975824806,004490
8,조광피혁,2022,Q4,경기소비재,0.017470721292549653,0.004773578908797926,0.0,0.0,0.11445954938682568,-0.12070563315019511,0.0,-0.01757296417821786,004700
8,한솔테크닉스,2022,Q4,정보기술,0.02803631937489633,0.018585566405047382,0.01809430684374913,0.0,0.11445954938682568,-0.12070563315019511,0.0,0.17818140706246596,004710
8,효성,2022,Q4,에너지_화학,-0.05643894006186301,0.07924935703255032,-0.012578616352201255,-0.1241114010376041,0.11445954938682568,-0.12070563315019511,0.0,-0.01168097635031631,004800
8,삼광글라스,2022,Q4,철강_소재,-0.03292159565962588,-0.007736320102674776,0.08877284595300261,-0.001007111784380843,0.11445954938682568,-0.12070563315019511,0.0,-0.10419097835919167,005090
8,빙그레,2022,Q4,생활소비재,0.06132704440180467,-0.0004153546525353935,-0.06996273844613754,0.0,0.11445954938682568,-0.12070563315019511,0.0,0.05721983925373751,005180
8,롯데칠성,2022,Q4,생활소비재,0.11564108964957731,0.11016215714633826,0.04651162790697683,0.1051804114929884,0.11445954938682568,-0.12070563315019511,0.4559524281466798,-0.1154013960664157,005300
8,현대차,2022,Q4,경기소비재,0.03507395094661494,-0.03154254435535986,0.11428571428571432,-0.16665644584553407,0.11445954938682568,-0.12070563315019511,0.0,0.1625501261126868,005380
8,현대그린푸드,2022,Q4,생활소비재,0.09549891179523978,-0.020257521636602993,0.05043467724835682,0.0,0.11445954938682568,-0.12070563315019511,0.0,0.0,005440
8,POSCO,2022,Q4,철강_소재,0.15154149298591688,0.019399819037112298,0.10582010582010581,-0.213098760898483,0.11445954938682568,-0.12070563315019511,0.0,0.07761034656793306,005490
8,삼립식품,2022,Q4,생활소비재,-0.020178529963050418,-0.048158662219128345,0.04573315938787759,0.16648292458595026,0.11445954938682568,-0.12070563315019511,0.0,0.05611561802100263,005610
8,크라운제과,2022,Q4,생활소비재,0.02591918420730959,-0.056690723432349044,0.08448482009688507,0.0,0.11445954938682568,-0.12070563315019511,0.0,-0.03870077982092998,005740
8,에스엘,2022,Q4,경기소비재,-0.20658044446095197,0.017068345075923697,0.02316602316602312,-0.015986401605473932,0.11445954938682568,-0.12070563315019511,-0.20953215086584598,0.2625216443275829,005850
8,삼성전자,2022,Q4,정보기술,-0.014620187333024896,0.017631896123750046,-0.059479553903345694,-0.07600243715066335,0.11445954938682568,-0.12070563315019511,0.0,0.03281908572503358,005930
8,SK케미칼,2022,Q4,에너지_화학,0.03652668273257083,0.05691756601476938,0.1902173913043479,-0.006265636013952802,0.11445954938682568,-0.12070563315019511,0.0,0.06870581589392949,006120
8,LS,2022,Q4,산업재,0.06188192042317178,-0.05063500669661236,0.12365591397849451,-0.06522132838538464,0.11445954938682568,-0.12070563315019511,0.0,0.2642891293053567,006260
8,녹십자,2022,Q4,헬스케어,-0.05390522417246933,-0.03849901301058878,-0.014814814814814836,-0.0001368365487424139,0.11445954938682568,-0.12070563315019511,0.0,0.02518955971872306,006280
8,삼성SDI,2022,Q4,정보기술,0.050360961251584783,0.0691839969554966,0.029816513761467878,0.12373871083070664,0.11445954938682568,-0.12070563315019511,0.0,-0.1574954555911215,006400
