,name,sector,year,quarter,Relative Return,유동자산 변화율,자본총계 변화율,환율 변화율,소비자물가지수 변화율,특정 증권 등 소유 비율 변화율,1인평균급여 변화율,전체 주주 수 변화율,특정 증권 등 소유 수 변화율,전체 주식 수 변화율,Label,Code
3,SK_Telecom,통신,2023,Q4,0.1653636142262487,0.007135186067010468,0.012899162910763762,-0.0065457565880464585,-0.10965773361610065,0.0,-0.684171821155334,-1.4002648714688037,-1.415367863143575,-1.3757322713795577,-0.13495984900393518,017670
3,KT_Corp,통신,2023,Q4,0.1522385960676735,0.055533985808557285,-0.004016053803668207,-0.0065457565880464585,-0.10965773361610065,1.0,-0.4832973093502222,-0.8534054058002625,0.8225671104743343,-1.0090591402829427,-0.07196062956159374,030200
3,LG_Uplus,통신,2023,Q4,-0.004457954119304865,0.030061868747904064,-0.010378595963690174,-0.0065457565880464585,-0.10965773361610065,0.0,-0.49424475574640536,-0.9761577488943265,-1.2479265937258153,-0.99601131880878,-0.11646413671501522,032640
