,name,sector,year,quarter,Relative Return,유동자산 변화율,자본총계 변화율,환율 변화율,소비자물가지수 변화율,특정 증권 등 소유 비율 변화율,1인평균급여 변화율,전체 주주 수 변화율,특정 증권 등 소유 수 변화율,전체 주식 수 변화율,Label,Code
13,SK_Telecom,통신,2021,Q2,0.08748229195935951,0.03619216598109798,-0.04195937905438485,-0.007129469356493168,-0.7421096287815034,-0.19509356507261555,-0.05610142107075555,-0.09397755778133043,-0.20015595556593735,-0.12040079623944289,0.09868999786052407,017670
13,KT_Corp,통신,2021,Q2,0.10906492945003853,0.004500290093406245,-0.024082607232167375,-0.007129469356493168,-0.7421096287815034,-0.08205718175296273,-0.05760537888049311,-0.06360678855203683,-0.07171563878568832,-0.06297454169777739,0.06731897174553117,030200
13,LG_Uplus,통신,2021,Q2,-0.027435651965797135,-0.024616974346558962,-0.025381712450247562,-0.007129469356493168,-0.7421096287815034,-0.06403478132688978,-0.06403478132688956,-0.06403478132688956,-0.06403478132688956,-0.06403478132688956,0.195568141561173,032640
